id_waktu;id_berita;id_kalimat;waktu;isValid
837;100;4148;Tidak Ada;1
838;43;2049;Tidak Ada;1
839;214;9261;Tidak Ada;1
840;214;9262;dua bulan sebelumnya;2
841;219;9375;Sabtu (28/10);1
842;219;9376;Tidak Ada;1
843;219;9377;Tidak Ada;1
844;219;9378;Tidak Ada;1
845;219;9379;Tidak Ada;1
846;219;9380;Tidak Ada;1
847;219;9381;Tidak Ada;1
848;219;9382;Tidak Ada;1
849;219;9383;Rabu (29/11/2017);1
850;219;9384;Rabu (15/11/2017);1
851;219;9385;Tidak Ada;1
852;219;9386;2016;1
853;219;9387;Tidak Ada;1
854;219;9388;Tidak Ada;1
855;219;9389;Tidak Ada;1
856;219;9390;Tidak Ada;1
857;219;9391;Tidak Ada;1
858;219;9392;Tidak Ada;1
859;219;9393;2003;1
860;219;9393;2007;1
861;219;9394;Tidak Ada;1
862;219;9395;Tidak Ada;1
863;219;9396;Tidak Ada;1
864;219;9397;Tidak Ada;1
865;219;9398;Tidak Ada;0
866;219;9399;2016;1
867;219;9400;Tidak Ada;1
868;219;9401;Tidak Ada;1
869;219;9402;Tidak Ada;1
870;219;9403;Tidak Ada;1
871;219;9404;Tidak Ada;1
872;219;9405;Tidak Ada;1
873;219;9406;Tidak Ada;1
874;219;9407;Tidak Ada;1
875;219;9408;Tidak Ada;1
876;35;1571;beberapa tahun kedepan;2
877;35;1571;Tidak Ada;2
878;35;1572;Tidak Ada;2
879;35;1573;Tidak Ada;2
880;35;1574;1997;1
881;22;827;Tidak Ada;1
882;22;828;Tidak Ada;1
883;22;829;Tidak Ada;1
884;22;831;Tidak Ada;2
885;22;832;Tidak Ada;2
886;22;833;Tidak Ada;2
887;100;4149;Tidak Ada;2
888;100;4150;Tidak Ada;2
889;100;4151;Tidak Ada;2
890;100;4152;2016;2
891;100;4153;Tidak Ada;2
892;100;4154;Tidak Ada;2
893;100;4155;Tidak Ada;2
894;242;10539;Tidak Ada;2
895;242;10540;Tidak Ada;2
896;100;4156;Rabu (15/11/2017);2
897;242;10541;Tidak Ada;2
898;242;10542;Tidak Ada;2
899;22;834;Tidak Ada;2
900;242;10543;April 2017;2
901;107;4367;Tidak Ada;2
902;242;10544;Tidak Ada;2
903;242;10545;September 2017;2
904;107;4368;malam;2
905;107;4369;Tidak Ada;2
906;107;4370;Tidak Ada;2
907;242;10546;Tidak Ada;2
908;242;10547;Tidak Ada;2
909;242;10548;Tidak Ada;2
910;242;10549;Tidak Ada;2
911;242;10550;Tidak Ada;2
912;242;10551;Tidak Ada;2
913;107;4371;Tidak Ada;2
914;242;10552;Tidak Ada;2
915;242;10553;Tidak Ada;2
916;107;4372;Tidak Ada;2
917;242;10554;Tidak Ada;2
918;242;10555;Tidak Ada;2
919;242;10556;Tidak Ada;2
920;107;4373;Tidak Ada;2
921;22;835;Tidak Ada;2
922;107;4374;Tidak Ada;2
923;107;4375;Tidak Ada;2
924;107;4376;Tidak Ada;2
925;107;4377;Tidak Ada;2
926;242;10557;Tidak Ada;2
927;242;10558;2017;2
928;107;4378;Tidak Ada;2
929;107;4379;Tidak Ada;2
930;107;4380;Tidak Ada;2
931;107;4381;Tidak Ada;2
932;107;4382;Tidak Ada;2
933;107;4383;Tidak Ada;2
934;107;4384;Tidak Ada;2
935;107;4385;Tidak Ada;2
936;107;4386;Tidak Ada;2
937;107;4387;Tidak Ada;2
938;22;836;Tidak Ada;2
939;22;837;Tidak Ada;2
940;107;4388;Tidak Ada;2
941;107;4389;Tidak Ada;2
942;107;4390;Tidak Ada;2
943;107;4391;Tidak Ada;2
944;22;838;Tidak Ada;2
945;22;839;Tidak Ada;2
946;107;4392;Tidak Ada;2
947;107;4393;Tidak Ada;2
948;107;4394;Tidak Ada;2
949;107;4395;Tidak Ada;2
950;107;4396;Tidak Ada;2
951;107;4397;Tidak Ada;2
952;107;4398;Tidak Ada;2
953;107;4399;Tidak Ada;2
954;22;840;Tidak Ada;2
955;107;4400;Tidak Ada;2
956;22;841;Tidak Ada;2
957;107;4401;Tidak Ada;2
958;113;4602;senja;2
959;113;4603;Tidak Ada;2
960;113;4604;Tidak Ada;2
961;31;1443;Tidak Ada;2
962;31;1444;2015;2
963;31;1445;Tidak Ada;2
964;31;1403;Tidak Ada;2
965;31;1404;Tidak Ada;2
966;31;1405;Tidak Ada;2
967;31;1406;Tidak Ada;2
968;31;1407;Tidak Ada;2
969;113;4605;Tidak Ada;2
970;31;1408;Tidak Ada;2
971;31;1409;Tidak Ada;2
972;31;1410;Tidak Ada;2
973;113;4606;Tidak Ada;2
974;31;1411;Tidak Ada;2
975;31;1412;Tidak Ada;2
976;31;1413;Tidak Ada;2
977;31;1414;Tidak Ada;2
978;31;1415;Tidak Ada;2
979;113;4607;Tidak Ada;2
980;113;4608;Tidak Ada;2
981;113;4609;Tidak Ada;2
982;113;4610;Tidak Ada;2
983;113;4611;Tidak Ada;2
984;113;4612;Tidak Ada;2
985;113;4613;Tidak Ada;2
986;113;4614;Tidak Ada;2
987;113;4615;Tidak Ada;2
988;113;4616;Tidak Ada;2
989;199;8668;Tidak Ada;2
990;199;8669;Tidak Ada;2
991;199;8670;Tidak Ada;2
992;199;8671;Tidak Ada;2
993;199;8672;Tidak Ada;2
994;199;8673;Tidak Ada;2
995;199;8674;3 November dan  Desember;2
996;199;8675;Tidak Ada;2
997;199;8676;Tidak Ada;2
998;199;8677;Tidak Ada;2
999;199;8678;Tidak Ada;2
1000;199;8679;Tidak Ada;2
1001;199;8680;November 20, 2017;2
1002;31;1416;Tidak Ada;2
1003;31;1417;Tidak Ada;2
1004;31;1418;Tidak Ada;2
1005;31;1419;Tidak Ada;2
1006;23;864;Tidak Ada;2
1007;23;865;Tidak Ada;2
1008;23;866;Tidak Ada;2
1009;23;867;Tidak Ada;2
1010;23;868;Tidak Ada;2
1011;23;869;Tidak Ada;2
1012;23;870;Tidak Ada;2
1013;23;871;Tidak Ada;2
1014;23;872;Tidak Ada;2
1015;23;873;Tidak Ada;2
1016;23;874;Tidak Ada;2
1017;23;875;Tidak Ada;2
1018;23;876;Tidak Ada;2
1019;23;877;Tidak Ada;2
1020;23;878;Tidak Ada;2
1021;23;879;Tidak Ada;2
1022;23;880;Tidak Ada;2
1023;23;881;Tidak Ada;2
1024;23;882;Tidak Ada;2
1025;23;883;Tidak Ada;2
1026;23;884;Tidak Ada;2
1027;23;885;Tidak Ada;2
1028;23;886;Tidak Ada;2
1029;23;887;Tidak Ada;2
1030;23;888;Tidak Ada;2
1031;23;889;Tidak Ada;2
1032;23;890;Tidak Ada;2
1033;23;891;Tidak Ada;2
1034;23;892;Tidak Ada;2
1035;23;893;Tidak Ada;2
1036;23;894;Tidak Ada;2
1037;23;895;Tidak Ada;2
1038;23;896;Tidak Ada;2
1039;23;897;Tidak Ada;2
1040;23;898;Tidak Ada;2
1041;23;899;Tidak Ada;2
1042;23;900;Tidak Ada;2
1043;23;901;Tidak Ada;2
1044;23;902;Tidak Ada;2
1045;23;903;Tidak Ada;2
1046;23;904;Tidak Ada;2
1047;23;905;Tidak Ada;2
1048;23;906;Tidak Ada;2
1049;23;907;Tidak Ada;2
1050;23;908;Tidak Ada;2
1051;23;909;Tidak Ada;2
1052;23;910;Tidak Ada;2
1053;31;1420;Tidak Ada;2
1054;31;1421;Tidak Ada;2
1055;242;10559;Tidak Ada;2
1056;242;10560;Tidak Ada;2
1057;31;1422;Tidak Ada;2
1058;31;1423;Tidak Ada;2
1059;242;10561;Tidak Ada;2
1060;242;10562;Tidak Ada;2
1061;242;10563;Tidak Ada;2
1062;242;10564;Tidak Ada;2
1063;242;10565;Tidak Ada;2
1064;242;10566;Tidak Ada;2
1065;306;13154;1986;2
1066;242;10567;Tidak Ada;2
1067;242;10568;Tidak Ada;2
1068;242;10569;Tidak Ada;2
1069;242;10570;Tidak Ada;2
1070;31;1424;Tidak Ada;2
1071;31;1425;Tidak Ada;2
1072;31;1426;tahun 2014;2
1073;306;13114;25 April 1986;2
1074;306;13114;6 Agustus 1945;2
1075;306;13114;31 tahun;2
1076;242;10571;Tidak Ada;2
1077;242;10572;Tidak Ada;2
1078;242;10573;Tidak Ada;2
1079;242;10574;Tidak Ada;2
1080;242;10575;Tidak Ada;2
1081;31;1427;Tidak Ada;2
1082;31;1428;Tidak Ada;2
1083;242;10576;Tidak Ada;2
1084;306;13115;1986;2
1085;31;1429;Tidak Ada;2
1086;242;10577;Tidak Ada;2
1087;31;1430;Tidak Ada;2
1088;242;10578;Tidak Ada;2
1089;242;10579;Tidak Ada;2
1090;242;10580;Tidak Ada;2
1091;242;10581;Tidak Ada;2
1092;242;10582;Tidak Ada;2
1093;242;10583;Tidak Ada;2
1094;242;10584;Tidak Ada;2
1095;242;10585;Tidak Ada;2
1096;306;13116;Tidak Ada;2
1097;242;10586;Tidak Ada;2
1098;242;10587;Tidak Ada;2
1099;242;10588;Oct 22, 2017;2
1100;306;13117;Tidak Ada;2
1101;242;10588;8:34am PDT;2
1102;306;13118;Tidak Ada;2
1103;306;13119;Tidak Ada;2
1104;306;13120;6 Agustus 1945;2
1105;31;1431;Tidak Ada;2
1106;31;1432;Tidak Ada;2
1107;31;1433;Tidak Ada;2
1108;31;1434;Tidak Ada;2
1109;31;1435;Tidak Ada;2
1110;31;1436;Tidak Ada;2
1111;31;1437;Tidak Ada;2
1112;31;1438;Tidak Ada;2
1113;31;1439;Tidak Ada;2
1114;31;1440;Tidak Ada;2
1115;31;1441;Tidak Ada;2
1116;31;1442;Tidak Ada;2
1117;24;911;Tidak Ada;2
1118;24;912;Tidak Ada;2
1119;24;913;Tidak Ada;2
1120;24;914;Minggu (12/11).;2
1121;24;915;Tidak Ada;2
1122;24;916;Tidak Ada;2
1123;24;917;Tidak Ada;2
1124;24;918;menit ke-3;2
1125;24;919;Tidak Ada;2
1126;24;920;Tidak Ada;2
1127;24;921;Tidak Ada;2
1128;24;922;Tidak Ada;2
1129;24;923;Tidak Ada;2
1130;24;924;Tidak Ada;2
1131;24;925;(8/11);2
1132;24;926;Tidak Ada;2
1133;24;927;Jumat (10/10);2
1134;199;8687;Tidak Ada;2
1135;335;14390;Tidak Ada;2
1136;199;8688;15-17 tahun;2
1137;199;8689;18 tahun;2
1138;199;8689;20-24 tahun;2
1139;199;8690;Tidak Ada;2
1140;335;14391;Tidak Ada;2
1141;199;8691;15 tahun;2
1142;199;8691;15-17 tahun;2
1143;199;8692;Tidak Ada;2
1144;199;8693;18 tahun;2
1145;199;8693;Tidak Ada;2
1146;199;8694;Tidak Ada;2
1147;335;14392;Tidak Ada;2
1148;199;8695;Tidak Ada;2
1149;199;8696;Tidak Ada;2
1150;335;14393;Tidak Ada;2
1151;335;14394;Tidak Ada;2
1152;199;8697;November 20, 2017;2
1153;199;8698;Tidak Ada;2
1154;335;14395;Tidak Ada;2
1155;199;8699;Tidak Ada;2
1156;335;14396;Tidak Ada;2
1157;199;8700;Tidak Ada;2
1158;335;14398;Tidak Ada;2
1159;199;8701;Tidak Ada;2
1160;199;8702;Tidak Ada;2
1161;199;8703;Tidak Ada;2
1162;199;8704;Tidak Ada;2
1163;199;8705;Tidak Ada;2
1164;199;8706;Tidak Ada;2
1165;199;8707;Tidak Ada;2
1166;199;8708;Tidak Ada;2
1167;199;8709;Tidak Ada;2
1168;335;14399;Tidak Ada;2
1169;335;14400;Tidak Ada;2
1170;199;8710;Tidak Ada;2
1171;335;14358;Kamis;2
1172;199;8711;Tidak Ada;2
1173;335;14359;Tidak Ada;2
1174;199;8712;Tidak Ada;2
1175;335;14360;Tidak Ada;2
1176;199;8713;Tidak Ada;2
1177;335;14361;Tidak Ada;2
1178;207;9007;Tidak Ada;2
1179;207;9008;Selasa (14/11/2017);2
1180;207;9009;Tidak Ada;2
1181;207;9010;Tidak Ada;2
1182;207;9011;Tidak Ada;2
1183;207;9012;Tidak Ada;2
1184;335;14362;Kamis;2
1185;335;14363;Tidak Ada;2
1186;199;8714;Tidak Ada;2
1187;43;2050;Tidak Ada;2
1188;199;8715;Tidak Ada;2
1189;335;14364;Tidak Ada;2
1190;199;8716;Tidak Ada;2
1191;199;8717;Tidak Ada;2
1192;199;8718;Tidak Ada;2
1193;199;8719;Tidak Ada;2
1194;199;8720;Tidak Ada;2
1195;335;14365;Tidak Ada;2
1196;199;8721;Tidak Ada;2
1197;335;14366;Tidak Ada;2
1198;199;8722;Tidak Ada;2
1199;199;8723;Tidak Ada;2
1200;335;14367;Tidak Ada;2
1201;199;8724;Tidak Ada;2
1202;199;8725;Tidak Ada;2
1203;199;8726;Tidak Ada;2
1204;199;8727;Tidak Ada;2
1205;335;14368;Tidak Ada;2
1206;335;14369;Tidak Ada;2
1207;335;14370;Tidak Ada;2
1208;215;9293;Tidak Ada;2
1209;335;14371;Tidak Ada;2
1210;215;9263;Minggu (19/11/2017);2
1211;335;14372;Tidak Ada;2
1212;215;9264;Senin;2
1213;335;14373;Tidak Ada;2
1214;215;9265;Minggu (19/11/2017);2
1215;35;1575;Tidak Ada;2
1216;306;13121;Tidak Ada;2
1217;306;13122;31 tahun;2
1218;27;1267;Tidak Ada;2
1219;27;1268;Tidak Ada;2
1220;27;1269;Tidak Ada;2
1221;335;14374;Tidak Ada;2
1222;335;14375;Tidak Ada;2
1223;335;14376;Tidak Ada;2
1224;335;14377;Tidak Ada;2
1225;335;14378;Tidak Ada;2
1226;335;14379;Tidak Ada;2
1227;335;14380;Tidak Ada;2
1228;335;14381;Tidak Ada;2
1229;335;14384;Tidak Ada;2
1230;335;14385;Tidak Ada;2
1231;335;14386;Tidak Ada;2
1232;335;14387;Tidak Ada;2
1233;335;14388;Tidak Ada;2
1234;335;14389;Tidak Ada;2
1235;335;14401;Tidak Ada;2
1236;370;15882;Tidak Ada;2
1237;335;14402;Tidak Ada;2
1238;335;14403;Tidak Ada;2
1239;359;15391;Tidak Ada;2
1240;359;15392;Tidak Ada;2
1241;359;15393;Tidak Ada;2
1242;359;15394;Tidak Ada;2
1243;359;15395;Tidak Ada;2
1244;359;15396;April 2017;2
1245;199;8681;Tidak Ada;2
1246;199;8682;Tidak Ada;2
1247;199;8683;Tidak Ada;2
1248;199;8684;November 20, 2017;2
1249;199;8685;Tidak Ada;2
1250;370;15884;Tidak Ada;2
1251;370;15885;Tidak Ada;2
1252;199;8686;2016, 2011;2
1253;370;15886;Tidak Ada;2
1254;199;8687;2016, 2011;2
1255;370;15887;Tidak Ada;2
1256;199;8688;2011  2016;2
1257;370;15888;Tidak Ada;2
1258;199;8689;Tidak Ada;2
1259;199;8690;Tidak Ada;2
1260;43;2051;Tidak Ada;2
1261;359;15376;Tidak Ada;2
1262;43;2052;Tidak Ada;2
1263;43;2053;Tidak Ada;2
1264;359;15377;Tidak Ada;2
1265;43;2054;Tidak Ada;2
1266;43;2055;Tidak Ada;2
1267;43;2056;Tidak Ada;2
1268;199;8691;enam tahun;2
1269;43;2039;Tidak Ada;2
1270;199;8692;Tidak Ada;2
1271;199;8693;Tidak Ada;2
1272;199;8694;Tidak Ada;2
1273;43;2040;Tidak Ada;2
1274;43;2041;Tahun 1834;2
1275;43;2042;Tidak Ada;2
1276;27;1270;Tidak Ada;2
1277;43;2043;Tidak Ada;2
1278;43;2044;Tidak Ada;2
1279;27;1271;Tidak Ada;2
1280;43;2045;Tidak Ada;2
1281;27;1272;Tidak Ada;2
1282;43;2046;Tidak Ada;2
1283;27;1235;Tidak Ada;2
1284;27;1236;Tidak Ada;2
1285;43;2047;Tidak Ada;2
1286;27;1237;Tidak Ada;2
1287;43;2048;Tidak Ada;2
1288;75;3249;Tidak Ada;2
1289;27;1238;Tidak Ada;2
1290;359;15378;Tidak Ada;2
1291;75;3250;Tidak Ada;2
1292;27;1239;Tidak Ada;2
1293;27;1240;Tidak Ada;2
1294;359;15379;Tidak Ada;2
1295;27;1241;Tidak Ada;2
1296;359;15381;Tidak Ada;2
1297;27;1242;Tidak Ada;2
1298;75;3251;Tidak Ada;2
1299;359;15383;Tidak Ada;2
1300;27;1243;Tidak Ada;2
1301;359;15387;Maret;2
1302;359;15387;2016;2
1303;75;3252;Tidak Ada;2
1304;359;15388;Tidak Ada;2
1305;75;3219;Jumat (3/11);2
1306;27;1244;Tidak Ada;2
1307;359;15389;Tidak Ada;2
1308;27;1245;Tidak Ada;2
1309;75;3220;Tidak Ada;2
1310;27;1246;Tidak Ada;2
1311;75;3221;Tidak Ada;2
1312;75;3222;Tidak Ada;2
1313;27;1247;Tidak Ada;2
1314;75;3223;Tidak Ada;2
1315;27;1248;Tidak Ada;2
1316;75;3224;Tidak Ada;2
1317;359;15390;Tidak Ada;2
1318;75;3225;Tidak Ada;2
1319;351;15115;Tidak Ada;2
1320;27;1249;Tidak Ada;2
1321;351;15116;Tidak Ada;2
1322;75;3226;Tidak Ada;2
1323;351;15117;Tidak Ada;2
1324;27;1250;Tidak Ada;2
1325;75;3227;Tidak Ada;2
1326;75;3228;Tidak Ada;2
1327;351;15118;Tidak Ada;2
1328;75;3229;Tidak Ada;2
1329;351;15119;Tidak Ada;2
1330;351;15120;Tidak Ada;2
1331;351;15121;Tidak Ada;2
1332;75;3230;Tidak Ada;2
1333;351;15122;Tidak Ada;2
1334;75;3231;Jul 26, 2015 at 1:12am;2
1335;351;15123;Tidak Ada;2
1336;75;3232;Tahun 2012;2
1337;75;3233;Tidak Ada;2
1338;351;15124;Tidak Ada;2
1339;351;15085;Tidak Ada;2
1340;351;15086;Tidak Ada;2
1341;351;15087;Tidak Ada;2
1342;48;2191;Tidak Ada;2
1343;5951;249804;Rabu (22/8);2
1344;5951;249805;Tidak Ada;2
1345;199;8695;Tidak Ada;2
1346;199;8696;Tidak Ada;2
1347;5951;249806;Tidak Ada;2
1348;5951;249807;Tidak Ada;2
1349;5951;249808;Tidak Ada;2
1350;5951;249809;Rabu (22/8/2018);2
1351;5951;249810;Tidak Ada;2
1352;48;2192;Tidak Ada;2
1353;5951;249811;Tidak Ada;2
1354;48;2193;Tidak Ada;2
1355;5951;249812;Tidak Ada;2
1356;5951;249813;Tidak Ada;2
1357;5951;249814;Tidak Ada;2
1358;5951;249815;Tidak Ada;2
1359;48;2194;2017;2
1360;48;2194;2017;2
1361;5951;249816;Tidak Ada;2
1362;5951;249817;Tidak Ada;2
1363;5951;249818;Tidak Ada;2
1364;5951;249819;Tidak Ada;2
1365;5951;249820;Tidak Ada;2
1366;370;15883;Tidak Ada;2
1367;5951;249821;Tidak Ada;2
1368;5951;249822;Tidak Ada;2
1369;370;15889;Tidak Ada;2
1370;370;15890;Tidak Ada;2
1371;370;15842;Tidak Ada;2
1372;48;2195;Februari 2017;2
1373;48;2196;Tidak Ada;2
1374;5951;249823;Tidak Ada;2
1375;5951;249824;Tidak Ada;2
1376;5951;249825;Tidak Ada;2
1377;5951;249826;Tidak Ada;2
1378;5951;249827;Tidak Ada;2
1379;5951;249828;Tidak Ada;2
1380;5951;249829;Tidak Ada;2
1381;5951;249830;Tidak Ada;2
1382;5951;249831;Tidak Ada;2
1383;5951;249832;Tidak Ada;2
1384;370;15843;Tidak Ada;2
1385;370;15844;16 November;2
1386;5951;249833;Tidak Ada;2
1387;5951;249834;Tidak Ada;2
1388;370;15845;Tidak Ada;2
1389;5951;249835;Tidak Ada;2
1390;5951;249836;Tidak Ada;2
1391;5951;249837;Tidak Ada;2
1392;370;15846;Tidak Ada;2
1393;5951;249838;Tidak Ada;2
1394;370;15847;Tidak Ada;2
1395;5951;249839;Tidak Ada;2
1396;5951;249840;Tidak Ada;2
1397;5951;249841;Tidak Ada;2
1398;5951;249842;Tidak Ada;2
1399;370;15848;Tidak Ada;2
1400;370;15848;Tidak Ada;2
1401;5951;249843;Tidak Ada;2
1402;370;15849;Tidak Ada;2
1403;5951;249844;Tidak Ada;2
1404;370;15850;Tidak Ada;2
1405;370;15851;Tidak Ada;2
1406;370;15852;Tidak Ada;2
1407;370;15853;Jumat (24/11/2017);2
1408;370;15854;Tidak Ada;2
1409;370;15855;Tidak Ada;2
1410;370;15856;Tidak Ada;2
1411;5951;249845;Tidak Ada;2
1412;370;15857;Tidak Ada;2
1413;5951;249846;Tidak Ada;2
1414;370;15858;Tidak Ada;2
1415;5951;249847;Tidak Ada;2
1416;370;15859;Tidak Ada;2
1417;370;15860;Tidak Ada;2
1418;5951;249848;Tidak Ada;2
1419;370;15861;Tidak Ada;2
1420;5951;249849;Tidak Ada;2
1421;5951;249850;Tidak Ada;2
1422;370;15862;(23/11);2
1423;370;15863;Tidak Ada;2
1424;370;15864;Tidak Ada;2
1425;370;15865;Tidak Ada;2
1426;370;15866;Tidak Ada;2
1427;370;15867;Tidak Ada;2
1428;370;15868;Tidak Ada;2
1429;370;15869;Tidak Ada;2
1430;370;15870;Tidak Ada;2
1431;370;15871;Tidak Ada;2
1432;370;15872;Tidak Ada;2
1433;199;8697;November 20, 2017;2
1434;370;15873;Tidak Ada;2
1435;370;15874;Tidak Ada;2
1436;199;8698;Tidak Ada;2
1437;370;15875;Tidak Ada;2
1438;370;15876;Tidak Ada;2
1439;370;15877;November 21, 2017;2
1440;370;15878;(22/11);2
1441;199;8699;Tidak Ada;2
1442;199;8700;Tidak Ada;2
1443;370;15879;2014;2
1444;370;15879;2015;2
1445;199;8701;Tidak Ada;2
1446;370;15880;Tidak Ada;2
1447;199;8702;Tidak Ada;2
1448;370;15881;(22/11);2
1449;372;16052;Tidak Ada;2
1450;372;16053;2017;2
1451;372;16054;Tidak Ada;2
1452;372;16055;Tidak Ada;2
1453;372;16056;Tidak Ada;2
1454;372;16057;Tidak Ada;2
1455;372;16058;Tidak Ada;2
1456;372;16001;2017;2
1457;372;16002;Tidak Ada;2
1458;372;16002;Tidak Ada;2
1459;372;16003;Tidak Ada;2
1460;372;16004;Tidak Ada;2
1461;372;16005;Tidak Ada;2
1462;372;16006;Tidak Ada;2
1463;372;16007;Tidak Ada;2
1464;372;16008;1979;2
1465;372;16009;Tidak Ada;2
1466;372;16010;22 Oktober 1979;2
1467;372;16011;Tidak Ada;2
1468;372;16012;Tidak Ada;2
1469;372;16013;Tidak Ada;2
1470;372;16014;Tidak Ada;2
1471;372;16015;Tidak Ada;2
1472;372;16016;Tidak Ada;2
1473;199;8703;2016;2
1474;199;8704;Tidak Ada;2
1475;199;8705;Tidak Ada;2
1476;199;8706;Tidak Ada;2
1477;199;8707;Tidak Ada;2
1478;199;8708;Tidak Ada;2
1479;199;8709;Tidak Ada;2
1480;5965;250375;Tidak Ada;2
1481;5965;250376;Tidak Ada;2
1482;5965;250377;Tidak Ada;2
1483;5965;250378;Tidak Ada;2
1484;5965;250379;Tidak Ada;2
1485;5965;250380;Tidak Ada;2
1486;5965;250381;Tidak Ada;2
1487;5965;250382;Tidak Ada;2
1488;5965;250383;Tidak Ada;2
1489;5965;250384;Tidak Ada;2
1490;5965;250385;Tidak Ada;2
1491;5965;250386;Tidak Ada;2
1492;5965;250387;Tidak Ada;2
1493;5965;250388;Tidak Ada;2
1494;5965;250389;Tidak Ada;2
1495;5965;250390;Tidak Ada;2
1496;5965;250391;Tidak Ada;2
1497;5965;250392;Tidak Ada;2
1498;5965;250393;Tidak Ada;2
1499;5965;250394;Tidak Ada;2
1500;5965;250395;Tidak Ada;2
1501;5965;250396;Tidak Ada;2
1502;5965;250397;Tidak Ada;2
1503;5965;250398;Tidak Ada;2
1504;5965;250399;Tidak Ada;2
1505;5965;250400;Tidak Ada;2
1506;5965;250401;Tidak Ada;2
1507;5965;250402;Tidak Ada;2
1508;5965;250403;Tidak Ada;2
1509;5965;250404;Tidak Ada;2
1510;5965;250405;Tidak Ada;2
1511;5965;250406;Tidak Ada;2
1512;5965;250407;Tidak Ada;2
1513;5965;250408;Tidak Ada;2
1514;5965;250409;Tidak Ada;2
1515;5965;250410;Tidak Ada;2
1516;5960;250192;Tidak Ada;2
1517;5960;250193;Tidak Ada;2
1518;5960;250194;Tidak Ada;2
1519;5960;250195;Tidak Ada;2
1520;5960;250196;Tidak Ada;2
1521;5960;250197;Tidak Ada;2
1522;5960;250198;Tidak Ada;2
1523;5960;250199;Tidak Ada;2
1524;5960;250200;Tidak Ada;2
1525;5960;250201;Tidak Ada;2
1526;5960;250202;Tidak Ada;2
1527;5960;250203;Tidak Ada;2
1528;5960;250204;Tidak Ada;2
1529;5960;250205;Tidak Ada;2
1530;5960;250206;Tidak Ada;2
1531;262;11385;Tidak Ada;2
1532;262;11386;Tidak Ada;2
1533;262;11387;Tidak Ada;1
1534;262;11388;Tidak Ada;1
1535;222;9449;Tidak Ada;1
1536;262;11389;Tidak Ada;1
1537;262;11390;Tidak Ada;1
1538;262;11391;Tidak Ada;1
1539;262;11392;Tidak Ada;1
1540;351;15088;Tidak Ada;1
1541;351;15089;1991;1
1542;207;9014;Tidak Ada;2
1543;207;9015;Tidak Ada;2
1544;207;9016;Tidak Ada;1
1545;207;8987;Selasa (14/11);1
1546;207;8987;Tidak Ada;0
1547;207;8988;Tidak Ada;1
1548;207;8989;Tidak Ada;1
1549;207;8990;Tidak Ada;1
1550;207;8991;Minggu (26/11/2017);1
1551;207;8992;Minggu (19/11/2017);1
1552;207;8993;Tidak Ada;1
1553;207;8994;Tidak Ada;0
1554;207;8995;Tahun 1995;1
1555;207;8995;Tahun 1994;1
1556;207;8995;Tahun 2014;1
1557;207;8996;Tidak Ada;1
1558;207;8997;Tidak Ada;1
1559;207;8998;Tidak Ada;2
1560;207;8999;Tidak Ada;1
1561;207;9000;Senin (20/11/2017);1
1562;207;9001;Tidak Ada;1
1563;207;9002;Tidak Ada;1
1564;207;9003;Tidak Ada;1
1565;207;9004;Tidak Ada;2
1566;35;1576;Tidak Ada;1
1567;35;1577;2020;2
1568;267;11617;Tidak Ada;1
1569;207;9005;Tidak Ada;2
1570;207;9006;Tidak Ada;1
1571;35;1578;Tidak Ada;1
1572;200;8748;Tidak Ada;2
1573;267;11617;Tidak Ada;2
1574;35;1579;Tidak Ada;2
1575;200;8749;19/11/2017;2
1576;267;11618;Tidak Ada;2
1577;267;11618;Tidak Ada;2
1578;200;8750;Tidak Ada;2
1579;35;1580;Tidak Ada;2
1580;200;8751;Tidak Ada;2
1581;267;11619;bulan lalu;2
1582;35;1581;Tidak Ada;2
1583;267;11619;Tidak Ada;2
1584;35;1582;Tidak Ada;2
1585;267;11620;Tidak Ada;2
1586;200;8752;20/11/2017;2
1587;35;1583;Tidak Ada;2
1588;35;1584;Tidak Ada;2
1589;200;8753;Tidak Ada;2
1590;267;11620;Tidak Ada;2
1591;35;1585;Tidak Ada;2
1592;200;8754;Tidak Ada;2
1593;35;1586;Tidak Ada;2
1594;71;3134;Tidak Ada;2
1595;200;8755;November 18, 2017;2
1596;267;11621;Tidak Ada;2
1597;35;1587;Tidak Ada;2
1598;267;11621;Tidak Ada;2
1599;267;11621;Tidak Ada;2
1600;35;1588;Tidak Ada;2
1601;200;8728;Tidak Ada;2
1602;200;8729;Tidak Ada;2
1603;267;11592;Tidak Ada;2
1604;98;4070;masa mendatang;2
1605;35;1589;Tidak Ada;2
1606;98;4070;masa mendatang;2
1607;267;11592;Tidak Ada;2
1608;200;8730;Tidak Ada;2
1609;35;1590;Tidak Ada;2
1610;200;8731;Tidak Ada;2
1611;35;1591;Tidak Ada;2
1612;200;8732;Tidak Ada;2
1613;267;11593;Selasa (21/11/2017);2
1614;200;8733;Tidak Ada;2
1615;192;8370;Tidak Ada;2
1616;267;11593;Selasa (21/11/2017);2
1617;200;8734;Tidak Ada;2
1618;192;8371;Tidak Ada;2
1619;192;8372;Tidak Ada;2
1620;267;11595;Tidak Ada;2
1621;200;8735;Tidak Ada;2
1622;267;11595;Tidak Ada;2
1623;192;8373;Tidak Ada;2
1624;200;8736;13/11/2017;2
1625;267;11596;Tidak Ada;2
