"id_kuantitas";"id_berita";"id_kalimat";"kuantitas";"isValid";"id_submitter";"date_submit";"time_submit"
"776";"3";"93";"Tidak Ada";"2";"53";"2018-08-29";"13:58:22"
"777";"310";"13335";"Tidak Ada";"2";"57";"2018-08-29";"13:58:50"
"778";"3";"94";"12";"2";"53";"2018-08-29";"14:00:41"
"779";"3";"94";"2005";"2";"53";"2018-08-29";"14:00:57"
"780";"3";"95";"2015.";"2";"53";"2018-08-29";"14:03:08"
"781";"292";"12497";"Tidak Ada";"2";"57";"2018-08-29";"14:03:21"
"782";"292";"12498";"Tidak Ada";"2";"57";"2018-08-29";"14:05:06"
"783";"3";"96";"Tidak Ada";"2";"53";"2018-08-29";"14:05:59"
"784";"292";"12499";"Tidak Ada";"2";"57";"2018-08-29";"14:06:37"
"785";"292";"12500";"Tidak Ada";"2";"57";"2018-08-29";"14:09:13"
"786";"214";"9233";"25";"2";"31";"2018-08-29";"14:10:33"
"787";"214";"9233";"10";"2";"31";"2018-08-29";"14:10:37"
"788";"214";"9233";"2017";"2";"31";"2018-08-29";"14:10:41"
"789";"3";"97";"Tidak Ada";"2";"53";"2018-08-29";"14:10:57"
"790";"214";"9234";"Tidak Ada";"2";"31";"2018-08-29";"14:11:19"
"791";"292";"12501";"Tidak Ada";"2";"57";"2018-08-29";"14:11:26"
"792";"214";"9235";"Tidak Ada";"2";"31";"2018-08-29";"14:12:02"
"793";"23";"851";"Tidak Ada";"2";"39";"2018-08-29";"14:12:38"
"794";"214";"9236";"118";"2";"31";"2018-08-29";"14:12:44"
"795";"214";"9236";"2016";"2";"31";"2018-08-29";"14:12:50"
"796";"292";"12502";"Tidak Ada";"2";"57";"2018-08-29";"14:13:01"
"797";"214";"9237";"satu";"2";"31";"2018-08-29";"14:13:55"
"798";"214";"9237";"2016";"2";"31";"2018-08-29";"14:14:02"
"799";"214";"9237";"2017";"2";"31";"2018-08-29";"14:14:07"
"800";"214";"9238";"20";"2";"31";"2018-08-29";"14:14:54"
"801";"214";"9238";"11";"2";"31";"2018-08-29";"14:14:59"
"802";"214";"9238";"2017";"2";"31";"2018-08-29";"14:15:04"
"803";"214";"9238";"kedua";"2";"31";"2018-08-29";"14:15:15"
"804";"3";"98";"10";"2";"53";"2018-08-29";"14:15:18"
"805";"214";"9238";"pertama";"2";"31";"2018-08-29";"14:15:20"
"806";"292";"12503";"Tidak Ada";"2";"57";"2018-08-29";"14:16:03"
"807";"292";"12503";"Tidak Ada";"2";"57";"2018-08-29";"14:16:03"
"808";"214";"9239";"Tidak Ada";"2";"31";"2018-08-29";"14:16:40"
"809";"214";"9240";"Tidak Ada";"2";"31";"2018-08-29";"14:17:16"
"810";"3";"99";"Tidak Ada";"2";"53";"2018-08-29";"14:17:48"
"811";"292";"12504";"Tidak Ada";"2";"57";"2018-08-29";"14:17:54"
"812";"214";"9241";"kedua";"2";"31";"2018-08-29";"14:18:00"
"813";"214";"9241";"pertama";"2";"31";"2018-08-29";"14:18:04"
"814";"214";"9241";"30";"2";"31";"2018-08-29";"14:18:08"
"815";"214";"9241";"25";"2";"31";"2018-08-29";"14:18:20"
"816";"214";"9241";"12,5";"2";"31";"2018-08-29";"14:18:26"
"817";"214";"9242";"36";"2";"31";"2018-08-29";"14:19:28"
"818";"292";"12505";"Tidak Ada";"2";"57";"2018-08-29";"14:20:04"
"819";"214";"9243";"1";"2";"31";"2018-08-29";"14:21:11"
"820";"214";"9243";"1985";"2";"31";"2018-08-29";"14:21:17"
"821";"292";"12506";"Tidak Ada";"2";"57";"2018-08-29";"14:21:36"
"822";"3";"100";"9";"2";"53";"2018-08-29";"14:21:37"
"823";"3";"100";"11";"2";"53";"2018-08-29";"14:21:42"
"824";"3";"100";"9/11";"2";"53";"2018-08-29";"14:21:47"
"825";"240";"10493";"5000";"2";"63";"2018-08-29";"14:22:45"
"826";"292";"12507";"Tidak Ada";"2";"57";"2018-08-29";"14:22:46"
"827";"292";"12507";"Tidak Ada";"2";"57";"2018-08-29";"14:22:47"
"828";"214";"9244";"12,5";"2";"31";"2018-08-29";"14:23:29"
"829";"214";"9244";"638";"2";"31";"2018-08-29";"14:23:35"
"830";"214";"9244";"4,8";"2";"31";"2018-08-29";"14:23:43"
"831";"214";"9244";"632";"2";"31";"2018-08-29";"14:23:59"
"832";"292";"12508";"Tidak Ada";"2";"57";"2018-08-29";"14:24:48"
"833";"3";"101";"Tidak Ada";"2";"53";"2018-08-29";"14:25:05"
"834";"214";"9245";"pertama";"2";"31";"2018-08-29";"14:25:19"
"835";"240";"10494";"Tidak Ada";"2";"63";"2018-08-29";"14:25:22"
"836";"214";"9245";"tiga";"2";"31";"2018-08-29";"14:25:29"
"837";"214";"9245";"2";"2";"31";"2018-08-29";"14:25:34"
"838";"214";"9245";"4";"2";"31";"2018-08-29";"14:25:37"
"839";"214";"9245";"5";"2";"31";"2018-08-29";"14:25:42"
"840";"240";"10495";"Tidak Ada";"2";"63";"2018-08-29";"14:26:52"
"841";"214";"9246";"dua";"2";"31";"2018-08-29";"14:26:57"
"842";"292";"12509";"Tidak Ada";"2";"57";"2018-08-29";"14:27:10"
"843";"214";"9247";"Tidak Ada";"2";"31";"2018-08-29";"14:28:30"
"844";"292";"12510";"Tidak Ada";"2";"57";"2018-08-29";"14:28:59"
"845";"214";"9248";"Tidak Ada";"2";"31";"2018-08-29";"14:29:31"
"846";"292";"12511";"Tidak Ada";"2";"57";"2018-08-29";"14:30:30"
"847";"214";"9249";"Tidak Ada";"2";"31";"2018-08-29";"14:30:55"
"848";"214";"9250";"1";"2";"31";"2018-08-29";"14:31:23"
"849";"292";"12512";"Tidak Ada";"2";"57";"2018-08-29";"14:32:13"
"850";"292";"12512";"Tidak Ada";"2";"57";"2018-08-29";"14:32:17"
"851";"214";"9251";"283,57";"2";"31";"2018-08-29";"14:32:40"
"852";"214";"9252";"dua";"2";"31";"2018-08-29";"14:34:32"
"853";"292";"12513";"Tidak Ada";"2";"57";"2018-08-29";"14:34:36"
"854";"292";"12514";"Tidak Ada";"2";"57";"2018-08-29";"14:36:28"
"855";"214";"9253";"Tidak Ada";"2";"31";"2018-08-29";"14:36:40"
"856";"214";"9254";"21";"2";"31";"2018-08-29";"14:37:38"
"857";"214";"9254";"23";"2";"31";"2018-08-29";"14:37:41"
"858";"214";"9254";"3";"2";"31";"2018-08-29";"14:37:46"
"859";"292";"12515";"Tidak Ada";"2";"57";"2018-08-29";"14:38:24"
"860";"292";"12515";"Tidak Ada";"2";"57";"2018-08-29";"14:38:26"
"861";"292";"12515";"Tidak Ada";"2";"57";"2018-08-29";"14:38:28"
"862";"214";"9255";"31";"2";"31";"2018-08-29";"14:39:18"
"863";"214";"9255";"2017";"2";"31";"2018-08-29";"14:39:24"
"864";"292";"12516";"Tidak Ada";"2";"57";"2018-08-29";"14:39:47"
"865";"214";"9256";"Tidak Ada";"2";"31";"2018-08-29";"14:39:52"
"866";"214";"9257";"118";"2";"31";"2018-08-29";"14:40:32"
"867";"214";"9257";"2016";"2";"31";"2018-08-29";"14:40:36"
"868";"292";"12517";"Tidak Ada";"2";"57";"2018-08-29";"14:41:20"
"869";"214";"9258";"Tidak Ada";"2";"31";"2018-08-29";"14:42:23"
"870";"292";"12518";"Tidak Ada";"2";"57";"2018-08-29";"14:42:35"
"871";"214";"9259";"Tidak Ada";"2";"31";"2018-08-29";"14:43:32"
"872";"214";"9260";"2017";"2";"31";"2018-08-29";"14:43:53"
"873";"214";"9260";"858";"2";"31";"2018-08-29";"14:44:02"
"874";"292";"12519";"Tidak Ada";"2";"57";"2018-08-29";"14:44:06"
"875";"214";"9260";"66,8";"2";"31";"2018-08-29";"14:44:09"
"876";"292";"12520";"Tidak Ada";"2";"57";"2018-08-29";"14:45:26"
"877";"292";"12521";"Tidak Ada";"2";"57";"2018-08-29";"14:46:33"
"878";"292";"12522";"Tidak Ada";"2";"57";"2018-08-29";"14:47:58"
"879";"292";"12523";"Tidak Ada";"2";"57";"2018-08-29";"14:49:31"
"880";"292";"12524";"Tidak Ada";"2";"57";"2018-08-29";"14:50:40"
"881";"292";"12525";"Tidak Ada";"2";"57";"2018-08-29";"14:52:02"
"882";"292";"12526";"Tidak Ada";"2";"57";"2018-08-29";"14:53:13"
"883";"292";"12527";"Tidak Ada";"2";"57";"2018-08-29";"14:54:32"
"884";"292";"12528";"Tidak Ada";"2";"57";"2018-08-29";"14:55:52"
"885";"292";"12529";"Tidak Ada";"2";"57";"2018-08-29";"14:57:01"
"886";"292";"12530";"Tidak Ada";"2";"57";"2018-08-29";"14:58:14"
"887";"292";"12531";"Tidak Ada";"2";"57";"2018-08-29";"14:59:53"
"888";"292";"12532";"Tidak Ada";"2";"57";"2018-08-29";"15:01:06"
"889";"292";"12533";"Tidak Ada";"2";"57";"2018-08-29";"15:02:41"
"890";"267";"11612";"Tidak Ada";"2";"57";"2018-08-29";"15:08:46"
"891";"267";"11613";"Tidak Ada";"2";"57";"2018-08-29";"15:10:06"
"892";"267";"11614";"Tidak Ada";"2";"57";"2018-08-29";"15:12:23"
"893";"267";"11614";"Tidak Ada";"2";"57";"2018-08-29";"15:12:23"
"894";"267";"11615";"Tidak Ada";"2";"57";"2018-08-29";"15:13:41"
"895";"267";"11616";"Tidak Ada";"2";"57";"2018-08-29";"15:15:24"
"896";"267";"11616";"Tidak Ada";"2";"57";"2018-08-29";"15:15:24"
"897";"27";"1265";"Tidak Ada";"2";"39";"2018-08-29";"15:26:38"
"898";"240";"10496";"Tidak Ada";"2";"63";"2018-08-29";"16:46:13"
"899";"240";"10497";"Tidak Ada";"2";"63";"2018-08-29";"16:47:53"
"900";"240";"10498";"Tidak Ada";"2";"63";"2018-08-29";"16:49:45"
"901";"240";"10499";"Tidak Ada";"2";"63";"2018-08-29";"16:51:05"
"902";"240";"10500";"Tidak Ada";"2";"63";"2018-08-29";"16:52:57"
"903";"240";"10501";"Tidak Ada";"2";"63";"2018-08-29";"16:53:57"
"904";"240";"10502";"Tidak Ada";"2";"63";"2018-08-29";"17:09:54"
"905";"240";"10503";"Tidak Ada";"2";"63";"2018-08-29";"17:11:20"
"906";"240";"10504";"Tidak Ada";"2";"63";"2018-08-29";"17:12:37"
"907";"240";"10505";"Tidak Ada";"2";"63";"2018-08-29";"17:14:12"
"908";"240";"10506";"Tidak Ada";"2";"63";"2018-08-29";"17:15:26"
"909";"240";"10507";"Tidak Ada";"2";"63";"2018-08-29";"17:16:11"
"910";"240";"10508";"Tidak Ada";"2";"63";"2018-08-29";"17:17:03"
"911";"240";"10509";"Tidak Ada";"2";"63";"2018-08-29";"17:17:56"
"912";"242";"10538";"Tidak Ada";"2";"63";"2018-08-29";"17:28:28"
"913";"100";"4137";"ke-31";"2";"50";"2018-08-29";"21:05:44"
"914";"100";"4138";"Tidak Ada";"2";"50";"2018-08-29";"21:17:26"
"915";"100";"4139";"Tidak Ada";"2";"50";"2018-08-29";"21:44:16"
"916";"100";"4140";"Tidak Ada";"2";"50";"2018-08-29";"21:44:26"
"917";"100";"4141";"Tidak Ada";"2";"50";"2018-08-29";"22:13:22"
"918";"100";"4142";"Tidak Ada";"2";"50";"2018-08-29";"22:19:07"
"919";"100";"4143";"Tidak Ada";"2";"50";"2018-08-29";"22:21:28"
"920";"27";"1266";"Tidak Ada";"2";"39";"2018-08-29";"22:25:45"
"921";"100";"4144";"Tidak Ada";"2";"50";"2018-08-29";"22:28:10"
"922";"100";"4145";"Tidak Ada";"2";"50";"2018-08-29";"22:32:16"
"923";"100";"4146";"Tidak Ada";"2";"50";"2018-08-29";"22:38:43"
"924";"100";"4147";"Tidak Ada";"2";"50";"2018-08-29";"22:41:30"
"925";"100";"4148";"Tidak Ada";"2";"50";"2018-08-29";"22:43:55"
"926";"43";"2049";"Tidak Ada";"2";"42";"2018-08-29";"23:31:53"
"927";"214";"9261";"16,6";"2";"31";"2018-08-30";"08:43:51"
"928";"214";"9261";"11,7";"2";"31";"2018-08-30";"08:44:03"
"929";"214";"9261";"70,73";"2";"31";"2018-08-30";"08:44:11"
"930";"214";"9261";"16,6 juta";"2";"31";"2018-08-30";"08:44:39"
"931";"214";"9261";"11,7 juta";"2";"31";"2018-08-30";"08:44:48"
"932";"214";"9262";"dua";"2";"31";"2018-08-30";"08:45:51"
"933";"219";"9375";"28";"2";"31";"2018-08-30";"08:47:00"
"934";"219";"9375";"10";"2";"31";"2018-08-30";"08:47:04"
"935";"219";"9375";"ribuan";"2";"31";"2018-08-30";"08:47:08"
"936";"219";"9376";"Tidak Ada";"2";"31";"2018-08-30";"08:48:58"
"937";"219";"9377";"tiga";"2";"31";"2018-08-30";"08:49:28"
"938";"219";"9378";"Tidak Ada";"2";"31";"2018-08-30";"08:50:47"
"939";"219";"9379";"Tiga";"2";"31";"2018-08-30";"08:51:02"
"940";"219";"9380";"Tidak Ada";"2";"31";"2018-08-30";"08:52:33"
"941";"219";"9381";"Tidak Ada";"2";"31";"2018-08-30";"08:53:53"
"942";"219";"9382";"Tidak Ada";"2";"31";"2018-08-30";"08:54:51"
"943";"219";"9383";"29";"2";"31";"2018-08-30";"08:55:29"
"944";"219";"9383";"11";"2";"31";"2018-08-30";"08:55:32"
"945";"219";"9383";"2017";"2";"31";"2018-08-30";"08:55:35"
"946";"219";"9383";"tiga";"2";"31";"2018-08-30";"08:55:40"
"947";"219";"9384";"100";"2";"31";"2018-08-30";"08:56:37"
"948";"219";"9385";"3";"2";"31";"2018-08-30";"08:58:40"
"949";"219";"9386";"72";"2";"31";"2018-08-30";"09:00:21"
"950";"219";"9386";"2016";"2";"31";"2018-08-30";"09:00:27"
"951";"219";"9387";"Tidak Ada";"2";"31";"2018-08-30";"09:01:03"
"952";"219";"9388";"tiga";"2";"31";"2018-08-30";"09:02:32"
"953";"219";"9388";"3";"2";"31";"2018-08-30";"09:02:35"
"954";"219";"9389";"Tidak Ada";"2";"31";"2018-08-30";"09:04:27"
"955";"219";"9390";"Tidak Ada";"2";"31";"2018-08-30";"09:05:59"
"956";"219";"9391";"tiga";"2";"31";"2018-08-30";"09:06:56"
"957";"219";"9392";"tiga";"2";"31";"2018-08-30";"09:07:45"
"958";"219";"9393";"17";"2";"31";"2018-08-30";"09:08:52"
"959";"219";"9393";"19";"2";"31";"2018-08-30";"09:08:56"
"960";"219";"9393";"40";"2";"31";"2018-08-30";"09:08:58"
"961";"219";"9393";"2003";"2";"31";"2018-08-30";"09:09:02"
"962";"219";"9393";"2007";"2";"31";"2018-08-30";"09:09:05"
"963";"219";"9394";"Tidak Ada";"2";"31";"2018-08-30";"09:10:14"
"964";"219";"9395";"3";"2";"31";"2018-08-30";"09:11:01"
"965";"219";"9396";"3";"2";"31";"2018-08-30";"09:11:55"
"966";"219";"9397";"3";"2";"31";"2018-08-30";"09:12:58"
"967";"219";"9398";"15";"2";"31";"2018-08-30";"09:14:12"
"968";"219";"9398";"11";"2";"31";"2018-08-30";"09:14:15"
"969";"219";"9398";"2017";"2";"31";"2018-08-30";"09:14:20"
"970";"219";"9399";"72";"2";"31";"2018-08-30";"09:14:52"
"971";"219";"9399";"2";"2";"31";"2018-08-30";"09:14:57"
"972";"219";"9399";"2016";"2";"31";"2018-08-30";"09:15:03"
"973";"219";"9400";"Tidak Ada";"2";"31";"2018-08-30";"09:16:07"
"974";"219";"9401";"Tidak Ada";"2";"31";"2018-08-30";"09:16:51"
"975";"219";"9402";"ketiga";"2";"31";"2018-08-30";"09:17:40"
"976";"219";"9403";"ketiga";"2";"31";"2018-08-30";"09:18:24"
"977";"219";"9404";"Tidak Ada";"2";"31";"2018-08-30";"09:19:40"
"978";"219";"9405";"Tidak Ada";"2";"31";"2018-08-30";"09:20:43"
"979";"219";"9406";"tiga";"2";"31";"2018-08-30";"09:22:36"
"980";"219";"9407";"Tidak Ada";"2";"31";"2018-08-30";"09:23:30"
"981";"219";"9408";"Tidak Ada";"2";"31";"2018-08-30";"09:25:11"
"982";"35";"1572";"Tidak Ada";"2";"34";"2018-08-30";"10:38:56"
"983";"35";"1573";"Tidak Ada";"2";"34";"2018-08-30";"10:45:02"
"984";"35";"1574";"5";"2";"34";"2018-08-30";"10:47:48"
"985";"22";"827";"Tidak Ada";"2";"37";"2018-08-30";"17:28:26"
"986";"22";"828";"Tidak Ada";"2";"37";"2018-08-30";"17:29:33"
"987";"22";"829";"Tidak Ada";"2";"37";"2018-08-30";"17:32:21"
"988";"22";"831";"Tidak Ada";"2";"37";"2018-08-30";"19:02:00"
"989";"22";"832";"Tidak Ada";"2";"37";"2018-08-30";"19:12:58"
"990";"22";"833";"Tidak Ada";"2";"37";"2018-08-30";"19:14:00"
"991";"100";"4149";"ke-12";"2";"50";"2018-08-30";"19:44:38"
"992";"100";"4149";"satu dekade silam";"2";"50";"2018-08-30";"19:45:05"
"993";"100";"4150";"Tidak Ada";"2";"50";"2018-08-30";"19:49:49"
"994";"100";"4151";"Tidak Ada";"2";"50";"2018-08-30";"19:59:23"
"995";"100";"4152";"87.616 orang";"2";"50";"2018-08-30";"20:08:06"
"996";"100";"4153";"17.700 orang";"2";"50";"2018-08-30";"20:13:37"
"997";"100";"4153";"8.200 orang";"2";"50";"2018-08-30";"20:13:58"
"998";"100";"4154";"Tidak Ada";"2";"50";"2018-08-30";"20:17:39"
"999";"100";"4155";"Tidak Ada";"2";"50";"2018-08-30";"20:21:08"
"1000";"242";"10539";"Tidak Ada";"2";"63";"2018-08-30";"20:22:45"
"1001";"242";"10540";"Tidak Ada";"2";"63";"2018-08-30";"20:23:44"
"1002";"100";"4156";"Tidak Ada";"2";"50";"2018-08-30";"20:24:39"
"1003";"242";"10541";"Tidak Ada";"2";"63";"2018-08-30";"20:25:32"
"1004";"242";"10542";"Tidak Ada";"2";"63";"2018-08-30";"20:27:31"
"1005";"22";"834";"Tidak Ada";"2";"37";"2018-08-30";"20:27:57"
"1006";"242";"10543";"Tidak Ada";"2";"63";"2018-08-30";"20:29:53"
"1007";"107";"4367";"Tidak Ada";"2";"50";"2018-08-30";"20:30:41"
"1008";"242";"10544";"Tidak Ada";"2";"63";"2018-08-30";"20:31:02"
"1009";"242";"10545";"Tidak Ada";"2";"63";"2018-08-30";"20:32:40"
"1010";"107";"4368";"Tidak Ada";"2";"50";"2018-08-30";"20:33:21"
"1011";"107";"4369";"Tidak Ada";"2";"50";"2018-08-30";"20:35:36"
"1012";"107";"4370";"Tidak Ada";"2";"50";"2018-08-30";"20:39:22"
"1013";"242";"10546";"Tidak Ada";"2";"63";"2018-08-30";"20:39:47"
"1014";"242";"10547";"Tidak Ada";"2";"63";"2018-08-30";"20:40:30"
"1015";"242";"10548";"Tidak Ada";"2";"63";"2018-08-30";"20:41:09"
"1016";"242";"10549";"Tidak Ada";"2";"63";"2018-08-30";"20:41:45"
"1017";"242";"10550";"Tidak Ada";"2";"63";"2018-08-30";"20:42:25"
"1018";"242";"10551";"Tidak Ada";"2";"63";"2018-08-30";"20:43:03"
"1019";"107";"4371";"Tidak Ada";"2";"50";"2018-08-30";"20:43:57"
"1020";"242";"10552";"Tidak Ada";"2";"63";"2018-08-30";"20:44:29"
"1021";"242";"10553";"Tidak Ada";"2";"63";"2018-08-30";"20:45:12"
"1022";"107";"4372";"Tidak Ada";"2";"50";"2018-08-30";"20:45:31"
"1023";"242";"10554";"Tidak Ada";"2";"63";"2018-08-30";"20:45:51"
"1024";"242";"10555";"Tidak Ada";"2";"63";"2018-08-30";"20:47:09"
"1025";"242";"10556";"Tidak Ada";"2";"63";"2018-08-30";"20:47:39"
"1026";"107";"4373";"Tidak Ada";"2";"50";"2018-08-30";"20:49:25"
"1027";"107";"4374";"Tidak Ada";"2";"50";"2018-08-30";"20:52:01"
"1028";"107";"4375";"Tidak Ada";"2";"50";"2018-08-30";"20:53:29"
"1029";"107";"4376";"Tidak Ada";"2";"50";"2018-08-30";"20:54:59"
"1030";"107";"4377";"Tidak Ada";"2";"50";"2018-08-30";"20:58:39"
"1031";"242";"10557";"Tidak Ada";"2";"63";"2018-08-30";"21:10:23"
"1032";"242";"10558";"Tidak Ada";"2";"63";"2018-08-30";"21:11:08"
"1033";"107";"4378";"Tidak Ada";"2";"50";"2018-08-30";"21:11:30"
"1034";"107";"4379";"Tidak Ada";"2";"50";"2018-08-30";"21:13:23"
"1035";"107";"4380";"Tidak Ada";"2";"50";"2018-08-30";"21:15:54"
"1036";"107";"4381";"Tidak Ada";"2";"50";"2018-08-30";"21:19:00"
"1037";"22";"835";"Tidak Ada";"2";"37";"2018-08-30";"21:20:15"
"1038";"107";"4382";"Tidak Ada";"2";"50";"2018-08-30";"21:20:39"
"1039";"107";"4383";"Tidak Ada";"2";"50";"2018-08-30";"21:22:00"
"1040";"107";"4384";"Tidak Ada";"2";"50";"2018-08-30";"21:24:42"
"1041";"107";"4385";"Tidak Ada";"2";"50";"2018-08-30";"21:26:25"
"1042";"107";"4386";"Tidak Ada";"2";"50";"2018-08-30";"21:28:29"
"1043";"107";"4387";"Tidak Ada";"2";"50";"2018-08-30";"21:31:55"
"1044";"22";"836";"Tidak Ada";"2";"37";"2018-08-30";"21:43:45"
"1045";"22";"837";"Tidak Ada";"2";"37";"2018-08-30";"21:44:31"
"1046";"107";"4388";"Tidak Ada";"2";"50";"2018-08-30";"21:52:15"
"1047";"107";"4389";"Tidak Ada";"2";"50";"2018-08-30";"22:08:15"
"1048";"107";"4390";"Tidak Ada";"2";"50";"2018-08-30";"22:10:22"
"1049";"107";"4391";"Tidak Ada";"2";"50";"2018-08-30";"22:22:24"
"1050";"22";"838";"Tidak Ada";"2";"37";"2018-08-30";"22:49:30"
"1051";"107";"4392";"Tidak Ada";"2";"50";"2018-08-30";"23:22:17"
"1052";"107";"4393";"Tidak Ada";"2";"50";"2018-08-30";"23:26:15"
"1053";"22";"839";"Tidak Ada";"2";"37";"2018-08-30";"23:27:20"
"1054";"22";"840";"Tidak Ada";"2";"37";"2018-08-30";"23:29:22"
"1055";"107";"4394";"Tidak Ada";"2";"50";"2018-08-30";"23:30:37"
"1056";"107";"4395";"Tidak Ada";"2";"50";"2018-08-30";"23:32:35"
"1057";"107";"4396";"Tidak Ada";"2";"50";"2018-08-30";"23:42:06"
"1058";"107";"4397";"Tidak Ada";"2";"50";"2018-08-30";"23:43:43"
"1059";"107";"4398";"Tidak Ada";"2";"50";"2018-08-30";"23:46:05"
"1060";"107";"4399";"Tidak Ada";"2";"50";"2018-08-30";"23:47:45"
"1061";"107";"4400";"Tidak Ada";"2";"50";"2018-08-30";"23:49:36"
"1062";"22";"841";"Tidak Ada";"2";"37";"2018-08-30";"23:50:46"
"1063";"107";"4401";"Tidak Ada";"2";"50";"2018-08-30";"23:52:35"
"1064";"113";"4602";"Tidak Ada";"2";"50";"2018-08-30";"23:55:51"
"1065";"113";"4603";"Tidak Ada";"2";"50";"2018-08-30";"23:59:40"
"1066";"113";"4604";"6.134 kilometer";"2";"50";"2018-08-31";"00:02:35"
"1067";"31";"1443";"Tidak Ada";"2";"37";"2018-08-31";"00:06:01"
"1068";"31";"1444";"2015";"2";"37";"2018-08-31";"00:06:14"
"1069";"31";"1445";"Tidak Ada";"2";"37";"2018-08-31";"00:09:11"
"1070";"31";"1403";"Tidak Ada";"2";"37";"2018-08-31";"00:10:43"
"1071";"31";"1404";"Tidak Ada";"2";"37";"2018-08-31";"00:11:17"
"1072";"31";"1405";"Tidak Ada";"2";"37";"2018-08-31";"00:14:51"
"1073";"31";"1406";"Tidak Ada";"2";"37";"2018-08-31";"00:15:31"
"1074";"31";"1407";"Tidak Ada";"2";"37";"2018-08-31";"00:16:20"
"1075";"113";"4605";"Tidak Ada";"2";"50";"2018-08-31";"00:16:33"
"1076";"31";"1408";"Tidak Ada";"2";"37";"2018-08-31";"00:16:56"
"1077";"31";"1409";"Tidak Ada";"2";"37";"2018-08-31";"00:17:36"
"1078";"31";"1410";"Tidak Ada";"2";"37";"2018-08-31";"00:20:27"
"1079";"113";"4606";"Tidak Ada";"2";"50";"2018-08-31";"00:30:55"
"1080";"31";"1411";"Tidak Ada";"2";"37";"2018-08-31";"00:34:36"
"1081";"31";"1412";"Tidak Ada";"2";"37";"2018-08-31";"00:35:38"
"1082";"31";"1413";"Tidak Ada";"2";"37";"2018-08-31";"00:36:19"
"1083";"31";"1414";"Tidak Ada";"2";"37";"2018-08-31";"00:37:45"
"1084";"31";"1415";"Tidak Ada";"2";"37";"2018-08-31";"00:39:46"
"1085";"113";"4607";"Tidak Ada";"2";"50";"2018-08-31";"00:47:33"
"1086";"113";"4608";"Tidak Ada";"2";"50";"2018-08-31";"00:52:39"
"1087";"113";"4609";"Tidak Ada";"2";"50";"2018-08-31";"00:55:28"
"1088";"113";"4610";"Tidak Ada";"2";"50";"2018-08-31";"01:01:30"
"1089";"113";"4611";"Tidak Ada";"2";"50";"2018-08-31";"01:03:56"
"1090";"113";"4612";"Tidak Ada";"2";"50";"2018-08-31";"01:06:36"
"1091";"113";"4613";"Tidak Ada";"2";"50";"2018-08-31";"01:10:34"
"1092";"113";"4614";"Tidak Ada";"2";"50";"2018-08-31";"01:14:36"
"1093";"113";"4615";"Tidak Ada";"2";"50";"2018-08-31";"01:17:19"
"1094";"113";"4616";"Tidak Ada";"2";"50";"2018-08-31";"01:20:39"
"1095";"199";"8668";"Tidak Ada";"2";"65";"2018-08-31";"01:52:31"
"1096";"199";"8669";"Tidak Ada";"2";"65";"2018-08-31";"01:57:23"
"1097";"199";"8670";"Tidak Ada";"2";"65";"2018-08-31";"02:01:03"
"1098";"199";"8671";"Tidak Ada";"2";"65";"2018-08-31";"02:07:26"
"1099";"199";"8672";"Tidak Ada";"2";"65";"2018-08-31";"02:11:12"
"1100";"199";"8673";"tujuh tertinggi di dunia dan nomor dua";"2";"65";"2018-08-31";"02:14:03"
"1101";"199";"8673";"tujuh tertinggi di dunia dan nomor dua di ASEAN";"2";"65";"2018-08-31";"02:14:45"
"1102";"199";"8674";"Tidak Ada";"2";"65";"2018-08-31";"02:17:29"
"1103";"199";"8675";"Tidak Ada";"2";"65";"2018-08-31";"02:23:21"
"1104";"199";"8676";"5";"2";"65";"2018-08-31";"02:26:29"
"1105";"199";"8677";"Lima";"2";"65";"2018-08-31";"02:29:02"
"1106";"199";"8678";"18";"2";"65";"2018-08-31";"02:33:05"
"1107";"199";"8679";"23";"2";"65";"2018-08-31";"02:35:31"
"1108";"199";"8680";"23";"2";"65";"2018-08-31";"02:44:22"
"1109";"31";"1416";"Tidak Ada";"2";"37";"2018-08-31";"09:12:10"
"1110";"31";"1417";"Tidak Ada";"2";"37";"2018-08-31";"09:27:47"
"1111";"31";"1418";"Tidak Ada";"2";"37";"2018-08-31";"09:31:57"
"1112";"31";"1419";"Tidak Ada";"2";"37";"2018-08-31";"09:36:02"
"1113";"23";"864";"Tidak Ada";"2";"36";"2018-09-03";"15:43:09"
"1114";"23";"865";"Tidak Ada";"2";"36";"2018-09-03";"15:47:06"
"1115";"23";"866";"Tidak Ada";"2";"36";"2018-09-03";"15:48:22"
"1116";"23";"867";"Tidak Ada";"2";"36";"2018-09-03";"15:57:44"
"1117";"23";"868";"Tidak Ada";"2";"36";"2018-09-03";"16:01:43"
"1118";"23";"869";"Tidak Ada";"2";"36";"2018-09-03";"16:03:21"
"1119";"23";"870";"Tidak Ada";"2";"36";"2018-09-03";"16:05:03"
"1120";"23";"871";"Tidak Ada";"2";"36";"2018-09-03";"16:07:05"
"1121";"23";"872";"Tidak Ada";"2";"36";"2018-09-03";"16:09:23"
"1122";"23";"873";"Tidak Ada";"2";"36";"2018-09-03";"16:11:36"
"1123";"23";"874";"Tidak Ada";"2";"36";"2018-09-03";"16:16:00"
"1124";"23";"875";"Tidak Ada";"2";"36";"2018-09-03";"16:19:01"
