"id_organisasi";"id_berita";"id_kalimat";"nama_organisasi";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"824";"292";"12522";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:47:22"
"825";"292";"12523";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:49:07"
"826";"292";"12524";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:50:07"
"827";"292";"12525";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:51:15"
"828";"292";"12526";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:52:35"
"829";"292";"12527";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:53:55"
"830";"292";"12528";"Thrillist";"1";"2";"57";"2018-08-29";"14:55:07"
"831";"292";"12529";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:56:29"
"832";"292";"12530";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:57:44"
"833";"292";"12531";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:59:15"
"834";"292";"12532";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:00:27"
"835";"292";"12533";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:01:49"
"836";"267";"11612";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:08:11"
"837";"267";"11613";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:09:24"
"838";"267";"11614";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:11:36"
"839";"267";"11615";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:13:08"
"840";"267";"11616";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:14:41"
"841";"27";"1265";"Tidak Ada";"1";"2";"39";"2018-08-29";"15:23:20"
"842";"240";"10496";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:45:59"
"843";"240";"10497";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:46:57"
"844";"240";"10498";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:49:25"
"845";"240";"10499";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:51:11"
"846";"240";"10500";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:51:54"
"847";"240";"10501";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:53:23"
"848";"240";"10502";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:09:16"
"849";"240";"10503";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:10:23"
"850";"240";"10504";"ASEAN";"1";"2";"63";"2018-08-29";"17:11:55"
"851";"240";"10505";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:13:06"
"852";"240";"10506";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:14:55"
"853";"240";"10507";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:15:41"
"854";"240";"10508";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:16:24"
"855";"240";"10509";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:17:22"
"856";"242";"10538";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:23:37"
"857";"100";"4137";"ASEAN";"1";"2";"50";"2018-08-29";"20:50:12"
"858";"100";"4138";"ASEAN";"1";"2";"50";"2018-08-29";"21:10:04"
"859";"100";"4139";"Asia Tenggara";"1";"2";"50";"2018-08-29";"21:38:53"
"860";"100";"4140";"Hak Asasi Manusia \(HAM\)";"1";"2";"50";"2018-08-29";"22:00:26"
"861";"100";"4141";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:10:43"
"862";"100";"4142";"ASEAN";"1";"2";"50";"2018-08-29";"22:14:23"
"863";"100";"4142";"Asia Tenggara";"1";"2";"50";"2018-08-29";"22:14:34"
"864";"100";"4143";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:19:58"
"865";"27";"1266";"Tidak Ada";"1";"2";"39";"2018-08-29";"22:23:36"
"866";"100";"4144";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:26:16"
"867";"100";"4145";"Hukum";"1";"2";"50";"2018-08-29";"22:30:39"
"868";"100";"4146";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:34:45"
"869";"100";"4147";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:40:26"
"870";"100";"4148";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:42:59"
"871";"43";"2049";"Tidak Ada";"1";"2";"42";"2018-08-29";"23:30:29"
"872";"43";"2050";"Tidak Ada";"1";"2";"42";"2018-08-29";"23:32:17"
"873";"214";"9261";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:45:16"
"874";"214";"9262";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:46:12"
"875";"219";"9375";"Institut Teknologi Sepuluh Nopember \(ITS\)";"1";"2";"31";"2018-08-30";"08:47:55"
"876";"219";"9376";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:48:32"
"877";"219";"9377";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:49:51"
"878";"219";"9378";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:50:29"
"879";"219";"9379";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:51:35"
"880";"219";"9380";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:52:16"
"881";"219";"9381";"Kementerian BUMN";"1";"2";"31";"2018-08-30";"08:53:17"
"882";"219";"9381";"Deputi Bidang Usaha Pertambangan, Industri Strateg";"1";"2";"31";"2018-08-30";"08:53:32"
"883";"219";"9382";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:54:24"
"884";"219";"9383";"Kementerian BUMN";"1";"2";"31";"2018-08-30";"08:55:00"
"885";"219";"9384";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:57:08"
"886";"219";"9385";"Deputi Bidang Usaha Pertambangan, Industri Strateg";"1";"2";"31";"2018-08-30";"08:58:19"
"887";"219";"9386";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:59:42"
"888";"219";"9387";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:00:39"
"889";"219";"9388";"Universitas Tarumanegara";"1";"2";"31";"2018-08-30";"09:01:17"
"890";"219";"9388";"DPR";"1";"2";"31";"2018-08-30";"09:02:09"
"891";"219";"9389";"DPR";"1";"2";"31";"2018-08-30";"09:04:02"
"892";"219";"9390";"DPR";"1";"2";"31";"2018-08-30";"09:05:09"
"893";"219";"9391";"UGM";"1";"2";"31";"2018-08-30";"09:06:15"
"894";"219";"9391";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:06:40"
"895";"219";"9392";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:07:23"
"896";"219";"9393";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:09:17"
"897";"219";"9394";"DPR";"1";"2";"31";"2018-08-30";"09:09:44"
"898";"219";"9395";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:10:39"
"899";"219";"9396";"Komisi VI DPR";"1";"2";"31";"2018-08-30";"09:11:16"
"900";"219";"9397";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:12:30"
"901";"219";"9398";"Komisi VI";"1";"2";"31";"2018-08-30";"09:13:26"
"902";"219";"9399";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:15:31"
"903";"219";"9400";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:15:43"
"904";"219";"9401";"DPR";"1";"2";"31";"2018-08-30";"09:16:29"
"905";"219";"9402";"Deputi Bidang Infrastruktur Bisnis Kementerian BUM";"1";"2";"31";"2018-08-30";"09:17:09"
"906";"219";"9403";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:18:05"
"907";"219";"9404";"DPR";"1";"2";"31";"2018-08-30";"09:18:42"
"908";"219";"9405";"DPR";"1";"2";"31";"2018-08-30";"09:20:11"
"909";"219";"9406";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:21:58"
"910";"219";"9407";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:22:59"
"911";"219";"9408";"DPR";"1";"2";"31";"2018-08-30";"09:24:44"
"912";"35";"1571";"Tidak Ada";"1";"2";"34";"2018-08-30";"10:35:36"
"913";"35";"1572";"Tidak Ada";"1";"2";"34";"2018-08-30";"10:39:49"
"914";"35";"1573";"Tidak Ada";"1";"2";"34";"2018-08-30";"10:40:06"
"915";"35";"1574";"Tidak Ada";"1";"2";"34";"2018-08-30";"10:48:35"
"916";"22";"827";"Tidak Ada";"1";"2";"37";"2018-08-30";"17:23:42"
"917";"22";"828";"Tidak Ada";"1";"2";"37";"2018-08-30";"17:28:52"
"918";"22";"829";"Tidak Ada";"1";"2";"37";"2018-08-30";"17:31:42"
"919";"22";"831";"pemprov DKI Jakarta";"1";"2";"37";"2018-08-30";"17:36:49"
"920";"22";"832";"Tidak Ada";"1";"2";"37";"2018-08-30";"19:12:35"
"921";"22";"833";"Tidak Ada";"1";"2";"37";"2018-08-30";"19:13:33"
"922";"100";"4149";"ASEAN";"1";"2";"50";"2018-08-30";"19:40:13"
"923";"100";"4149";"KTT";"1";"2";"50";"2018-08-30";"19:40:32"
"924";"100";"4150";"Tidak Ada";"1";"2";"50";"2018-08-30";"19:49:09"
"925";"100";"4151";"Asia Tenggara";"1";"2";"50";"2018-08-30";"19:52:53"
"926";"100";"4151";"Tidak Ada";"1";"2";"50";"2018-08-30";"19:53:16"
"927";"100";"4152";"Badan Nasional Penempatan dan Perlindungan Tenaga ";"1";"2";"50";"2018-08-30";"20:02:59"
"928";"100";"4152";"Tenaga Kerja Indonesia \(TKI\)";"1";"2";"50";"2018-08-30";"20:04:56"
"929";"100";"4153";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:14:22"
"930";"100";"4154";"ASEAN";"1";"2";"50";"2018-08-30";"20:16:03"
"931";"100";"4155";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:20:29"
"932";"242";"10539";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:22:16"
"933";"100";"4156";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:22:44"
"934";"242";"10540";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:23:17"
"935";"242";"10541";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:24:22"
"936";"242";"10542";"Moon Man";"1";"2";"63";"2018-08-30";"20:26:51"
"937";"22";"834";"Tidak Ada";"1";"2";"37";"2018-08-30";"20:27:11"
"938";"22";"835";"Tidak Ada";"1";"2";"37";"2018-08-30";"20:29:09"
"939";"107";"4367";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:29:42"
"940";"242";"10543";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:30:20"
"941";"242";"10544";"Moon Man";"1";"2";"63";"2018-08-30";"20:30:32"
"942";"242";"10545";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:32:16"
"943";"107";"4368";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:32:42"
"944";"107";"4369";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:35:08"
"945";"107";"4370";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:38:43"
"946";"242";"10546";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:39:33"
"947";"242";"10547";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:40:08"
"948";"242";"10548";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:40:45"
"949";"107";"4371";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:41:00"
"950";"242";"10549";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:41:20"
"951";"242";"10550";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:42:03"
"952";"242";"10551";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:42:41"
"953";"242";"10552";"Moon Man";"1";"2";"63";"2018-08-30";"20:44:01"
"954";"242";"10553";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:44:44"
"955";"242";"10554";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:45:33"
"956";"107";"4372";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:46:11"
"957";"242";"10555";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:46:50"
"958";"242";"10556";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:47:19"
"959";"107";"4373";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:48:44"
"960";"107";"4374";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:51:12"
"961";"107";"4375";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:52:48"
"962";"107";"4376";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:54:20"
"963";"107";"4377";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:57:55"
"964";"242";"10557";"Tidak Ada";"1";"2";"63";"2018-08-30";"21:09:56"
"965";"107";"4378";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:10:36"
"966";"242";"10558";"Tidak Ada";"1";"2";"63";"2018-08-30";"21:11:26"
"967";"107";"4379";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:12:41"
"968";"107";"4380";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:16:19"
"969";"107";"4381";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:18:28"
"970";"107";"4382";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:19:59"
"971";"22";"836";"Tidak Ada";"1";"2";"37";"2018-08-30";"21:20:28"
"972";"107";"4383";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:22:33"
"973";"107";"4384";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:24:01"
"974";"107";"4385";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:25:43"
"975";"107";"4386";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:28:56"
"976";"107";"4387";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:31:05"
"977";"22";"837";"Tidak Ada";"1";"2";"37";"2018-08-30";"21:44:02"
"978";"107";"4388";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:50:47"
"979";"107";"4389";"Tidak Ada";"1";"2";"50";"2018-08-30";"22:07:15"
"980";"107";"4390";"Tidak Ada";"1";"2";"50";"2018-08-30";"22:09:05"
"981";"107";"4391";"Tidak Ada";"1";"2";"50";"2018-08-30";"22:23:16"
"982";"22";"838";"Tidak Ada";"1";"2";"37";"2018-08-30";"22:34:01"
"983";"107";"4392";"Tidak Ada";"1";"2";"50";"2018-08-30";"22:35:37"
"984";"22";"839";"Tidak Ada";"1";"2";"37";"2018-08-30";"22:56:36"
"985";"107";"4393";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:25:22"
"986";"22";"840";"Tidak Ada";"1";"2";"37";"2018-08-30";"23:28:13"
"987";"107";"4394";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:29:39"
"988";"107";"4395";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:31:51"
"989";"107";"4396";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:41:05"
"990";"107";"4397";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:43:02"
"991";"107";"4398";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:45:00"
"992";"107";"4399";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:46:58"
"993";"107";"4400";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:48:54"
"994";"22";"841";"Tidak Ada";"1";"2";"37";"2018-08-30";"23:50:30"
"995";"107";"4401";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:51:05"
"996";"113";"4602";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:56:23"
"997";"113";"4603";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:58:03"
"998";"31";"1443";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:04:34"
"999";"113";"4604";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:05:47"
"1000";"31";"1444";"PLOS Pathogens";"1";"2";"37";"2018-08-31";"00:07:23"
"1001";"31";"1445";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:08:18"
"1002";"31";"1403";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:09:29"
"1003";"31";"1404";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:10:57"
"1004";"31";"1405";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:14:25"
"1005";"31";"1406";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:15:03"
"1006";"31";"1407";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:15:59"
"1007";"31";"1408";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:16:29"
"1008";"31";"1409";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:17:06"
"1009";"113";"4605";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:18:37"
"1010";"31";"1410";"Allure";"1";"2";"37";"2018-08-31";"00:19:26"
"1011";"31";"1410";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:19:35"
"1012";"113";"4606";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:31:30"
"1013";"31";"1411";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:34:05"
"1014";"31";"1412";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:34:49"
"1015";"113";"4607";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:35:10"
"1016";"31";"1413";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:35:52"
"1017";"31";"1414";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:37:16"
"1018";"31";"1415";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:39:22"
"1019";"113";"4608";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:52:08"
"1020";"113";"4609";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:53:58"
"1021";"113";"4610";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:00:54"
"1022";"113";"4611";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:03:19"
"1023";"113";"4612";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:05:23"
"1024";"113";"4613";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:09:48"
"1025";"113";"4614";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:13:31"
"1026";"113";"4615";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:16:35"
"1027";"113";"4616";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:19:52"
"1028";"199";"8668";"UNICEF";"1";"2";"65";"2018-08-31";"01:50:10"
"1029";"199";"8669";"Badan Perserikatan Bangsa-Bangsa \(PBB\)";"1";"2";"65";"2018-08-31";"01:55:49"
"1030";"199";"8669";"Badan Perserikatan Bangsa-Bangsa \(PBB\)";"1";"2";"65";"2018-08-31";"01:56:02"
"1031";"199";"8670";"Tidak Ada";"1";"2";"65";"2018-08-31";"01:58:41"
"1032";"199";"8671";"UNICEF";"1";"2";"65";"2018-08-31";"02:04:45"
"1033";"199";"8672";"Pemberdayaan Perempuan dan Perlindungan Anak \(PPP";"1";"2";"65";"2018-08-31";"02:09:47"
"1034";"199";"8673";"ASEAN";"1";"2";"65";"2018-08-31";"02:12:22"
"1035";"199";"8674";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:16:04"
"1036";"199";"8675";"LSM";"1";"2";"65";"2018-08-31";"02:20:38"
"1037";"199";"8676";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:24:44"
"1038";"199";"8677";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:28:04"
"1039";"199";"8678";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:31:57"
"1040";"199";"8679";"Kementerian PPPA";"1";"2";"65";"2018-08-31";"02:34:12"
"1041";"199";"8680";"Gerakan Stop Perkawinan Anak";"1";"2";"65";"2018-08-31";"02:41:02"
"1042";"31";"1416";"Tidak Ada";"1";"2";"37";"2018-08-31";"09:05:49"
"1043";"31";"1417";"Tidak Ada";"1";"2";"37";"2018-08-31";"09:27:22"
"1044";"31";"1418";"Tidak Ada";"1";"2";"37";"2018-08-31";"09:31:31"
"1045";"31";"1419";"American Osteopathic College of Dermatology";"1";"2";"37";"2018-08-31";"09:35:19"
"1046";"23";"864";"Tidak Ada";"1";"2";"36";"2018-09-03";"15:42:30"
"1047";"23";"865";"Tidak Ada";"1";"2";"36";"2018-09-03";"15:44:41"
"1048";"23";"866";"Tidak Ada";"1";"2";"36";"2018-09-03";"15:47:30"
"1049";"23";"867";"Ducati";"1";"2";"36";"2018-09-03";"15:53:46"
"1050";"23";"867";"Ducati";"1";"2";"36";"2018-09-03";"15:53:48"
"1051";"23";"867";"Ducati";"1";"2";"36";"2018-09-03";"15:54:29"
"1052";"23";"868";"Yamaha Tech 3";"1";"2";"36";"2018-09-03";"15:59:50"
"1053";"23";"869";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:02:43"
"1054";"23";"870";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:03:46"
"1055";"23";"871";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:05:46"
"1056";"23";"872";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:08:25"
"1057";"23";"873";"Ducati";"1";"2";"36";"2018-09-03";"16:10:41"
"1058";"23";"874";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:14:53"
"1059";"23";"875";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:17:34"
"1060";"23";"876";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:19:25"
"1061";"23";"877";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:21:49"
"1062";"23";"878";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:24:42"
"1063";"23";"879";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:27:42"
"1064";"23";"880";"Ducati";"1";"2";"36";"2018-09-03";"16:30:24"
"1065";"23";"881";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:32:50"
"1066";"23";"882";"Ducati";"1";"2";"36";"2018-09-03";"16:34:34"
"1067";"23";"883";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:35:55"
"1068";"23";"884";"Ducati";"1";"2";"36";"2018-09-03";"16:42:12"
"1069";"23";"885";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:59:39"
"1070";"23";"886";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:06:09"
"1071";"23";"887";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:09:41"
"1072";"23";"888";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:11:49"
"1073";"23";"889";"Movistar Yamaha";"1";"2";"36";"2018-09-03";"17:13:05"
"1074";"23";"890";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:14:38"
"1075";"23";"891";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:15:58"
"1076";"23";"892";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:16:42"
"1077";"23";"893";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:17:29"
"1078";"23";"894";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:18:40"
"1079";"23";"895";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:19:33"
"1080";"23";"896";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:21:55"
"1081";"23";"897";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:22:57"
"1082";"23";"898";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:24:19"
"1083";"23";"899";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:25:26"
"1084";"23";"900";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:27:22"
"1085";"23";"901";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:28:35"
"1086";"23";"902";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:29:39"
"1087";"23";"903";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:30:29"
"1088";"23";"904";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:31:48"
"1089";"23";"905";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:32:55"
"1090";"23";"906";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:33:48"
"1091";"23";"907";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:34:55"
"1092";"23";"908";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:35:40"
"1093";"23";"909";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:36:29"
"1094";"23";"910";"Repsol Honda";"1";"2";"36";"2018-09-03";"17:40:27"
"1095";"23";"910";"Marc VDS";"1";"2";"36";"2018-09-03";"17:40:41"
"1096";"23";"910";"Leopard Racing";"1";"2";"36";"2018-09-03";"17:40:56"
"1097";"23";"910";"Sky Racing Team VR46";"1";"2";"36";"2018-09-03";"17:41:29"
"1098";"23";"910";"SIC Racing Team";"1";"2";"36";"2018-09-03";"17:41:43"
"1099";"23";"910";"Honda";"1";"2";"36";"2018-09-03";"17:41:50"
"1100";"31";"1420";"Tidak Ada";"1";"2";"37";"2018-09-03";"19:17:58"
"1101";"31";"1421";"Tidak Ada";"1";"2";"37";"2018-09-03";"19:23:46"
"1102";"31";"1422";"Tidak Ada";"1";"2";"37";"2018-09-03";"19:31:54"
"1103";"242";"10559";"VOA";"1";"2";"63";"2018-09-03";"19:42:02"
"1104";"242";"10559";"Moon Man";"1";"2";"63";"2018-09-03";"19:42:22"
"1105";"242";"10559";"Tidak Ada";"1";"2";"63";"2018-09-03";"19:42:26"
"1106";"242";"10560";"Tidak Ada";"1";"2";"63";"2018-09-03";"19:44:52"
"1107";"242";"10561";"Tidak Ada";"1";"2";"63";"2018-09-03";"19:45:11"
"1108";"31";"1423";"Tidak Ada";"1";"2";"37";"2018-09-03";"19:46:10"
"1109";"31";"1424";"Tidak Ada";"1";"2";"37";"2018-09-03";"19:46:53"
"1110";"242";"10562";"Tidak Ada";"1";"2";"63";"2018-09-03";"19:48:04"
"1111";"242";"10563";"Tidak Ada";"1";"2";"63";"2018-09-03";"19:50:04"
"1112";"242";"10564";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:11:58"
"1113";"242";"10565";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:13:58"
"1114";"242";"10566";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:14:20"
"1115";"306";"13154";"Tidak Ada";"1";"2";"69";"2018-09-03";"20:24:22"
"1116";"242";"10567";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:32:52"
"1117";"242";"10568";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:33:04"
"1118";"242";"10569";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:34:22"
"1119";"242";"10570";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:35:11"
"1120";"31";"1425";"Tidak Ada";"1";"2";"37";"2018-09-03";"20:36:53"
"1121";"31";"1426";"Clinical and Aesthetic Dermatology";"1";"2";"37";"2018-09-03";"20:44:51"
"1122";"31";"1427";"Tidak Ada";"1";"2";"37";"2018-09-03";"20:49:22"
"1123";"306";"13114";"American Nuclear Society";"1";"2";"69";"2018-09-03";"20:54:55"
"1124";"306";"13114";"Nuclear Technology";"1";"2";"69";"2018-09-03";"20:55:17"
"1125";"242";"10571";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:59:07"
"1126";"242";"10572";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:59:48"
"1127";"242";"10573";"Tidak Ada";"1";"2";"63";"2018-09-03";"21:02:04"
"1128";"242";"10574";"Tidak Ada";"1";"2";"63";"2018-09-03";"21:04:00"
"1129";"242";"10575";"Tidak Ada";"1";"2";"63";"2018-09-03";"21:05:26"
"1130";"31";"1428";"Tidak Ada";"1";"2";"37";"2018-09-03";"21:06:06"
"1131";"31";"1429";"Tidak Ada";"1";"2";"37";"2018-09-03";"21:07:47"
"1132";"242";"10576";"Tidak Ada";"1";"2";"63";"2018-09-03";"21:07:54"
"1133";"31";"1430";"Tidak Ada";"1";"2";"37";"2018-09-03";"21:09:15"
"1134";"306";"13115";"Tidak Ada";"1";"2";"69";"2018-09-03";"21:09:19"
"1135";"242";"10577";"Tidak Ada";"1";"2";"63";"2018-09-03";"21:10:22"
