"id_orang";"id_berita";"id_kalimat";"nama_orang";"jabatan";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"587";"188";"8160";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:26:21"
"588";"30";"1393";"Tidak Ada";"Tidak Ada";"1";"2";"35";"2018-08-28";"22:26:48"
"589";"188";"8161";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:26:59"
"590";"188";"8162";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:27:33"
"592";"188";"8163";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:28:38"
"593";"188";"8164";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:29:06"
"594";"188";"8165";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:29:51"
"595";"188";"8166";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:30:25"
"596";"188";"8167";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:31:05"
"597";"30";"1394";"Tidak Ada";"Tidak Ada";"1";"2";"35";"2018-08-28";"22:31:55"
"598";"188";"8168";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:31:56"
"599";"210";"9099";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:32:42"
"600";"30";"1395";"Tidak Ada";"Tidak Ada";"1";"2";"35";"2018-08-28";"22:33:21"
"601";"210";"9108";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:34:17"
"602";"210";"9079";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:35:33"
"603";"210";"9080";"Tidak Ada";"Tokoh Pemerintah";"1";"2";"60";"2018-08-28";"22:36:18"
"604";"30";"1396";"Tidak Ada";"Tidak Ada";"1";"2";"35";"2018-08-28";"22:36:28"
"605";"210";"9081";"Batman";"Lainnya";"1";"2";"60";"2018-08-28";"22:37:08"
"606";"210";"9081";"Superman";"Lainnya";"1";"2";"60";"2018-08-28";"22:37:12"
"607";"210";"9081";"Wonder Woman";"Lainnya";"1";"2";"60";"2018-08-28";"22:37:19"
"608";"210";"9081";"Aquaman";"Lainnya";"1";"2";"60";"2018-08-28";"22:37:26"
"609";"210";"9081";"Flash";"Lainnya";"1";"2";"60";"2018-08-28";"22:37:31"
"610";"210";"9082";"Tidak Ada";"Lainnya";"1";"2";"60";"2018-08-28";"22:38:25"
"611";"30";"1397";"Tidak Ada";"Tidak Ada";"1";"2";"35";"2018-08-28";"22:38:54"
"612";"210";"9083";"Tidak Ada";"Lainnya";"1";"2";"60";"2018-08-28";"22:39:14"
"613";"210";"9084";"Tidak Ada";"Lainnya";"1";"2";"60";"2018-08-28";"22:40:19"
"614";"30";"1398";"Tidak Ada";"Tidak Ada";"1";"2";"35";"2018-08-28";"22:41:04"
"615";"30";"1399";"Tidak Ada";"Tidak Ada";"1";"2";"35";"2018-08-28";"22:42:11"
"616";"30";"1400";"Masagus Robin";"Direktur";"1";"2";"35";"2018-08-28";"22:42:46"
"617";"210";"9085";"Tidak Ada";"Lainnya";"1";"2";"60";"2018-08-28";"22:42:58"
"618";"210";"9086";"Zack Snyder";"Lainnya";"1";"2";"60";"2018-08-28";"22:44:34"
"619";"210";"9087";"Tidak Ada";"Lainnya";"1";"2";"60";"2018-08-28";"22:45:56"
"620";"30";"1401";"Tidak Ada";"Direktur";"1";"2";"35";"2018-08-28";"22:46:18"
"621";"30";"1402";"Tidak Ada";"Direktur";"1";"2";"35";"2018-08-28";"22:46:56"
"622";"45";"2090";"Tidak Ada";"Direktur";"1";"2";"35";"2018-08-28";"22:48:50"
"623";"45";"2091";"Tidak Ada";"Direktur";"1";"2";"35";"2018-08-28";"22:53:32"
"624";"45";"2092";"Rida Mulyana";"Lainnya";"1";"2";"35";"2018-08-28";"22:56:36"
"625";"45";"2094";"Tidak Ada";"Lainnya";"1";"2";"35";"2018-08-28";"22:58:06"
"626";"45";"2095";"Tidak Ada";"Lainnya";"1";"2";"35";"2018-08-28";"23:00:32"
"627";"45";"2096";"Rida";"Lainnya";"1";"2";"35";"2018-08-28";"23:02:15"
"628";"45";"2097";"Tidak Ada";"Lainnya";"1";"2";"35";"2018-08-28";"23:04:27"
"629";"45";"2098";"Tidak Ada";"Lainnya";"1";"2";"35";"2018-08-28";"23:05:28"
"630";"45";"2099";"Tidak Ada";"Lainnya";"1";"2";"35";"2018-08-28";"23:07:04"
"631";"215";"9281";"Setnov";"Tidak Ada";"1";"2";"57";"2018-08-29";"00:46:54"
"632";"215";"9282";"Setnov";"Tidak Ada";"1";"2";"57";"2018-08-29";"00:50:30"
"633";"215";"9283";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"00:51:33"
"634";"215";"9284";"Setnov";"Tokoh Pemerintah";"1";"2";"57";"2018-08-29";"00:56:30"
"635";"215";"9285";"Setnov";"Tokoh Pemerintah";"1";"2";"57";"2018-08-29";"01:03:11"
"636";"215";"9286";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"01:07:41"
"637";"215";"9287";"Setnov";"Tokoh Pemerintah";"1";"2";"57";"2018-08-29";"01:10:35"
"638";"215";"9288";"Anang Sugiana Sudihardjo";"Lainnya";"1";"2";"57";"2018-08-29";"01:14:40"
"639";"215";"9288";"Andi Agustinus";"Tokoh Pemerintah";"1";"2";"57";"2018-08-29";"01:14:59"
"640";"215";"9288";"Irman";"Tokoh Pemerintah";"1";"2";"57";"2018-08-29";"01:15:09"
"641";"215";"9288";"Sugiharto";"Tokoh Pemerintah";"1";"2";"57";"2018-08-29";"01:15:18"
"642";"215";"9288";"Markus Nari";"Tokoh Pemerintah";"1";"2";"57";"2018-08-29";"01:15:40"
"643";"215";"9290";"Miryam S\.";"Tokoh Pemerintah";"1";"2";"57";"2018-08-29";"01:18:32"
"644";"215";"9291";"Haryani";"Tokoh Pemerintah";"1";"2";"57";"2018-08-29";"01:21:05"
"645";"285";"12272";"Tillerson--yang";"Tokoh Pemerintah";"1";"2";"57";"2018-08-29";"01:37:11"
"646";"211";"9109";"Indra Sjafri";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:00:24"
"647";"211";"9110";"Indra Sjafri";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:02:50"
"648";"211";"9111";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:03:36"
"649";"211";"9112";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:04:40"
"650";"211";"9113";"Edy Rahmayadi";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:05:19"
"651";"211";"9113";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:07:02"
"652";"211";"9114";"Indra Sjafri";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:08:29"
"653";"211";"9115";"Edy Rahmayadi";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:09:17"
"654";"211";"9115";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:09:42"
"655";"211";"9116";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:10:43"
"656";"211";"9117";"Edy";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:11:27"
"657";"211";"9117";"Giampiero Ventura";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:11:34"
"658";"240";"10479";"Abhan";"Tidak Ada";"1";"2";"63";"2018-08-29";"02:12:25"
"659";"240";"10479";"Mochammad Afifuddin";"Tidak Ada";"1";"2";"63";"2018-08-29";"02:12:33"
"660";"240";"10479";"Ratna Dewi Pettalolo";"Tidak Ada";"1";"2";"63";"2018-08-29";"02:12:47"
"661";"211";"9118";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:14:22"
"662";"211";"9119";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:14:46"
"663";"211";"9119";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:15:48"
"664";"211";"9120";"Edy";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:17:05"
"665";"211";"9120";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:17:10"
"666";"211";"9121";"Ratu Tisha Destria";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:19:31"
"667";"211";"9121";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:19:40"
"668";"211";"9122";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:20:53"
"669";"211";"9122";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"02:21:05"
"670";"211";"9123";"Tisha";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:33:25"
"671";"211";"9123";"Tisha";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:33:30"
"672";"211";"9124";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:34:16"
"673";"211";"9125";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:34:51"
"674";"211";"9125";"Tisha";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:34:59"
"675";"211";"9126";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:36:09"
"676";"211";"9127";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:36:48"
"677";"211";"9128";"Tisha";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:37:25"
"678";"211";"9129";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:38:20"
"679";"211";"9130";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:39:08"
"680";"211";"9131";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:41:46"
"681";"211";"9132";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:43:01"
"682";"211";"9133";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:43:08"
"683";"211";"9134";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:44:53"
"684";"211";"9135";"Simon McMenemy";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:45:32"
"685";"211";"9135";"Milomir Seslija";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:45:39"
"686";"211";"9135";"Rudy Eka Priyambada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:45:46"
"687";"211";"9136";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:49:21"
"688";"211";"9137";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:56:33"
"689";"211";"9138";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:57:04"
"690";"211";"9139";"Miguel Gandia";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"08:59:57"
"691";"211";"9139";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:01:02"
"692";"211";"9139";"Antonic Dejan3";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:01:08"
"693";"211";"9139";"Milomir Seslija4";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:01:19"
"694";"211";"9139";"Raja Isa5";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:01:26"
"695";"211";"9139";"Simon McMenemy6";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:01:32"
"696";"211";"9139";"Wolfgang Pikal7";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:01:38"
"697";"211";"9139";"Abdul Manaf";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:01:45"
"698";"211";"9139";"Iwan Setiawan";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:01:50"
"699";"211";"9139";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:04:05"
"700";"211";"9140";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:07:36"
"701";"211";"9141";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:07:50"
"702";"211";"9142";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:09:07"
"703";"211";"9143";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:10:32"
"704";"211";"9144";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:11:31"
"705";"211";"9145";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:11:41"
"706";"211";"9146";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:18:07"
"707";"211";"9147";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"09:18:43"
"708";"285";"12273";"Tillerson";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:18:13"
"709";"285";"12274";"Tillerson";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:20:01"
"710";"285";"12277";"Chris Lewa";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:22:39"
"711";"285";"12277";"Tillerson";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:22:48"
"712";"23";"851";"Marc Marquez";"Tidak Ada";"1";"2";"36";"2018-08-29";"10:35:31"
"713";"285";"12278";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:39:40"
"714";"285";"12279";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:48:22"
"715";"285";"12280";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:50:20"
"716";"23";"852";"Marc Marquez";"Atlet";"1";"2";"36";"2018-08-29";"11:01:31"
"717";"23";"853";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:03:47"
"718";"285";"12255";"Tillerson";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:05:57"
"719";"285";"12255";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:06:09"
"720";"23";"854";"Marquez";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:06:11"
"721";"23";"855";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:09:01"
"722";"23";"856";"Marquez";"Atlet";"1";"2";"36";"2018-08-29";"11:10:40"
"723";"199";"8683";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-08-29";"11:10:57"
"724";"285";"12256";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:11:25"
"725";"285";"12257";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:14:22"
"726";"199";"8684";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-08-29";"11:14:34"
"727";"23";"857";"Mike Hailwood";"Atlet";"1";"2";"36";"2018-08-29";"11:16:26"
"728";"23";"858";"Marquez";"Atlet";"1";"2";"36";"2018-08-29";"11:18:10"
"729";"199";"8685";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-08-29";"11:18:59"
"730";"285";"12258";"Tillerson";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:19:04"
"731";"23";"859";"Valentino Rossi";"Atlet";"1";"2";"36";"2018-08-29";"11:21:08"
"732";"285";"12259";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:21:50"
"733";"109";"4454";"Alfred";"Tidak Ada";"1";"2";"32";"2018-08-29";"11:22:29"
"734";"109";"4454";"Gisele Munzer";"Tidak Ada";"1";"2";"32";"2018-08-29";"11:22:41"
"735";"23";"860";"Marquez";"Atlet";"1";"2";"36";"2018-08-29";"11:22:56"
"736";"199";"8686";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-08-29";"11:23:40"
"737";"23";"860";"Mick Doohan";"Atlet";"1";"2";"36";"2018-08-29";"11:23:42"
"738";"23";"860";"Giacomo Agostini";"Atlet";"1";"2";"36";"2018-08-29";"11:23:59"
"739";"109";"4455";"Bobby";"Tidak Ada";"1";"2";"32";"2018-08-29";"11:26:00"
"740";"285";"12260";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:26:46"
"741";"23";"861";"Marquez";"Atlet";"1";"2";"36";"2018-08-29";"11:27:32"
"742";"23";"862";"Marquez";"Atlet";"1";"2";"36";"2018-08-29";"11:29:06"
"743";"23";"863";"Agostini";"Atlet";"1";"2";"36";"2018-08-29";"11:31:11"
"744";"285";"12261";"Tillerson";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:46:31"
"745";"285";"12262";"Tillerson";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:49:13"
"746";"285";"12263";"Tillerson";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:50:51"
"747";"285";"12264";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:52:53"
"748";"285";"12265";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:59:16"
"749";"285";"12266";"Tillerson";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:00:26"
"750";"285";"12267";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:22:23"
"751";"285";"12268";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:24:56"
"752";"285";"12269";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:26:45"
"753";"285";"12270";"Tillerson";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:27:59"
"754";"285";"12271";"Barack Obama";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:29:42"
"755";"310";"13336";"Bobby Nasution";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:36:16"
"756";"310";"13299";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:38:02"
"757";"310";"13300";"Kahiyang Ayu";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:40:10"
"758";"310";"13300";"Jokowi";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:40:19"
"759";"310";"13301";"Bobby Nasution";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:42:11"
"760";"310";"13301";"Erwin Nasution";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:42:23"
"761";"310";"13302";"Kahiyang";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:44:02"
"762";"310";"13302";"Bobby Nasution";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:44:22"
"763";"310";"13303";"Bobby Afif Nasution";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:45:52"
"764";"310";"13304";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:48:38"
"765";"310";"13305";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:50:49"
"766";"310";"13306";"Bobby";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:53:51"
"767";"310";"13307";"Bobby";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:55:38"
"768";"310";"13307";"Inge Amalia Nasution";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:55:48"
"769";"310";"13307";"Poppy Dewinta Nasution";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:55:57"
"770";"310";"13308";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:11:36"
"771";"310";"13309";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:13:19"
"772";"310";"13310";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:15:49"
"773";"211";"9148";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:16:31"
"774";"211";"9148";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:17:51"
"775";"109";"4456";"Monique Rijkers";"Aktris";"1";"2";"32";"2018-08-29";"13:17:57"
"776";"109";"4456";"Alfred Munzer";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:18:17"
"777";"310";"13312";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:18:28"
"778";"109";"4456";"penyintas holocaust";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:18:29"
"779";"109";"4456";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:18:36"
"780";"211";"9149";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:18:53"
"781";"211";"9150";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:20:52"
"782";"109";"4457";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:21:25"
"783";"15";"579";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:21:41"
"784";"35";"1570";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-08-29";"13:21:50"
"785";"35";"1570";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-08-29";"13:21:50"
"786";"35";"1570";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-08-29";"13:21:51"
"787";"310";"13313";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:22:20"
"788";"211";"9151";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:23:06"
"789";"310";"13314";"Bobby";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:23:25"
"790";"109";"4458";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:23:54"
"791";"240";"10480";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:24:05"
"792";"310";"13315";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:25:27"
"793";"199";"8666";"Tidak Ada";"Tidak Ada";"1";"2";"65";"2018-08-29";"13:25:47"
"794";"211";"9152";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:25:48"
"795";"15";"580";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:26:45"
"796";"15";"580";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:27:12"
"797";"240";"10481";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:27:16"
"798";"310";"13316";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:27:18"
"799";"310";"13317";"Kahiyang";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:28:35"
"800";"310";"13318";"Bobby";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:30:20"
"801";"109";"4459";"Alfred Munzer";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:31:47"
"802";"211";"9153";"Hussein Afash";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:31:51"
"803";"211";"9153";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:31:58"
"804";"109";"4459";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:32:12"
"805";"310";"13319";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:32:13"
"806";"211";"9154";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:33:15"
"807";"240";"10482";"Presiden";"Politisi";"1";"2";"63";"2018-08-29";"13:33:53"
"808";"310";"13321";"Kahiyang Ayu";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:34:07"
"809";"211";"9155";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:34:32"
"810";"211";"9155";"Luis Milla";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:34:44"
"811";"199";"8667";"Tidak Ada";"Tidak Ada";"1";"2";"65";"2018-08-29";"13:34:55"
"812";"15";"581";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:34:57"
"813";"109";"4460";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:35:38"
"814";"211";"9156";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:35:43"
"815";"310";"13323";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:35:51"
"816";"211";"9157";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:36:48"
"817";"211";"9158";"Giampiero Ventura";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:37:24"
"818";"310";"13324";"Kahiyang";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:37:48"
"819";"310";"13324";"Bobby";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:37:55"
"820";"211";"9159";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:38:22"
"821";"240";"10483";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:38:30"
"822";"310";"13325";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:39:37"
"823";"211";"9160";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:39:39"
"824";"109";"4461";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:41:17"
"825";"310";"13326";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:41:19"
"826";"211";"9161";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:41:35"
"827";"240";"10484";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:41:43"
"828";"211";"9162";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:41:45"
"829";"211";"9163";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:42:33"
"830";"240";"10485";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:43:03"
"831";"211";"9164";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:43:03"
"832";"310";"13327";"Kahiyang";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:43:08"
"833";"310";"13327";"Bobby";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:43:19"
"834";"211";"9165";"Tidak Ada";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:44:11"
"835";"211";"9166";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:44:20"
"836";"240";"10486";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:45:01"
"837";"211";"9167";"Indra";"Tokoh Olahraga";"1";"2";"31";"2018-08-29";"13:45:06"
"838";"310";"13328";"Bobby";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:45:17"
"839";"15";"583";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:45:46"
"840";"310";"13329";"Kahiyang";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:46:43"
"841";"15";"587";"Badan Pusat Statistik";"Tokoh Pemerintah";"1";"2";"53";"2018-08-29";"13:47:17"
"842";"15";"587";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:47:22"
"843";"211";"9168";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:47:38"
"844";"240";"10487";"Fritz Edward Siregar";"Lainnya";"1";"2";"63";"2018-08-29";"13:47:41"
"845";"211";"9169";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:48:23"
"846";"211";"9170";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:48:57"
"847";"310";"13330";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:49:22"
"848";"240";"10488";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:49:39"
