"id_perusahaan";"id_berita";"id_kalimat";"nama_perusahaan";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"760";"214";"9254";"Tidak Ada";"1";"2";"31";"2018-08-29";"14:38:16"
"761";"214";"9255";"Tidak Ada";"1";"2";"31";"2018-08-29";"14:39:02"
"762";"292";"12516";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:39:25"
"763";"214";"9256";"Tidak Ada";"1";"2";"31";"2018-08-29";"14:39:43"
"764";"214";"9257";"Tidak Ada";"1";"2";"31";"2018-08-29";"14:40:57"
"765";"292";"12517";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:40:59"
"766";"214";"9258";"Tidak Ada";"1";"2";"31";"2018-08-29";"14:42:04"
"767";"292";"12518";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:42:17"
"768";"214";"9259";"CNN Indonesia";"1";"2";"31";"2018-08-29";"14:42:54"
"769";"292";"12519";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:43:47"
"770";"214";"9260";"Tidak Ada";"1";"2";"31";"2018-08-29";"14:44:25"
"771";"292";"12520";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:45:07"
"772";"292";"12521";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:46:11"
"773";"292";"12522";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:47:38"
"774";"292";"12523";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:49:11"
"775";"292";"12524";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:50:18"
"776";"292";"12525";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:51:35"
"777";"292";"12526";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:52:52"
"778";"292";"12527";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:54:09"
"779";"292";"12528";"Thrillist";"1";"2";"57";"2018-08-29";"14:55:28"
"780";"292";"12529";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:56:40"
"781";"292";"12530";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:57:52"
"782";"292";"12531";"Tidak Ada";"1";"2";"57";"2018-08-29";"14:59:34"
"783";"292";"12532";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:00:40"
"784";"292";"12533";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:02:01"
"785";"267";"11612";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:08:19"
"786";"267";"11613";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:09:37"
"787";"267";"11614";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:11:55"
"788";"267";"11615";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:13:21"
"789";"267";"11616";"Tidak Ada";"1";"2";"57";"2018-08-29";"15:14:56"
"790";"27";"1265";"Tidak Ada";"1";"2";"39";"2018-08-29";"15:24:01"
"791";"240";"10496";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:46:06"
"792";"240";"10497";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:47:10"
"793";"240";"10498";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:49:34"
"794";"240";"10499";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:51:20"
"795";"240";"10500";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:52:03"
"796";"240";"10501";"Tidak Ada";"1";"2";"63";"2018-08-29";"16:53:39"
"797";"240";"10502";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:09:30"
"798";"240";"10503";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:10:40"
"799";"240";"10504";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:12:11"
"800";"240";"10505";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:13:30"
"801";"240";"10506";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:15:03"
"802";"240";"10507";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:15:50"
"803";"240";"10508";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:16:34"
"804";"240";"10509";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:17:29"
"805";"242";"10538";"Tidak Ada";"1";"2";"63";"2018-08-29";"17:28:02"
"806";"100";"4137";"Tidak Ada";"1";"2";"50";"2018-08-29";"21:03:38"
"807";"100";"4138";"Tidak Ada";"1";"2";"50";"2018-08-29";"21:15:56"
"808";"100";"4139";"Tidak Ada";"1";"2";"50";"2018-08-29";"21:39:19"
"809";"100";"4140";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:03:09"
"810";"100";"4141";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:11:45"
"811";"100";"4142";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:16:01"
"812";"100";"4143";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:20:15"
"813";"27";"1266";"Garda Oto Digital";"1";"2";"39";"2018-08-29";"22:22:17"
"814";"27";"1266";"Garda Oto Digital";"1";"2";"39";"2018-08-29";"22:22:28"
"815";"100";"4144";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:26:49"
"816";"100";"4145";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:31:06"
"817";"100";"4146";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:38:07"
"818";"100";"4147";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:40:51"
"819";"100";"4148";"Tidak Ada";"1";"2";"50";"2018-08-29";"22:43:17"
"820";"43";"2049";"Tidak Ada";"1";"2";"42";"2018-08-29";"23:31:41"
"821";"214";"9261";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:45:06"
"822";"214";"9262";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:46:03"
"823";"219";"9375";"PT Pupuk Indonesia \(Persero\)";"1";"2";"31";"2018-08-30";"08:46:28"
"824";"219";"9376";"BUMN Pertambangan";"1";"2";"31";"2018-08-30";"08:48:22"
"825";"219";"9377";"BUMN \(Badan Usaha Milik Negara\)";"1";"2";"31";"2018-08-30";"08:49:12"
"826";"219";"9378";"PT Aneka Tambang Tbk \(Persero\)";"1";"2";"31";"2018-08-30";"08:50:06"
"827";"219";"9378";"PT Timah \(Persero\)";"1";"2";"31";"2018-08-30";"08:50:14"
"828";"219";"9378";"PT Bukit Asam \(Persero\)";"1";"2";"31";"2018-08-30";"08:50:22"
"829";"219";"9379";"PT Indonesia Asahan Aluminium \(Persero\)";"1";"2";"31";"2018-08-30";"08:51:18"
"830";"219";"9379";"PT Inalum";"1";"2";"31";"2018-08-30";"08:51:26"
"831";"219";"9380";"PT Inalum";"1";"2";"31";"2018-08-30";"08:51:59"
"832";"219";"9380";"BUMN";"1";"2";"31";"2018-08-30";"08:52:09"
"833";"219";"9381";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:53:40"
"834";"219";"9382";"BUMN";"1";"2";"31";"2018-08-30";"08:54:12"
"835";"219";"9383";"Tidak Ada";"1";"2";"31";"2018-08-30";"08:55:59"
"836";"219";"9384";"PT Inalum \(Persero\)";"1";"2";"31";"2018-08-30";"08:56:20"
"837";"219";"9384";"financedetik";"1";"2";"31";"2018-08-30";"08:56:59"
"838";"219";"9385";"Perusahaan Inalum";"1";"2";"31";"2018-08-30";"08:58:10"
"839";"219";"9385";"BUMN";"1";"2";"31";"2018-08-30";"08:58:49"
"840";"219";"9386";"BUMN";"1";"2";"31";"2018-08-30";"08:59:52"
"841";"219";"9387";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:00:48"
"842";"219";"9388";"BUMN";"1";"2";"31";"2018-08-30";"09:02:18"
"843";"219";"9389";"BUMN";"1";"2";"31";"2018-08-30";"09:03:33"
"844";"219";"9389";"Antam";"1";"2";"31";"2018-08-30";"09:03:40"
"845";"219";"9389";"Timah";"1";"2";"31";"2018-08-30";"09:03:47"
"846";"219";"9389";"Bukit Asam";"1";"2";"31";"2018-08-30";"09:03:55"
"847";"219";"9390";"Inalum";"1";"2";"31";"2018-08-30";"09:04:38"
"848";"219";"9390";"Antam";"1";"2";"31";"2018-08-30";"09:04:45"
"849";"219";"9390";"Timah";"1";"2";"31";"2018-08-30";"09:04:53"
"850";"219";"9390";"PTBA";"1";"2";"31";"2018-08-30";"09:05:01"
"851";"219";"9390";"Republika\.co\.id";"1";"2";"31";"2018-08-30";"09:05:18"
"852";"219";"9390";"Republika";"1";"2";"31";"2018-08-30";"09:05:24"
"853";"219";"9391";"BUMN";"1";"2";"31";"2018-08-30";"09:06:27"
"854";"219";"9392";"BUMN";"1";"2";"31";"2018-08-30";"09:07:30"
"855";"219";"9392";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:07:33"
"856";"219";"9393";"BUMN";"1";"2";"31";"2018-08-30";"09:09:26"
"857";"219";"9394";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:10:01"
"858";"219";"9395";"BUMN";"1";"2";"31";"2018-08-30";"09:10:46"
"859";"219";"9396";"BUMN";"1";"2";"31";"2018-08-30";"09:11:34"
"860";"219";"9397";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:12:43"
"861";"219";"9398";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:13:52"
"862";"219";"9399";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:15:27"
"863";"219";"9400";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:15:54"
"864";"219";"9401";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:16:40"
"865";"219";"9402";"BUMN";"1";"2";"31";"2018-08-30";"09:17:28"
"866";"219";"9403";"PT Inalum \(Persero\)";"1";"2";"31";"2018-08-30";"09:17:58"
"867";"219";"9404";"mediaindonesia\.com";"1";"2";"31";"2018-08-30";"09:19:03"
"868";"219";"9404";"mediaindonesia";"1";"2";"31";"2018-08-30";"09:19:14"
"869";"219";"9405";"BUMN";"1";"2";"31";"2018-08-30";"09:20:18"
"870";"219";"9406";"Pupuk \(PT Pupuk Indonesia Holding Company-Persero";"1";"2";"31";"2018-08-30";"09:20:55"
"871";"219";"9406";"BUMN Pupuk \(PT Pupuk Indonesia Holding Company-Pe";"1";"2";"31";"2018-08-30";"09:21:08"
"872";"219";"9406";"BUMN Semen \(PT Semen Indonesia Holding Tbk-Perser";"1";"2";"31";"2018-08-30";"09:21:22"
"873";"219";"9406";"BUMN";"1";"2";"31";"2018-08-30";"09:21:34"
"874";"219";"9406";"BUMN Perkebunan";"1";"2";"31";"2018-08-30";"09:21:44"
"875";"219";"9407";"Perkebunan Nusantara III Holding-Persero";"1";"2";"31";"2018-08-30";"09:22:55"
"876";"219";"9408";"Tidak Ada";"1";"2";"31";"2018-08-30";"09:24:55"
"877";"35";"1571";"Tidak Ada";"1";"2";"34";"2018-08-30";"10:36:33"
"878";"35";"1572";"Tidak Ada";"1";"2";"34";"2018-08-30";"10:39:18"
"879";"35";"1572";"Tidak Ada";"1";"2";"34";"2018-08-30";"10:39:19"
"880";"35";"1573";"badan antariksa";"1";"2";"34";"2018-08-30";"10:43:41"
"881";"35";"1574";"Tidak Ada";"1";"2";"34";"2018-08-30";"10:48:14"
"882";"22";"827";"Tidak Ada";"1";"2";"37";"2018-08-30";"17:27:17"
"883";"22";"828";"Tidak Ada";"1";"2";"37";"2018-08-30";"17:28:45"
"884";"22";"829";"Tidak Ada";"1";"2";"37";"2018-08-30";"17:31:47"
"885";"22";"831";"Tidak Ada";"1";"2";"37";"2018-08-30";"19:01:16"
"886";"22";"832";"Tidak Ada";"1";"2";"37";"2018-08-30";"19:12:39"
"887";"22";"833";"Tidak Ada";"1";"2";"37";"2018-08-30";"19:13:41"
"888";"100";"4149";"Tidak Ada";"1";"2";"50";"2018-08-30";"19:43:14"
"889";"100";"4150";"Tidak Ada";"1";"2";"50";"2018-08-30";"19:49:22"
"890";"100";"4151";"Tidak Ada";"1";"2";"50";"2018-08-30";"19:56:01"
"891";"100";"4152";"Beritagar\.id";"1";"2";"50";"2018-08-30";"20:06:27"
"892";"100";"4153";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:14:29"
"893";"100";"4154";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:17:04"
"894";"100";"4155";"Tribunnews";"1";"2";"50";"2018-08-30";"20:20:10"
"895";"242";"10539";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:22:23"
"896";"100";"4156";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:23:07"
"897";"242";"10540";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:23:25"
"898";"242";"10541";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:24:34"
"899";"242";"10542";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:27:05"
"900";"22";"834";"Tidak Ada";"1";"2";"37";"2018-08-30";"20:27:20"
"901";"242";"10543";"New York Times";"1";"2";"63";"2018-08-30";"20:28:12"
"902";"22";"835";"Tidak Ada";"1";"2";"37";"2018-08-30";"20:29:22"
"903";"107";"4367";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:30:13"
"904";"242";"10544";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:30:43"
"905";"242";"10545";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:32:23"
"906";"107";"4368";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:33:00"
"907";"107";"4369";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:35:13"
"908";"107";"4370";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:38:49"
"909";"242";"10546";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:39:36"
"910";"242";"10547";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:40:16"
"911";"242";"10548";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:40:52"
"912";"242";"10549";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:41:27"
"913";"107";"4371";"Beritagar\.id";"1";"2";"50";"2018-08-30";"20:41:42"
"914";"242";"10550";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:42:10"
"915";"242";"10551";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:42:50"
"916";"242";"10552";"Moon Man";"1";"2";"63";"2018-08-30";"20:44:06"
"917";"242";"10553";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:44:58"
"918";"242";"10554";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:45:39"
"919";"107";"4372";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:45:54"
"920";"242";"10555";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:46:57"
"921";"242";"10556";"Tidak Ada";"1";"2";"63";"2018-08-30";"20:47:26"
"922";"107";"4373";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:48:59"
"923";"107";"4374";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:51:31"
"924";"107";"4375";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:52:59"
"925";"107";"4376";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:54:32"
"926";"107";"4377";"Tidak Ada";"1";"2";"50";"2018-08-30";"20:58:10"
"927";"242";"10557";"Tidak Ada";"1";"2";"63";"2018-08-30";"21:10:07"
"928";"242";"10558";"Timeout\.com\.";"1";"2";"63";"2018-08-30";"21:11:04"
"929";"107";"4378";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:11:44"
"930";"107";"4379";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:12:54"
"931";"107";"4380";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:16:06"
"932";"107";"4381";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:18:40"
"933";"107";"4382";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:20:12"
"934";"107";"4383";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:22:08"
"935";"107";"4384";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:24:13"
"936";"107";"4385";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:25:57"
"937";"107";"4386";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:28:39"
"938";"107";"4387";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:31:19"
"939";"22";"836";"Tidak Ada";"1";"2";"37";"2018-08-30";"21:43:52"
"940";"22";"837";"Tidak Ada";"1";"2";"37";"2018-08-30";"21:44:15"
"941";"107";"4388";"Tidak Ada";"1";"2";"50";"2018-08-30";"21:51:12"
"942";"107";"4389";"Tidak Ada";"1";"2";"50";"2018-08-30";"22:07:40"
"943";"107";"4390";"Tidak Ada";"1";"2";"50";"2018-08-30";"22:09:24"
"944";"107";"4391";"Jakarta Defensive Driving Center \(JDDC\)";"1";"2";"50";"2018-08-30";"22:18:56"
"945";"107";"4391";"Liputan6";"1";"2";"50";"2018-08-30";"22:19:32"
"946";"22";"838";"Tidak Ada";"1";"2";"37";"2018-08-30";"22:34:11"
"947";"107";"4392";"Tidak Ada";"1";"2";"50";"2018-08-30";"22:36:18"
"948";"22";"839";"Tidak Ada";"1";"2";"37";"2018-08-30";"22:57:02"
"949";"107";"4393";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:25:42"
"950";"22";"840";"Tidak Ada";"1";"2";"37";"2018-08-30";"23:28:02"
"951";"107";"4394";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:30:01"
"952";"107";"4395";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:32:05"
"953";"107";"4396";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:41:37"
"954";"107";"4397";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:43:19"
"955";"107";"4398";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:45:39"
"956";"107";"4399";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:47:20"
"957";"107";"4400";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:49:05"
"958";"22";"841";"Tidak Ada";"1";"2";"37";"2018-08-30";"23:50:39"
"959";"107";"4401";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:51:18"
"960";"113";"4602";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:55:04"
"961";"113";"4603";"Tidak Ada";"1";"2";"50";"2018-08-30";"23:58:08"
"962";"31";"1443";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:04:46"
"963";"113";"4604";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:05:59"
"964";"31";"1444";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:07:36"
"965";"31";"1445";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:08:54"
"966";"31";"1403";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:09:42"
"967";"31";"1404";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:11:07"
"968";"31";"1405";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:14:34"
"969";"31";"1406";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:15:12"
"970";"113";"4605";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:15:57"
"971";"31";"1407";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:16:06"
"972";"31";"1408";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:16:38"
"973";"31";"1409";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:17:16"
"974";"31";"1410";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:30:34"
"975";"113";"4606";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:31:39"
"976";"31";"1411";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:34:21"
"977";"31";"1412";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:34:59"
"978";"31";"1413";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:36:01"
"979";"31";"1414";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:37:23"
"980";"113";"4607";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:37:49"
"981";"31";"1415";"Tidak Ada";"1";"2";"37";"2018-08-31";"00:39:30"
"982";"113";"4608";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:52:14"
"983";"113";"4609";"Tidak Ada";"1";"2";"50";"2018-08-31";"00:54:07"
"984";"113";"4610";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:01:03"
"985";"113";"4611";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:03:07"
"986";"113";"4612";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:05:30"
"987";"113";"4613";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:10:03"
"988";"113";"4614";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:13:56"
"989";"113";"4615";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:16:42"
"990";"113";"4616";"Tidak Ada";"1";"2";"50";"2018-08-31";"01:20:09"
"991";"199";"8668";"Tidak Ada";"1";"2";"65";"2018-08-31";"01:51:10"
"992";"199";"8669";"Tidak Ada";"1";"2";"65";"2018-08-31";"01:56:24"
"993";"199";"8670";"Tidak Ada";"1";"2";"65";"2018-08-31";"01:58:55"
"994";"199";"8671";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:06:07"
"995";"199";"8672";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:10:17"
"996";"199";"8673";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:12:49"
"997";"199";"8674";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:16:19"
"998";"199";"8675";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:21:45"
"999";"199";"8676";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:26:00"
"1000";"199";"8677";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:28:16"
"1001";"199";"8678";"Tidak Ada";"1";"2";"65";"2018-08-31";"02:32:20"
"1002";"199";"8679";"Kementerian PPPA";"1";"2";"65";"2018-08-31";"02:34:28"
"1003";"31";"1416";"Tidak Ada";"1";"2";"37";"2018-08-31";"09:05:57"
"1004";"31";"1417";"Tidak Ada";"1";"2";"37";"2018-08-31";"09:27:31"
"1005";"31";"1418";"Tidak Ada";"1";"2";"37";"2018-08-31";"09:31:44"
"1006";"31";"1419";"Tidak Ada";"1";"2";"37";"2018-08-31";"09:35:41"
"1007";"23";"864";"Tidak Ada";"1";"2";"36";"2018-09-03";"15:42:42"
"1008";"23";"865";"Tidak Ada";"1";"2";"36";"2018-09-03";"15:46:28"
"1009";"23";"866";"Tidak Ada";"1";"2";"36";"2018-09-03";"15:47:45"
"1010";"23";"867";"Ducati";"1";"2";"36";"2018-09-03";"15:55:41"
"1011";"23";"868";"Yamaha";"1";"2";"36";"2018-09-03";"16:00:54"
"1012";"23";"869";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:02:55"
"1013";"23";"870";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:04:02"
"1014";"23";"871";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:06:11"
"1015";"23";"872";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:08:51"
"1016";"23";"873";"Ducati";"1";"2";"36";"2018-09-03";"16:10:57"
"1017";"23";"874";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:15:08"
"1018";"23";"875";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:18:14"
"1019";"23";"876";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:19:40"
"1020";"23";"877";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:22:18"
"1021";"23";"878";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:24:59"
"1022";"23";"879";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:28:23"
"1023";"23";"880";"Ducati";"1";"2";"36";"2018-09-03";"16:30:39"
"1024";"23";"881";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:33:30"
"1025";"23";"882";"Ducati";"1";"2";"36";"2018-09-03";"16:34:48"
"1026";"23";"883";"Tidak Ada";"1";"2";"36";"2018-09-03";"16:36:34"
"1027";"23";"884";"Ducati";"1";"2";"36";"2018-09-03";"16:42:33"
"1028";"23";"885";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:00:46"
"1029";"23";"886";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:06:43"
"1030";"23";"887";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:09:54"
"1031";"23";"888";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:12:00"
"1032";"23";"889";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:13:40"
"1033";"23";"890";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:14:58"
"1034";"23";"891";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:16:08"
"1035";"23";"892";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:16:53"
"1036";"23";"893";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:17:41"
"1037";"23";"894";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:18:52"
"1038";"23";"895";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:19:46"
"1039";"23";"896";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:22:09"
"1040";"23";"897";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:23:16"
"1041";"23";"898";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:24:33"
"1042";"23";"899";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:26:02"
"1043";"23";"900";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:27:32"
"1044";"23";"901";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:28:46"
"1045";"23";"902";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:29:49"
"1046";"23";"903";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:30:38"
"1047";"23";"904";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:31:59"
"1048";"23";"905";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:33:10"
"1049";"23";"906";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:34:13"
"1050";"23";"907";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:35:05"
"1051";"23";"908";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:35:50"
"1052";"23";"909";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:36:38"
"1053";"23";"910";"Tidak Ada";"1";"2";"36";"2018-09-03";"17:42:54"
"1054";"31";"1420";"Tidak Ada";"1";"2";"37";"2018-09-03";"19:19:06"
"1055";"31";"1421";"Tidak Ada";"1";"2";"37";"2018-09-03";"19:31:06"
"1056";"31";"1422";"Tidak Ada";"1";"2";"37";"2018-09-03";"19:38:56"
"1057";"242";"10559";"Tidak Ada";"1";"2";"63";"2018-09-03";"19:42:53"
"1058";"242";"10560";"Tidak Ada";"1";"2";"63";"2018-09-03";"19:44:49"
"1059";"242";"10561";"Tidak Ada";"1";"2";"63";"2018-09-03";"19:45:21"
"1060";"31";"1423";"Tidak Ada";"1";"2";"37";"2018-09-03";"19:46:18"
"1061";"31";"1424";"Tidak Ada";"1";"2";"37";"2018-09-03";"19:47:00"
"1062";"242";"10562";"Tidak Ada";"1";"2";"63";"2018-09-03";"19:48:14"
"1063";"242";"10563";"Tidak Ada";"1";"2";"63";"2018-09-03";"19:50:25"
"1064";"242";"10564";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:12:06"
"1065";"242";"10565";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:13:51"
"1066";"242";"10566";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:14:22"
"1067";"306";"13154";"Tidak Ada";"1";"2";"69";"2018-09-03";"20:25:17"
"1068";"242";"10567";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:32:36"
"1069";"242";"10568";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:33:14"
"1070";"242";"10569";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:34:12"
"1071";"242";"10570";"Tidak Ada";"1";"2";"63";"2018-09-03";"20:35:06"
"1072";"31";"1425";"Tidak Ada";"1";"2";"37";"2018-09-03";"20:37:00"
"1073";"31";"1426";"Tidak Ada";"1";"2";"37";"2018-09-03";"20:45:04"
