"id_produk";"id_berita";"id_kalimat";"nama_produk";"isValid";"id_submitter";"date_submit";"time_submit"
"740";"3";"98";"mesin (Engine)";"2";"53";"2018-08-29";"14:14:01"
"741";"3";"98";"(Engine)";"2";"53";"2018-08-29";"14:14:05"
"742";"214";"9237";"Tidak Ada";"2";"31";"2018-08-29";"14:14:10"
"743";"3";"98";"pelek";"2";"53";"2018-08-29";"14:14:13"
"744";"3";"98";"pelek (Rims)";"2";"53";"2018-08-29";"14:14:21"
"745";"3";"98";"(Rims)";"2";"53";"2018-08-29";"14:14:29"
"746";"3";"98";"komposisi sektor bawah mobil";"2";"53";"2018-08-29";"14:14:36"
"747";"3";"98";"komposisi sektor bawah mobil (Under carriage)";"2";"53";"2018-08-29";"14:14:44"
"748";"3";"98";"(Under carriage)";"2";"53";"2018-08-29";"14:14:50"
"749";"3";"98";"Body Kit, desain kabin";"2";"53";"2018-08-29";"14:14:55"
"750";"3";"98";"Body Kit, desain kabin (Interior design)";"2";"53";"2018-08-29";"14:14:59"
"751";"3";"98";"(Interior design)";"2";"53";"2018-08-29";"14:15:05"
"752";"3";"98";"mobil terbaik pilihan pengunjung.";"2";"53";"2018-08-29";"14:15:10"
"753";"214";"9238";"Tidak Ada";"2";"31";"2018-08-29";"14:15:24"
"754";"292";"12503";"Tidak Ada";"2";"57";"2018-08-29";"14:15:57"
"755";"214";"9239";"Tidak Ada";"2";"31";"2018-08-29";"14:16:38"
"756";"214";"9240";"Surat Pernyataan Harta (SPH)";"2";"31";"2018-08-29";"14:16:55"
"757";"3";"99";"penerapan teknologi";"2";"53";"2018-08-29";"14:17:01"
"758";"3";"99";"penerapan teknologi (Advanced in technology)";"2";"53";"2018-08-29";"14:17:06"
"759";"214";"9240";"surat pemberitahuan (SPT) pajak tahunan";"2";"31";"2018-08-29";"14:17:11"
"760";"3";"99";"(Advanced in technology)";"2";"53";"2018-08-29";"14:17:11"
"761";"3";"99";"penampilan sport";"2";"53";"2018-08-29";"14:17:16"
"762";"3";"99";"penampilan sport (Racing look)";"2";"53";"2018-08-29";"14:17:20"
"763";"3";"99";"(Racing look)";"2";"53";"2018-08-29";"14:17:26"
"764";"3";"99";"penampilan ala mobil reli";"2";"53";"2018-08-29";"14:17:31"
"765";"3";"99";"penampilan ala mobil reli (Rally look)";"2";"53";"2018-08-29";"14:17:36"
"766";"3";"99";"(Rally look)";"2";"53";"2018-08-29";"14:17:44"
"767";"292";"12504";"Tidak Ada";"2";"57";"2018-08-29";"14:17:49"
"768";"292";"12504";"Tidak Ada";"2";"57";"2018-08-29";"14:17:51"
"769";"214";"9241";"Tidak Ada";"2";"31";"2018-08-29";"14:19:01"
"770";"214";"9242";"Pajak Penghasilan (PPh)";"2";"31";"2018-08-29";"14:19:53"
"771";"292";"12505";"Tidak Ada";"2";"57";"2018-08-29";"14:20:01"
"772";"214";"9242";"Peraturan Pemerintah No. 36 Tahun 2017";"2";"31";"2018-08-29";"14:20:04"
"773";"3";"100";"Honda";"2";"53";"2018-08-29";"14:20:34"
"774";"3";"100";"Honda Jazz";"2";"53";"2018-08-29";"14:20:39"
"775";"3";"100";"Jazz";"2";"53";"2018-08-29";"14:20:44"
"776";"3";"100";"Honda Brio";"2";"53";"2018-08-29";"14:20:49"
"777";"3";"100";"Honda";"2";"53";"2018-08-29";"14:20:54"
"778";"214";"9243";"SPH";"2";"31";"2018-08-29";"14:20:56"
"779";"3";"100";"Honda Brio";"2";"53";"2018-08-29";"14:21:00"
"780";"3";"100";"Brio";"2";"53";"2018-08-29";"14:21:07"
"781";"3";"100";"Hatchback";"2";"53";"2018-08-29";"14:21:14"
"782";"3";"100";"mobil Hatchback";"2";"53";"2018-08-29";"14:21:22"
"783";"3";"100";"mobil";"2";"53";"2018-08-29";"14:21:26"
"784";"292";"12506";"Tidak Ada";"2";"57";"2018-08-29";"14:21:34"
"785";"240";"10493";"Tidak Ada";"2";"63";"2018-08-29";"14:22:38"
"786";"292";"12507";"Tidak Ada";"2";"57";"2018-08-29";"14:22:41"
"787";"292";"12508";"Tidak Ada";"2";"57";"2018-08-29";"14:24:45"
"788";"214";"9244";"Tidak Ada";"2";"31";"2018-08-29";"14:24:51"
"789";"3";"101";"Tidak Ada";"2";"53";"2018-08-29";"14:25:00"
"790";"240";"10494";"Tidak Ada";"2";"63";"2018-08-29";"14:25:20"
"791";"214";"9245";"Tidak Ada";"2";"31";"2018-08-29";"14:26:00"
"792";"240";"10495";"Tidak Ada";"2";"63";"2018-08-29";"14:26:48"
"793";"292";"12509";"Tidak Ada";"2";"57";"2018-08-29";"14:27:05"
"794";"214";"9246";"Tidak Ada";"2";"31";"2018-08-29";"14:27:12"
"795";"214";"9247";"Tidak Ada";"2";"31";"2018-08-29";"14:28:27"
"796";"292";"12510";"Tidak Ada";"2";"57";"2018-08-29";"14:28:54"
"797";"214";"9248";"Tidak Ada";"2";"31";"2018-08-29";"14:29:35"
"798";"292";"12511";"Tidak Ada";"2";"57";"2018-08-29";"14:30:25"
"799";"214";"9249";"Tidak Ada";"2";"31";"2018-08-29";"14:30:49"
"800";"214";"9250";"Tidak Ada";"2";"31";"2018-08-29";"14:31:28"
"801";"292";"12512";"Tidak Ada";"2";"57";"2018-08-29";"14:32:10"
"802";"214";"9251";"Tidak Ada";"2";"31";"2018-08-29";"14:33:09"
"803";"214";"9252";"Tidak Ada";"2";"31";"2018-08-29";"14:34:34"
"804";"292";"12513";"Tidak Ada";"2";"57";"2018-08-29";"14:34:34"
"805";"214";"9253";"surat keterangan amnesti pajak";"2";"31";"2018-08-29";"14:36:09"
"806";"214";"9253";"surat keterangan bebas (SKB) PPh";"2";"31";"2018-08-29";"14:36:22"
"807";"292";"12514";"Tidak Ada";"2";"57";"2018-08-29";"14:36:23"
"808";"214";"9254";"Pasal 21 ayat 3 dan Pasal 23 UU Pengampunan Pajak";"2";"31";"2018-08-29";"14:37:32"
"809";"292";"12515";"Tidak Ada";"2";"57";"2018-08-29";"14:38:18"
"810";"214";"9255";"Tidak Ada";"2";"31";"2018-08-29";"14:39:15"
"811";"292";"12516";"Tidak Ada";"2";"57";"2018-08-29";"14:39:45"
"812";"214";"9256";"Tidak Ada";"2";"31";"2018-08-29";"14:39:54"
"813";"214";"9257";"PMK Nomor 118 Tahun 2016";"2";"31";"2018-08-29";"14:40:22"
"814";"292";"12517";"Tidak Ada";"2";"57";"2018-08-29";"14:41:17"
"815";"214";"9258";"Tidak Ada";"2";"31";"2018-08-29";"14:42:20"
"816";"292";"12518";"Tidak Ada";"2";"57";"2018-08-29";"14:42:32"
"817";"214";"9259";"Tidak Ada";"2";"31";"2018-08-29";"14:43:30"
"818";"292";"12519";"Tidak Ada";"2";"57";"2018-08-29";"14:44:05"
"819";"292";"12519";"Tidak Ada";"2";"57";"2018-08-29";"14:44:05"
"820";"214";"9260";"Tidak Ada";"2";"31";"2018-08-29";"14:44:13"
"821";"292";"12520";"Tidak Ada";"2";"57";"2018-08-29";"14:45:24"
"822";"292";"12521";"Tidak Ada";"2";"57";"2018-08-29";"14:46:30"
"823";"292";"12522";"Tidak Ada";"2";"57";"2018-08-29";"14:47:54"
"824";"292";"12523";"Tidak Ada";"2";"57";"2018-08-29";"14:49:29"
"825";"292";"12524";"Tidak Ada";"2";"57";"2018-08-29";"14:50:32"
"826";"292";"12525";"Tidak Ada";"2";"57";"2018-08-29";"14:51:59"
"827";"292";"12526";"Tidak Ada";"2";"57";"2018-08-29";"14:53:10"
"828";"292";"12527";"Tidak Ada";"2";"57";"2018-08-29";"14:54:30"
"829";"292";"12528";"Tidak Ada";"2";"57";"2018-08-29";"14:55:49"
"830";"292";"12529";"Tidak Ada";"2";"57";"2018-08-29";"14:56:59"
"831";"292";"12530";"Tidak Ada";"2";"57";"2018-08-29";"14:58:11"
"832";"292";"12531";"Tidak Ada";"2";"57";"2018-08-29";"14:59:51"
"833";"292";"12532";"Tidak Ada";"2";"57";"2018-08-29";"15:01:04"
"834";"292";"12533";"Tidak Ada";"2";"57";"2018-08-29";"15:02:29"
"835";"267";"11612";"Tidak Ada";"2";"57";"2018-08-29";"15:08:39"
"836";"267";"11613";"Tidak Ada";"2";"57";"2018-08-29";"15:10:03"
"837";"267";"11614";"Tidak Ada";"2";"57";"2018-08-29";"15:12:14"
"838";"267";"11615";"Tidak Ada";"2";"57";"2018-08-29";"15:13:39"
"839";"267";"11616";"Tidak Ada";"2";"57";"2018-08-29";"15:15:21"
"840";"27";"1265";"Tidak Ada";"2";"39";"2018-08-29";"15:26:32"
"841";"240";"10496";"Tidak Ada";"2";"63";"2018-08-29";"16:46:15"
"842";"240";"10497";"Tidak Ada";"2";"63";"2018-08-29";"16:47:50"
"843";"240";"10498";"Tidak Ada";"2";"63";"2018-08-29";"16:49:44"
"844";"240";"10499";"Tidak Ada";"2";"63";"2018-08-29";"16:51:01"
"845";"240";"10500";"Tidak Ada";"2";"63";"2018-08-29";"16:52:54"
"846";"240";"10501";"Tidak Ada";"2";"63";"2018-08-29";"16:53:54"
"847";"240";"10502";"Tidak Ada";"2";"63";"2018-08-29";"17:09:51"
"848";"240";"10503";"Tidak Ada";"2";"63";"2018-08-29";"17:11:17"
"849";"240";"10504";"Tidak Ada";"2";"63";"2018-08-29";"17:12:33"
"850";"240";"10505";"Tidak Ada";"2";"63";"2018-08-29";"17:14:09"
"851";"240";"10506";"Tidak Ada";"2";"63";"2018-08-29";"17:15:23"
"852";"240";"10507";"Tidak Ada";"2";"63";"2018-08-29";"17:16:09"
"853";"240";"10508";"Tidak Ada";"2";"63";"2018-08-29";"17:17:00"
"854";"240";"10509";"Tidak Ada";"2";"63";"2018-08-29";"17:17:52"
"855";"242";"10538";"Kue pancong";"2";"63";"2018-08-29";"17:28:24"
"856";"100";"4137";"Tidak Ada";"2";"50";"2018-08-29";"21:04:17"
"857";"100";"4138";"Tidak Ada";"2";"50";"2018-08-29";"21:17:16"
"858";"100";"4139";"Tidak Ada";"2";"50";"2018-08-29";"21:44:10"
"859";"100";"4140";"Tidak Ada";"2";"50";"2018-08-29";"22:05:03"
"860";"100";"4141";"Tidak Ada";"2";"50";"2018-08-29";"22:13:18"
"861";"100";"4142";"Tidak Ada";"2";"50";"2018-08-29";"22:19:02"
"862";"100";"4143";"Tidak Ada";"2";"50";"2018-08-29";"22:21:22"
"863";"27";"1266";"Tidak Ada";"2";"39";"2018-08-29";"22:25:38"
"864";"100";"4144";"Tidak Ada";"2";"50";"2018-08-29";"22:28:05"
"865";"100";"4145";"Tidak Ada";"2";"50";"2018-08-29";"22:32:03"
"866";"100";"4146";"Tidak Ada";"2";"50";"2018-08-29";"22:38:40"
"867";"100";"4147";"Tidak Ada";"2";"50";"2018-08-29";"22:41:25"
"868";"100";"4148";"Tidak Ada";"2";"50";"2018-08-29";"22:43:45"
"869";"43";"2049";"Tidak Ada";"2";"42";"2018-08-29";"23:31:56"
"870";"214";"9261";"Tidak Ada";"2";"31";"2018-08-30";"08:44:52"
"871";"214";"9262";"Tidak Ada";"2";"31";"2018-08-30";"08:45:55"
"872";"219";"9375";"Tidak Ada";"2";"31";"2018-08-30";"08:48:11"
"873";"219";"9376";"Tidak Ada";"2";"31";"2018-08-30";"08:48:57"
"874";"219";"9377";"Tidak Ada";"2";"31";"2018-08-30";"08:49:33"
"875";"219";"9378";"Tidak Ada";"2";"31";"2018-08-30";"08:50:45"
"876";"219";"9379";"Tidak Ada";"2";"31";"2018-08-30";"08:51:49"
"877";"219";"9380";"Tidak Ada";"2";"31";"2018-08-30";"08:52:31"
"878";"219";"9381";"Tidak Ada";"2";"31";"2018-08-30";"08:53:51"
"879";"219";"9382";"Tidak Ada";"2";"31";"2018-08-30";"08:54:48"
"880";"219";"9383";"Tidak Ada";"2";"31";"2018-08-30";"08:55:42"
"881";"219";"9384";"Tidak Ada";"2";"31";"2018-08-30";"08:57:30"
"882";"219";"9385";"Tidak Ada";"2";"31";"2018-08-30";"08:59:12"
"883";"219";"9386";"Peraturan Pemerintah (PP) Nomor 72 tahun 2016";"2";"31";"2018-08-30";"08:59:24"
"884";"219";"9387";"Tidak Ada";"2";"31";"2018-08-30";"09:01:00"
"885";"219";"9388";"Tidak Ada";"2";"31";"2018-08-30";"09:03:12"
"886";"219";"9389";"Tidak Ada";"2";"31";"2018-08-30";"09:04:19"
"887";"219";"9390";"Tidak Ada";"2";"31";"2018-08-30";"09:05:57"
"888";"219";"9391";"Tidak Ada";"2";"31";"2018-08-30";"09:07:03"
"889";"219";"9392";"Tidak Ada";"2";"31";"2018-08-30";"09:07:42"
"890";"219";"9393";"Undang-Undang (UU) Nomor 19 Tahun 2003 Tentang BUMN";"2";"31";"2018-08-30";"09:08:00"
"891";"219";"9393";"UU Nomor 40 Tahun 2007 tentang Perseroan Terbatas";"2";"31";"2018-08-30";"09:08:09"
"892";"219";"9393";"UU Nomor 17 Tahun 2003 tentang Keuangan Negara";"2";"31";"2018-08-30";"09:08:22"
"893";"219";"9394";"Tidak Ada";"2";"31";"2018-08-30";"09:10:12"
"894";"219";"9395";"Tidak Ada";"2";"31";"2018-08-30";"09:11:04"
"895";"219";"9396";"Tidak Ada";"2";"31";"2018-08-30";"09:11:49"
"896";"219";"9397";"Tidak Ada";"2";"31";"2018-08-30";"09:12:54"
"897";"219";"9398";"Tidak Ada";"2";"31";"2018-08-30";"09:14:08"
"898";"219";"9399";"PP 72 Tahun 2016";"2";"31";"2018-08-30";"09:14:47"
"899";"219";"9400";"Tidak Ada";"2";"31";"2018-08-30";"09:16:05"
"900";"219";"9401";"Tidak Ada";"2";"31";"2018-08-30";"09:16:50"
"901";"219";"9402";"Tidak Ada";"2";"31";"2018-08-30";"09:17:47"
"902";"219";"9403";"Tidak Ada";"2";"31";"2018-08-30";"09:18:20"
"903";"219";"9404";"Tidak Ada";"2";"31";"2018-08-30";"09:19:38"
"904";"219";"9405";"Tidak Ada";"2";"31";"2018-08-30";"09:20:33"
"905";"219";"9406";"Tidak Ada";"2";"31";"2018-08-30";"09:22:22"
"906";"219";"9407";"Tidak Ada";"2";"31";"2018-08-30";"09:23:26"
"907";"219";"9408";"Tidak Ada";"2";"31";"2018-08-30";"09:25:08"
"908";"35";"1571";"Mars 2020";"2";"34";"2018-08-30";"10:33:53"
"909";"35";"1572";"sky crane";"2";"34";"2018-08-30";"10:38:14"
"910";"35";"1573";"Tidak Ada";"2";"34";"2018-08-30";"10:44:58"
"911";"35";"1574";"Pathfinder";"2";"34";"2018-08-30";"10:47:11"
"912";"22";"827";"Tidak Ada";"2";"37";"2018-08-30";"17:28:19"
"913";"22";"828";"Tidak Ada";"2";"37";"2018-08-30";"17:29:35"
"914";"22";"829";"Tidak Ada";"2";"37";"2018-08-30";"17:32:24"
"915";"22";"831";"Tidak Ada";"2";"37";"2018-08-30";"19:01:57"
"916";"22";"832";"Tidak Ada";"2";"37";"2018-08-30";"19:13:19"
"917";"22";"833";"Tidak Ada";"2";"37";"2018-08-30";"19:13:57"
"918";"100";"4149";"Tidak Ada";"2";"50";"2018-08-30";"19:44:13"
"919";"100";"4150";"Tidak Ada";"2";"50";"2018-08-30";"19:49:45"
"920";"100";"4151";"Tidak Ada";"2";"50";"2018-08-30";"19:59:18"
"921";"100";"4152";"Tidak Ada";"2";"50";"2018-08-30";"20:08:50"
"922";"100";"4153";"Tidak Ada";"2";"50";"2018-08-30";"20:15:01"
"923";"100";"4154";"Tidak Ada";"2";"50";"2018-08-30";"20:17:36"
"924";"100";"4155";"Tidak Ada";"2";"50";"2018-08-30";"20:21:01"
"925";"242";"10539";"Tidak Ada";"2";"63";"2018-08-30";"20:22:43"
"926";"242";"10540";"Tidak Ada";"2";"63";"2018-08-30";"20:23:41"
"927";"100";"4156";"Tidak Ada";"2";"50";"2018-08-30";"20:24:36"
"928";"242";"10541";"Tidak Ada";"2";"63";"2018-08-30";"20:25:29"
"929";"242";"10542";"Tidak Ada";"2";"63";"2018-08-30";"20:27:29"
"930";"22";"834";"Tidak Ada";"2";"37";"2018-08-30";"20:27:59"
"931";"242";"10543";"coconut pancake";"2";"63";"2018-08-30";"20:29:41"
"932";"107";"4367";"Tidak Ada";"2";"50";"2018-08-30";"20:30:36"
"933";"242";"10544";"Tidak Ada";"2";"63";"2018-08-30";"20:30:59"
"934";"242";"10545";"Tidak Ada";"2";"63";"2018-08-30";"20:32:37"
"935";"107";"4368";"Tidak Ada";"2";"50";"2018-08-30";"20:33:15"
"936";"107";"4369";"Tidak Ada";"2";"50";"2018-08-30";"20:35:33"
"937";"107";"4370";"Tidak Ada";"2";"50";"2018-08-30";"20:39:16"
"938";"242";"10546";"Tidak Ada";"2";"63";"2018-08-30";"20:39:48"
"939";"242";"10547";"Tidak Ada";"2";"63";"2018-08-30";"20:40:28"
"940";"242";"10548";"Tidak Ada";"2";"63";"2018-08-30";"20:41:06"
"941";"242";"10549";"Tidak Ada";"2";"63";"2018-08-30";"20:41:43"
"942";"242";"10550";"Tidak Ada";"2";"63";"2018-08-30";"20:42:23"
"943";"242";"10551";"Tidak Ada";"2";"63";"2018-08-30";"20:43:01"
"944";"107";"4371";"Tidak Ada";"2";"50";"2018-08-30";"20:43:54"
"945";"242";"10552";"Tidak Ada";"2";"63";"2018-08-30";"20:44:27"
"946";"242";"10553";"Tidak Ada";"2";"63";"2018-08-30";"20:45:09"
"947";"107";"4372";"Tidak Ada";"2";"50";"2018-08-30";"20:45:35"
"948";"242";"10554";"Tidak Ada";"2";"63";"2018-08-30";"20:45:48"
"949";"242";"10555";"Tidak Ada";"2";"63";"2018-08-30";"20:47:07"
"950";"242";"10556";"Tidak Ada";"2";"63";"2018-08-30";"20:47:37"
"951";"107";"4373";"Tidak Ada";"2";"50";"2018-08-30";"20:49:22"
"952";"22";"835";"Tidak Ada";"2";"37";"2018-08-30";"20:49:39"
"953";"107";"4374";"Tidak Ada";"2";"50";"2018-08-30";"20:51:58"
"954";"107";"4375";"Tidak Ada";"2";"50";"2018-08-30";"20:53:24"
"955";"107";"4376";"Tidak Ada";"2";"50";"2018-08-30";"20:54:52"
"956";"107";"4377";"Tidak Ada";"2";"50";"2018-08-30";"20:58:36"
"957";"242";"10557";"Tidak Ada";"2";"63";"2018-08-30";"21:10:19"
"958";"242";"10558";"Tidak Ada";"2";"63";"2018-08-30";"21:11:10"
"959";"107";"4378";"Tidak Ada";"2";"50";"2018-08-30";"21:11:26"
"960";"107";"4379";"Tidak Ada";"2";"50";"2018-08-30";"21:13:20"
"961";"107";"4380";"Tidak Ada";"2";"50";"2018-08-30";"21:15:50"
"962";"107";"4381";"Tidak Ada";"2";"50";"2018-08-30";"21:18:58"
"963";"107";"4382";"Tidak Ada";"2";"50";"2018-08-30";"21:20:36"
"964";"107";"4383";"Tidak Ada";"2";"50";"2018-08-30";"21:21:58"
"965";"107";"4384";"Tidak Ada";"2";"50";"2018-08-30";"21:24:36"
"966";"107";"4385";"Tidak Ada";"2";"50";"2018-08-30";"21:26:23"
"967";"107";"4386";"Tidak Ada";"2";"50";"2018-08-30";"21:28:21"
"968";"107";"4387";"Tidak Ada";"2";"50";"2018-08-30";"21:31:49"
"969";"22";"836";"Tidak Ada";"2";"37";"2018-08-30";"21:43:43"
"970";"22";"837";"Tidak Ada";"2";"37";"2018-08-30";"21:44:29"
"971";"107";"4388";"Tidak Ada";"2";"50";"2018-08-30";"21:52:04"
"972";"107";"4389";"Tidak Ada";"2";"50";"2018-08-30";"22:08:12"
"973";"107";"4390";"Tidak Ada";"2";"50";"2018-08-30";"22:10:17"
"974";"107";"4391";"Tidak Ada";"2";"50";"2018-08-30";"22:22:28"
"975";"22";"838";"Tidak Ada";"2";"37";"2018-08-30";"22:49:28"
"976";"107";"4392";"Tidak Ada";"2";"50";"2018-08-30";"23:22:12"
"977";"107";"4393";"Tidak Ada";"2";"50";"2018-08-30";"23:26:11"
"978";"22";"839";"Tidak Ada";"2";"37";"2018-08-30";"23:27:17"
"979";"107";"4394";"Tidak Ada";"2";"50";"2018-08-30";"23:30:34"
"980";"107";"4395";"Tidak Ada";"2";"50";"2018-08-30";"23:32:30"
"981";"107";"4396";"Tidak Ada";"2";"50";"2018-08-30";"23:42:02"
"982";"107";"4397";"Tidak Ada";"2";"50";"2018-08-30";"23:43:40"
"983";"107";"4398";"Tidak Ada";"2";"50";"2018-08-30";"23:46:02"
"984";"107";"4399";"Tidak Ada";"2";"50";"2018-08-30";"23:47:39"
"985";"22";"840";"Tidak Ada";"2";"37";"2018-08-30";"23:49:24"
"986";"107";"4400";"Tidak Ada";"2";"50";"2018-08-30";"23:49:33"
"987";"22";"841";"Tidak Ada";"2";"37";"2018-08-30";"23:50:48"
"988";"107";"4401";"Tidak Ada";"2";"50";"2018-08-30";"23:52:29"
"989";"113";"4602";"Tidak Ada";"2";"50";"2018-08-30";"23:55:44"
"990";"113";"4603";"Tidak Ada";"2";"50";"2018-08-30";"23:59:36"
"991";"113";"4604";"Tidak Ada";"2";"50";"2018-08-31";"00:04:01"
"992";"31";"1443";"Tidak Ada";"2";"37";"2018-08-31";"00:05:58"
"993";"31";"1444";"Tidak Ada";"2";"37";"2018-08-31";"00:08:03"
"994";"31";"1445";"Tidak Ada";"2";"37";"2018-08-31";"00:09:13"
"995";"31";"1403";"Tidak Ada";"2";"37";"2018-08-31";"00:10:41"
"996";"31";"1404";"Tidak Ada";"2";"37";"2018-08-31";"00:11:19"
"997";"31";"1405";"Tidak Ada";"2";"37";"2018-08-31";"00:14:48"
"998";"31";"1406";"Tidak Ada";"2";"37";"2018-08-31";"00:15:29"
"999";"31";"1407";"Tidak Ada";"2";"37";"2018-08-31";"00:16:17"
"1000";"113";"4605";"Tidak Ada";"2";"50";"2018-08-31";"00:16:29"
"1001";"31";"1408";"Tidak Ada";"2";"37";"2018-08-31";"00:16:52"
"1002";"31";"1409";"Tidak Ada";"2";"37";"2018-08-31";"00:17:32"
"1003";"31";"1410";"Tidak Ada";"2";"37";"2018-08-31";"00:20:24"
"1004";"113";"4606";"Tidak Ada";"2";"50";"2018-08-31";"00:30:59"
"1005";"31";"1411";"Tidak Ada";"2";"37";"2018-08-31";"00:34:34"
"1006";"31";"1412";"Tidak Ada";"2";"37";"2018-08-31";"00:35:36"
"1007";"31";"1413";"Tidak Ada";"2";"37";"2018-08-31";"00:36:16"
"1008";"31";"1414";"Tidak Ada";"2";"37";"2018-08-31";"00:37:42"
"1009";"31";"1415";"Tidak Ada";"2";"37";"2018-08-31";"00:39:44"
"1010";"113";"4607";"Tidak Ada";"2";"50";"2018-08-31";"00:47:28"
"1011";"113";"4608";"Tidak Ada";"2";"50";"2018-08-31";"00:52:36"
"1012";"113";"4609";"Tidak Ada";"2";"50";"2018-08-31";"00:55:22"
"1013";"113";"4610";"Tidak Ada";"2";"50";"2018-08-31";"01:01:27"
"1014";"113";"4611";"Tidak Ada";"2";"50";"2018-08-31";"01:03:52"
"1015";"113";"4612";"Tidak Ada";"2";"50";"2018-08-31";"01:06:31"
"1016";"113";"4613";"Tidak Ada";"2";"50";"2018-08-31";"01:10:32"
"1017";"113";"4614";"Tidak Ada";"2";"50";"2018-08-31";"01:14:33"
"1018";"113";"4615";"Tidak Ada";"2";"50";"2018-08-31";"01:17:16"
"1019";"113";"4616";"Tidak Ada";"2";"50";"2018-08-31";"01:20:36"
"1020";"199";"8668";"Tidak Ada";"2";"65";"2018-08-31";"01:52:13"
"1021";"199";"8669";"Tidak Ada";"2";"65";"2018-08-31";"01:57:19"
"1022";"199";"8670";"Tidak Ada";"2";"65";"2018-08-31";"02:00:59"
"1023";"199";"8671";"Tidak Ada";"2";"65";"2018-08-31";"02:07:23"
"1024";"199";"8672";"Tidak Ada";"2";"65";"2018-08-31";"02:11:09"
"1025";"199";"8673";"Tidak Ada";"2";"65";"2018-08-31";"02:13:42"
"1026";"199";"8674";"Tidak Ada";"2";"65";"2018-08-31";"02:17:24"
"1027";"199";"8675";"Tidak Ada";"2";"65";"2018-08-31";"02:23:17"
"1028";"199";"8676";"Tidak Ada";"2";"65";"2018-08-31";"02:26:22"
"1029";"199";"8677";"Tidak Ada";"2";"65";"2018-08-31";"02:28:48"
"1030";"199";"8678";"Tidak Ada";"2";"65";"2018-08-31";"02:32:50"
"1031";"199";"8679";"Tidak Ada";"2";"65";"2018-08-31";"02:35:25"
"1032";"199";"8680";"Tidak Ada";"2";"65";"2018-08-31";"02:44:14"
"1033";"31";"1416";"Tidak Ada";"2";"37";"2018-08-31";"09:12:07"
"1034";"31";"1417";"Tidak Ada";"2";"37";"2018-08-31";"09:27:45"
"1035";"31";"1418";"Tidak Ada";"2";"37";"2018-08-31";"09:31:55"
"1036";"31";"1419";"Tidak Ada";"2";"37";"2018-08-31";"09:35:50"
"1037";"23";"864";"Tidak Ada";"2";"36";"2018-09-03";"15:43:05"
"1038";"23";"865";"Tidak Ada";"2";"36";"2018-09-03";"15:47:01"
"1039";"23";"866";"Tidak Ada";"2";"36";"2018-09-03";"15:48:16"
"1040";"23";"867";"Tidak Ada";"2";"36";"2018-09-03";"15:57:35"
"1041";"23";"868";"Tidak Ada";"2";"36";"2018-09-03";"16:01:35"
"1042";"23";"869";"Tidak Ada";"2";"36";"2018-09-03";"16:03:17"
"1043";"23";"870";"Tidak Ada";"2";"36";"2018-09-03";"16:04:35"
"1044";"23";"871";"Tidak Ada";"2";"36";"2018-09-03";"16:07:00"
"1045";"23";"872";"Tidak Ada";"2";"36";"2018-09-03";"16:09:17"
"1046";"23";"873";"Tidak Ada";"2";"36";"2018-09-03";"16:11:31"
"1047";"23";"874";"Tidak Ada";"2";"36";"2018-09-03";"16:15:43"
"1048";"23";"875";"Tidak Ada";"2";"36";"2018-09-03";"16:18:56"
"1049";"23";"876";"Tidak Ada";"2";"36";"2018-09-03";"16:20:21"
"1050";"23";"877";"Tidak Ada";"2";"36";"2018-09-03";"16:22:47"
"1051";"23";"878";"Tidak Ada";"2";"36";"2018-09-03";"16:26:05"
"1052";"23";"879";"Tidak Ada";"2";"36";"2018-09-03";"16:29:03"
"1053";"23";"880";"Tidak Ada";"2";"36";"2018-09-03";"16:32:25"
"1054";"23";"881";"Tidak Ada";"2";"36";"2018-09-03";"16:33:57"
"1055";"23";"882";"Tidak Ada";"2";"36";"2018-09-03";"16:35:16"
"1056";"23";"883";"Tidak Ada";"2";"36";"2018-09-03";"16:37:27"
"1057";"23";"884";"Tidak Ada";"2";"36";"2018-09-03";"16:43:12"
"1058";"23";"885";"Tidak Ada";"2";"36";"2018-09-03";"17:02:51"
"1059";"23";"886";"Tidak Ada";"2";"36";"2018-09-03";"17:08:30"
"1060";"23";"887";"Tidak Ada";"2";"36";"2018-09-03";"17:10:19"
"1061";"23";"888";"Tidak Ada";"2";"36";"2018-09-03";"17:12:33"
"1062";"23";"889";"Tidak Ada";"2";"36";"2018-09-03";"17:14:13"
"1063";"23";"890";"Tidak Ada";"2";"36";"2018-09-03";"17:15:24"
"1064";"23";"891";"Tidak Ada";"2";"36";"2018-09-03";"17:16:26"
"1065";"23";"892";"Tidak Ada";"2";"36";"2018-09-03";"17:17:12"
"1066";"23";"893";"Tidak Ada";"2";"36";"2018-09-03";"17:17:59"
"1067";"23";"894";"Tidak Ada";"2";"36";"2018-09-03";"17:19:12"
"1068";"23";"895";"Tidak Ada";"2";"36";"2018-09-03";"17:20:14"
"1069";"23";"896";"Tidak Ada";"2";"36";"2018-09-03";"17:22:34"
"1070";"23";"897";"Tidak Ada";"2";"36";"2018-09-03";"17:23:31"
"1071";"23";"898";"Tidak Ada";"2";"36";"2018-09-03";"17:24:59"
"1072";"23";"899";"Tidak Ada";"2";"36";"2018-09-03";"17:26:56"
"1073";"23";"900";"Tidak Ada";"2";"36";"2018-09-03";"17:28:16"
