"id_money";"id_berita";"id_kalimat";"money";"isValid";"id_submitter";"date_submit";"time_submit"
"741";"214";"9244";"Rp4,8 miliar";"2";"31";"2018-08-29";"14:23:08"
"742";"214";"9244";"Rp632 juta";"2";"31";"2018-08-29";"14:23:17"
"743";"292";"12508";"Tidak Ada";"2";"57";"2018-08-29";"14:24:32"
"744";"3";"101";"Tidak Ada";"2";"53";"2018-08-29";"14:24:49"
"745";"240";"10494";"Tidak Ada";"2";"63";"2018-08-29";"14:25:12"
"746";"214";"9245";"Tidak Ada";"2";"31";"2018-08-29";"14:25:55"
"747";"240";"10495";"Tidak Ada";"2";"63";"2018-08-29";"14:26:37"
"748";"292";"12509";"Tidak Ada";"2";"57";"2018-08-29";"14:26:54"
"749";"214";"9246";"Tidak Ada";"2";"31";"2018-08-29";"14:27:02"
"750";"214";"9247";"Tidak Ada";"2";"31";"2018-08-29";"14:28:18"
"751";"292";"12510";"Tidak Ada";"2";"57";"2018-08-29";"14:28:48"
"752";"214";"9248";"Tidak Ada";"2";"31";"2018-08-29";"14:29:40"
"753";"292";"12511";"Tidak Ada";"2";"57";"2018-08-29";"14:30:19"
"754";"214";"9249";"Tidak Ada";"2";"31";"2018-08-29";"14:31:00"
"755";"214";"9250";"Rp1";"2";"31";"2018-08-29";"14:31:18"
"756";"292";"12512";"Tidak Ada";"2";"57";"2018-08-29";"14:31:58"
"757";"214";"9251";"triliun";"2";"31";"2018-08-29";"14:32:59"
"758";"292";"12513";"Tidak Ada";"2";"57";"2018-08-29";"14:34:06"
"759";"214";"9252";"Tidak Ada";"2";"31";"2018-08-29";"14:34:42"
"760";"292";"12514";"Tidak Ada";"2";"57";"2018-08-29";"14:36:12"
"761";"214";"9253";"Tidak Ada";"2";"31";"2018-08-29";"14:36:30"
"762";"214";"9254";"Tidak Ada";"2";"31";"2018-08-29";"14:37:57"
"763";"292";"12515";"Tidak Ada";"2";"57";"2018-08-29";"14:38:09"
"764";"214";"9255";"Tidak Ada";"2";"31";"2018-08-29";"14:39:09"
"765";"292";"12516";"Tidak Ada";"2";"57";"2018-08-29";"14:39:41"
"766";"214";"9256";"Tidak Ada";"2";"31";"2018-08-29";"14:39:58"
"767";"214";"9257";"Tidak Ada";"2";"31";"2018-08-29";"14:40:40"
"768";"292";"12517";"Tidak Ada";"2";"57";"2018-08-29";"14:41:12"
"769";"214";"9258";"Tidak Ada";"2";"31";"2018-08-29";"14:42:14"
"770";"292";"12518";"Tidak Ada";"2";"57";"2018-08-29";"14:42:27"
"771";"214";"9259";"Tidak Ada";"2";"31";"2018-08-29";"14:43:23"
"772";"292";"12519";"Tidak Ada";"2";"57";"2018-08-29";"14:44:00"
"773";"214";"9260";"Tidak Ada";"2";"31";"2018-08-29";"14:44:17"
"774";"292";"12520";"Tidak Ada";"2";"57";"2018-08-29";"14:45:21"
"775";"292";"12521";"Tidak Ada";"2";"57";"2018-08-29";"14:46:22"
"776";"292";"12522";"Tidak Ada";"2";"57";"2018-08-29";"14:47:49"
"777";"292";"12523";"Tidak Ada";"2";"57";"2018-08-29";"14:49:25"
"778";"292";"12524";"Tidak Ada";"2";"57";"2018-08-29";"14:50:28"
"779";"292";"12525";"Tidak Ada";"2";"57";"2018-08-29";"14:51:54"
"780";"292";"12526";"Tidak Ada";"2";"57";"2018-08-29";"14:53:02"
"781";"292";"12527";"Tidak Ada";"2";"57";"2018-08-29";"14:54:24"
"782";"292";"12527";"Tidak Ada";"2";"57";"2018-08-29";"14:54:25"
"783";"292";"12528";"Tidak Ada";"2";"57";"2018-08-29";"14:55:44"
"784";"292";"12529";"Tidak Ada";"2";"57";"2018-08-29";"14:56:54"
"785";"292";"12530";"Tidak Ada";"2";"57";"2018-08-29";"14:57:59"
"786";"292";"12531";"Tidak Ada";"2";"57";"2018-08-29";"14:59:47"
"787";"292";"12532";"Tidak Ada";"2";"57";"2018-08-29";"15:00:57"
"788";"292";"12532";"Tidak Ada";"2";"57";"2018-08-29";"15:00:58"
"789";"292";"12533";"Tidak Ada";"2";"57";"2018-08-29";"15:02:16"
"790";"267";"11612";"Tidak Ada";"2";"57";"2018-08-29";"15:08:35"
"791";"267";"11613";"Tidak Ada";"2";"57";"2018-08-29";"15:09:56"
"792";"267";"11614";"Tidak Ada";"2";"57";"2018-08-29";"15:12:09"
"793";"267";"11615";"Tidak Ada";"2";"57";"2018-08-29";"15:13:31"
"794";"267";"11616";"Tidak Ada";"2";"57";"2018-08-29";"15:15:17"
"795";"27";"1265";"Tidak Ada";"2";"39";"2018-08-29";"15:26:45"
"796";"240";"10496";"Tidak Ada";"2";"63";"2018-08-29";"16:46:16"
"797";"240";"10497";"Tidak Ada";"2";"63";"2018-08-29";"16:47:37"
"798";"240";"10498";"Tidak Ada";"2";"63";"2018-08-29";"16:49:40"
"799";"240";"10499";"Tidak Ada";"2";"63";"2018-08-29";"16:50:55"
"800";"240";"10500";"Tidak Ada";"2";"63";"2018-08-29";"16:52:49"
"801";"240";"10501";"Tidak Ada";"2";"63";"2018-08-29";"16:53:49"
"802";"240";"10502";"Tidak Ada";"2";"63";"2018-08-29";"17:09:45"
"803";"240";"10503";"Tidak Ada";"2";"63";"2018-08-29";"17:11:12"
"804";"240";"10504";"Tidak Ada";"2";"63";"2018-08-29";"17:12:26"
"805";"240";"10505";"Tidak Ada";"2";"63";"2018-08-29";"17:14:03"
"806";"240";"10506";"Tidak Ada";"2";"63";"2018-08-29";"17:15:11"
"807";"240";"10507";"Tidak Ada";"2";"63";"2018-08-29";"17:16:01"
"808";"240";"10508";"Tidak Ada";"2";"63";"2018-08-29";"17:16:55"
"809";"240";"10509";"Tidak Ada";"2";"63";"2018-08-29";"17:17:46"
"810";"242";"10538";"Tidak Ada";"2";"63";"2018-08-29";"17:28:14"
"811";"100";"4137";"Tidak Ada";"2";"50";"2018-08-29";"21:03:49"
"812";"100";"4138";"Tidak Ada";"2";"50";"2018-08-29";"21:16:44"
"813";"100";"4139";"Tidak Ada";"2";"50";"2018-08-29";"21:43:22"
"814";"100";"4140";"Tidak Ada";"2";"50";"2018-08-29";"22:04:15"
"815";"100";"4141";"Tidak Ada";"2";"50";"2018-08-29";"22:12:51"
"816";"100";"4142";"Tidak Ada";"2";"50";"2018-08-29";"22:17:34"
"817";"100";"4143";"Tidak Ada";"2";"50";"2018-08-29";"22:21:07"
"818";"27";"1266";"Tidak Ada";"2";"39";"2018-08-29";"22:24:54"
"819";"100";"4144";"Tidak Ada";"2";"50";"2018-08-29";"22:27:50"
"820";"100";"4145";"Tidak Ada";"2";"50";"2018-08-29";"22:31:50"
"821";"100";"4146";"Tidak Ada";"2";"50";"2018-08-29";"22:38:31"
"822";"100";"4147";"Tidak Ada";"2";"50";"2018-08-29";"22:41:05"
"823";"100";"4148";"Tidak Ada";"2";"50";"2018-08-29";"22:43:33"
"824";"43";"2049";"Tidak Ada";"2";"42";"2018-08-29";"23:32:00"
"825";"214";"9261";"Tidak Ada";"2";"31";"2018-08-30";"08:44:55"
"826";"214";"9262";"Tidak Ada";"2";"31";"2018-08-30";"08:45:57"
"827";"219";"9375";"Tidak Ada";"2";"31";"2018-08-30";"08:48:09"
"828";"219";"9376";"Tidak Ada";"2";"31";"2018-08-30";"08:48:52"
"829";"219";"9377";"Tidak Ada";"2";"31";"2018-08-30";"08:49:39"
"830";"219";"9378";"Tidak Ada";"2";"31";"2018-08-30";"08:50:40"
"831";"219";"9379";"Tidak Ada";"2";"31";"2018-08-30";"08:51:45"
"832";"219";"9380";"Tidak Ada";"2";"31";"2018-08-30";"08:52:26"
"833";"219";"9381";"Tidak Ada";"2";"31";"2018-08-30";"08:53:47"
"834";"219";"9382";"Tidak Ada";"2";"31";"2018-08-30";"08:54:44"
"835";"219";"9383";"Tidak Ada";"2";"31";"2018-08-30";"08:55:44"
"836";"219";"9384";"Tidak Ada";"2";"31";"2018-08-30";"08:57:32"
"837";"219";"9385";"Tidak Ada";"2";"31";"2018-08-30";"08:59:06"
"838";"219";"9386";"Tidak Ada";"2";"31";"2018-08-30";"09:00:30"
"839";"219";"9387";"Tidak Ada";"2";"31";"2018-08-30";"09:00:56"
"840";"219";"9388";"Tidak Ada";"2";"31";"2018-08-30";"09:03:08"
"841";"219";"9389";"Tidak Ada";"2";"31";"2018-08-30";"09:04:16"
"842";"219";"9390";"Tidak Ada";"2";"31";"2018-08-30";"09:05:52"
"843";"219";"9391";"Tidak Ada";"2";"31";"2018-08-30";"09:07:01"
"844";"219";"9392";"Tidak Ada";"2";"31";"2018-08-30";"09:07:39"
"845";"219";"9393";"Tidak Ada";"2";"31";"2018-08-30";"09:09:33"
"846";"219";"9394";"Tidak Ada";"2";"31";"2018-08-30";"09:10:07"
"847";"219";"9395";"Tidak Ada";"2";"31";"2018-08-30";"09:10:53"
"848";"219";"9396";"Tidak Ada";"2";"31";"2018-08-30";"09:11:51"
"849";"219";"9397";"Tidak Ada";"2";"31";"2018-08-30";"09:12:50"
"850";"219";"9398";"Tidak Ada";"2";"31";"2018-08-30";"09:13:58"
"851";"219";"9399";"Tidak Ada";"2";"31";"2018-08-30";"09:15:12"
"852";"219";"9400";"Tidak Ada";"2";"31";"2018-08-30";"09:16:00"
"853";"219";"9401";"Tidak Ada";"2";"31";"2018-08-30";"09:16:46"
"854";"219";"9402";"Tidak Ada";"2";"31";"2018-08-30";"09:17:44"
"855";"219";"9403";"Tidak Ada";"2";"31";"2018-08-30";"09:18:17"
"856";"219";"9404";"Tidak Ada";"2";"31";"2018-08-30";"09:19:34"
"857";"219";"9405";"Tidak Ada";"2";"31";"2018-08-30";"09:20:27"
"858";"219";"9406";"Tidak Ada";"2";"31";"2018-08-30";"09:22:16"
"859";"219";"9407";"Tidak Ada";"2";"31";"2018-08-30";"09:23:21"
"860";"219";"9408";"Tidak Ada";"2";"31";"2018-08-30";"09:25:04"
"861";"35";"1571";"Tidak Ada";"2";"34";"2018-08-30";"10:35:06"
"862";"35";"1572";"Tidak Ada";"2";"34";"2018-08-30";"10:39:04"
"863";"35";"1573";"Tidak Ada";"2";"34";"2018-08-30";"10:44:53"
"864";"35";"1574";"Tidak Ada";"2";"34";"2018-08-30";"10:48:03"
"865";"22";"827";"Tidak Ada";"2";"37";"2018-08-30";"17:28:15"
"866";"22";"828";"Tidak Ada";"2";"37";"2018-08-30";"17:29:44"
"867";"22";"829";"Tidak Ada";"2";"37";"2018-08-30";"17:32:14"
"868";"22";"831";"Tidak Ada";"2";"37";"2018-08-30";"19:01:53"
"869";"22";"832";"Tidak Ada";"2";"37";"2018-08-30";"19:13:01"
"870";"22";"833";"Tidak Ada";"2";"37";"2018-08-30";"19:13:54"
"871";"100";"4149";"Tidak Ada";"2";"50";"2018-08-30";"19:43:44"
"872";"100";"4150";"Tidak Ada";"2";"50";"2018-08-30";"19:49:36"
"873";"100";"4151";"Tidak Ada";"2";"50";"2018-08-30";"19:59:10"
"874";"100";"4152";"Tidak Ada";"2";"50";"2018-08-30";"20:08:55"
"875";"100";"4153";"Tidak Ada";"2";"50";"2018-08-30";"20:14:50"
"876";"100";"4154";"Tidak Ada";"2";"50";"2018-08-30";"20:17:17"
"877";"100";"4155";"Tidak Ada";"2";"50";"2018-08-30";"20:20:54"
"878";"242";"10539";"Tidak Ada";"2";"63";"2018-08-30";"20:22:36"
"879";"100";"4156";"Tidak Ada";"2";"50";"2018-08-30";"20:23:22"
"880";"242";"10540";"Tidak Ada";"2";"63";"2018-08-30";"20:23:33"
"881";"242";"10541";"Tidak Ada";"2";"63";"2018-08-30";"20:25:24"
"882";"242";"10542";"Tidak Ada";"2";"63";"2018-08-30";"20:27:23"
"883";"22";"834";"Tidak Ada";"2";"37";"2018-08-30";"20:28:02"
"884";"22";"835";"Tidak Ada";"2";"37";"2018-08-30";"20:30:03"
"885";"242";"10543";"Tidak Ada";"2";"63";"2018-08-30";"20:30:13"
"886";"107";"4367";"Tidak Ada";"2";"50";"2018-08-30";"20:30:25"
"887";"242";"10544";"Tidak Ada";"2";"63";"2018-08-30";"20:30:51"
"888";"242";"10545";"Tidak Ada";"2";"63";"2018-08-30";"20:32:34"
"889";"107";"4368";"Tidak Ada";"2";"50";"2018-08-30";"20:33:12"
"890";"107";"4369";"Tidak Ada";"2";"50";"2018-08-30";"20:35:25"
"891";"107";"4370";"Tidak Ada";"2";"50";"2018-08-30";"20:39:02"
"892";"242";"10546";"Tidak Ada";"2";"63";"2018-08-30";"20:39:41"
"893";"242";"10547";"Tidak Ada";"2";"63";"2018-08-30";"20:40:23"
"894";"242";"10548";"Tidak Ada";"2";"63";"2018-08-30";"20:41:01"
"895";"242";"10549";"Tidak Ada";"2";"63";"2018-08-30";"20:41:38"
"896";"242";"10550";"Tidak Ada";"2";"63";"2018-08-30";"20:42:18"
"897";"242";"10551";"Tidak Ada";"2";"63";"2018-08-30";"20:42:56"
"898";"107";"4371";"Tidak Ada";"2";"50";"2018-08-30";"20:43:43"
"899";"242";"10552";"Tidak Ada";"2";"63";"2018-08-30";"20:44:22"
"900";"242";"10553";"Tidak Ada";"2";"63";"2018-08-30";"20:45:06"
"901";"107";"4372";"Tidak Ada";"2";"50";"2018-08-30";"20:45:41"
"902";"242";"10554";"Tidak Ada";"2";"63";"2018-08-30";"20:45:45"
"903";"242";"10555";"Tidak Ada";"2";"63";"2018-08-30";"20:47:03"
"904";"242";"10556";"Tidak Ada";"2";"63";"2018-08-30";"20:47:33"
"905";"107";"4373";"Tidak Ada";"2";"50";"2018-08-30";"20:49:15"
"906";"107";"4374";"Tidak Ada";"2";"50";"2018-08-30";"20:51:45"
"907";"107";"4375";"Tidak Ada";"2";"50";"2018-08-30";"20:53:11"
"908";"107";"4376";"Tidak Ada";"2";"50";"2018-08-30";"20:54:43"
"909";"107";"4377";"Tidak Ada";"2";"50";"2018-08-30";"20:58:20"
"910";"242";"10557";"Tidak Ada";"2";"63";"2018-08-30";"21:10:15"
"911";"242";"10558";"Tidak Ada";"2";"63";"2018-08-30";"21:11:13"
"912";"107";"4378";"Tidak Ada";"2";"50";"2018-08-30";"21:11:18"
"913";"107";"4379";"Tidak Ada";"2";"50";"2018-08-30";"21:13:11"
"914";"107";"4380";"Tidak Ada";"2";"50";"2018-08-30";"21:15:44"
"915";"107";"4381";"Tidak Ada";"2";"50";"2018-08-30";"21:18:52"
"916";"107";"4382";"Tidak Ada";"2";"50";"2018-08-30";"21:20:30"
"917";"107";"4383";"Tidak Ada";"2";"50";"2018-08-30";"21:21:52"
"918";"107";"4384";"Tidak Ada";"2";"50";"2018-08-30";"21:24:31"
"919";"107";"4385";"Tidak Ada";"2";"50";"2018-08-30";"21:26:15"
"920";"22";"836";"Tidak Ada";"2";"37";"2018-08-30";"21:26:46"
"921";"107";"4386";"Tidak Ada";"2";"50";"2018-08-30";"21:28:04"
"922";"107";"4387";"Tidak Ada";"2";"50";"2018-08-30";"21:31:41"
"923";"22";"837";"Tidak Ada";"2";"37";"2018-08-30";"21:44:26"
"924";"107";"4388";"Tidak Ada";"2";"50";"2018-08-30";"21:51:42"
"925";"107";"4389";"Tidak Ada";"2";"50";"2018-08-30";"22:08:02"
"926";"107";"4390";"Tidak Ada";"2";"50";"2018-08-30";"22:10:06"
"927";"107";"4391";"Tidak Ada";"2";"50";"2018-08-30";"22:22:43"
"928";"22";"838";"Tidak Ada";"2";"37";"2018-08-30";"22:49:22"
"929";"22";"839";"Tidak Ada";"2";"37";"2018-08-30";"22:57:40"
"930";"107";"4392";"Tidak Ada";"2";"50";"2018-08-30";"23:22:02"
"931";"107";"4393";"Tidak Ada";"2";"50";"2018-08-30";"23:26:01"
"932";"107";"4394";"Tidak Ada";"2";"50";"2018-08-30";"23:30:22"
"933";"107";"4395";"Tidak Ada";"2";"50";"2018-08-30";"23:32:20"
"934";"107";"4396";"Tidak Ada";"2";"50";"2018-08-30";"23:41:52"
"935";"107";"4397";"Tidak Ada";"2";"50";"2018-08-30";"23:43:32"
"936";"107";"4398";"Tidak Ada";"2";"50";"2018-08-30";"23:45:54"
"937";"107";"4399";"Tidak Ada";"2";"50";"2018-08-30";"23:47:33"
"938";"22";"840";"Tidak Ada";"2";"37";"2018-08-30";"23:49:13"
"939";"107";"4400";"Tidak Ada";"2";"50";"2018-08-30";"23:49:26"
"940";"22";"841";"Tidak Ada";"2";"37";"2018-08-30";"23:50:51"
"941";"107";"4401";"Tidak Ada";"2";"50";"2018-08-30";"23:52:20"
"942";"113";"4602";"Tidak Ada";"2";"50";"2018-08-30";"23:55:27"
"943";"113";"4603";"Tidak Ada";"2";"50";"2018-08-30";"23:59:25"
"944";"113";"4604";"Tidak Ada";"2";"50";"2018-08-31";"00:04:06"
"945";"31";"1443";"Tidak Ada";"2";"37";"2018-08-31";"00:05:53"
"946";"31";"1444";"Tidak Ada";"2";"37";"2018-08-31";"00:07:57"
"947";"31";"1445";"Tidak Ada";"2";"37";"2018-08-31";"00:09:05"
"948";"31";"1403";"Tidak Ada";"2";"37";"2018-08-31";"00:10:35"
"949";"31";"1404";"Tidak Ada";"2";"37";"2018-08-31";"00:11:22"
"950";"31";"1405";"Tidak Ada";"2";"37";"2018-08-31";"00:14:42"
"951";"31";"1406";"Tidak Ada";"2";"37";"2018-08-31";"00:15:22"
"952";"31";"1407";"Tidak Ada";"2";"37";"2018-08-31";"00:16:13"
"953";"113";"4605";"Tidak Ada";"2";"50";"2018-08-31";"00:16:15"
"954";"31";"1408";"Tidak Ada";"2";"37";"2018-08-31";"00:16:46"
"955";"31";"1409";"Tidak Ada";"2";"37";"2018-08-31";"00:17:24"
"956";"31";"1410";"Tidak Ada";"2";"37";"2018-08-31";"00:20:19"
"957";"113";"4606";"Tidak Ada";"2";"50";"2018-08-31";"00:31:06"
"958";"31";"1411";"Tidak Ada";"2";"37";"2018-08-31";"00:34:27"
"959";"31";"1412";"Tidak Ada";"2";"37";"2018-08-31";"00:35:30"
"960";"31";"1413";"Tidak Ada";"2";"37";"2018-08-31";"00:36:11"
"961";"31";"1414";"Tidak Ada";"2";"37";"2018-08-31";"00:37:38"
"962";"31";"1415";"Tidak Ada";"2";"37";"2018-08-31";"00:39:03"
"963";"113";"4607";"Tidak Ada";"2";"50";"2018-08-31";"00:47:20"
"964";"113";"4608";"Tidak Ada";"2";"50";"2018-08-31";"00:52:29"
"965";"113";"4609";"Tidak Ada";"2";"50";"2018-08-31";"00:55:15"
"966";"113";"4610";"Tidak Ada";"2";"50";"2018-08-31";"01:01:19"
"967";"113";"4611";"Tidak Ada";"2";"50";"2018-08-31";"01:03:42"
"968";"113";"4612";"Tidak Ada";"2";"50";"2018-08-31";"01:06:25"
"969";"113";"4613";"Tidak Ada";"2";"50";"2018-08-31";"01:10:25"
"970";"113";"4614";"Tidak Ada";"2";"50";"2018-08-31";"01:14:21"
"971";"113";"4615";"Tidak Ada";"2";"50";"2018-08-31";"01:17:10"
"972";"113";"4616";"Tidak Ada";"2";"50";"2018-08-31";"01:20:23"
"973";"199";"8668";"Tidak Ada";"2";"65";"2018-08-31";"01:51:50"
"974";"199";"8669";"Tidak Ada";"2";"65";"2018-08-31";"01:57:06"
"975";"199";"8670";"Tidak Ada";"2";"65";"2018-08-31";"02:00:49"
"976";"199";"8671";"Tidak Ada";"2";"65";"2018-08-31";"02:06:57"
"977";"199";"8672";"Tidak Ada";"2";"65";"2018-08-31";"02:11:02"
"978";"199";"8673";"Tidak Ada";"2";"65";"2018-08-31";"02:13:31"
"979";"199";"8674";"Tidak Ada";"2";"65";"2018-08-31";"02:16:39"
"980";"199";"8675";"Tidak Ada";"2";"65";"2018-08-31";"02:22:45"
"981";"199";"8676";"Tidak Ada";"2";"65";"2018-08-31";"02:26:14"
"982";"199";"8677";"Tidak Ada";"2";"65";"2018-08-31";"02:28:36"
"983";"199";"8678";"Tidak Ada";"2";"65";"2018-08-31";"02:32:43"
"984";"199";"8679";"Tidak Ada";"2";"65";"2018-08-31";"02:35:04"
"985";"199";"8680";"Tidak Ada";"2";"65";"2018-08-31";"02:43:49"
"986";"31";"1416";"Tidak Ada";"2";"37";"2018-08-31";"09:06:22"
"987";"31";"1417";"Tidak Ada";"2";"37";"2018-08-31";"09:27:39"
"988";"31";"1418";"Tidak Ada";"2";"37";"2018-08-31";"09:31:49"
"989";"31";"1419";"Tidak Ada";"2";"37";"2018-08-31";"09:35:58"
"990";"23";"864";"Tidak Ada";"2";"36";"2018-09-03";"15:42:56"
"991";"23";"865";"Tidak Ada";"2";"36";"2018-09-03";"15:46:47"
"992";"23";"866";"Tidak Ada";"2";"36";"2018-09-03";"15:48:04"
"993";"23";"867";"Tidak Ada";"2";"36";"2018-09-03";"15:57:03"
"994";"23";"868";"Tidak Ada";"2";"36";"2018-09-03";"16:01:17"
"995";"23";"869";"Tidak Ada";"2";"36";"2018-09-03";"16:03:10"
"996";"23";"870";"Tidak Ada";"2";"36";"2018-09-03";"16:04:19"
"997";"23";"871";"Tidak Ada";"2";"36";"2018-09-03";"16:06:50"
"998";"23";"872";"Tidak Ada";"1";"36";"2018-09-03";"16:09:08"
"999";"23";"873";"Tidak Ada";"2";"36";"2018-09-03";"16:11:24"
"1000";"23";"874";"Tidak Ada";"2";"36";"2018-09-03";"16:15:34"
"1001";"23";"875";"Tidak Ada";"2";"36";"2018-09-03";"16:18:40"
"1002";"23";"876";"Tidak Ada";"2";"36";"2018-09-03";"16:20:12"
"1003";"23";"877";"Tidak Ada";"2";"36";"2018-09-03";"16:22:37"
"1004";"23";"878";"Tidak Ada";"2";"36";"2018-09-03";"16:25:46"
"1005";"23";"879";"Tidak Ada";"2";"36";"2018-09-03";"16:28:42"
"1006";"23";"880";"Tidak Ada";"2";"36";"2018-09-03";"16:32:05"
"1007";"23";"881";"Tidak Ada";"2";"36";"2018-09-03";"16:33:46"
"1008";"23";"882";"Tidak Ada";"1";"36";"2018-09-03";"16:35:06"
"1009";"23";"883";"Tidak Ada";"1";"36";"2018-09-03";"16:37:17"
"1010";"23";"884";"Tidak Ada";"1";"36";"2018-09-03";"16:43:04"
"1011";"23";"885";"Tidak Ada";"1";"36";"2018-09-03";"17:02:27"
"1012";"23";"886";"Tidak Ada";"1";"36";"2018-09-03";"17:08:12"
"1013";"23";"887";"Tidak Ada";"1";"36";"2018-09-03";"17:10:07"
"1014";"23";"888";"Tidak Ada";"1";"36";"2018-09-03";"17:12:16"
"1015";"23";"889";"Tidak Ada";"1";"36";"2018-09-03";"17:14:03"
"1016";"23";"890";"Tidak Ada";"1";"36";"2018-09-03";"17:15:16"
"1017";"23";"891";"Tidak Ada";"1";"36";"2018-09-03";"17:16:20"
"1018";"23";"892";"Tidak Ada";"2";"36";"2018-09-03";"17:17:05"
"1019";"23";"893";"Tidak Ada";"2";"36";"2018-09-03";"17:17:51"
"1020";"23";"894";"Tidak Ada";"2";"36";"2018-09-03";"17:19:04"
"1021";"23";"895";"Tidak Ada";"2";"36";"2018-09-03";"17:20:04"
"1022";"23";"896";"Tidak Ada";"2";"36";"2018-09-03";"17:22:26"
"1023";"23";"897";"Tidak Ada";"1";"36";"2018-09-03";"17:23:23"
"1024";"23";"898";"Tidak Ada";"1";"36";"2018-09-03";"17:24:46"
"1025";"23";"899";"Tidak Ada";"1";"36";"2018-09-03";"17:26:42"
"1026";"23";"900";"Tidak Ada";"2";"36";"2018-09-03";"17:28:07"
"1027";"23";"901";"Tidak Ada";"2";"36";"2018-09-03";"17:29:00"
"1028";"23";"902";"Tidak Ada";"2";"36";"2018-09-03";"17:30:00"
"1029";"23";"903";"Tidak Ada";"2";"36";"2018-09-03";"17:30:51"
"1030";"23";"904";"Tidak Ada";"2";"36";"2018-09-03";"17:32:12"
"1031";"23";"905";"Tidak Ada";"2";"36";"2018-09-03";"17:33:20"
"1032";"23";"906";"Tidak Ada";"2";"36";"2018-09-03";"17:34:28"
"1033";"23";"907";"Tidak Ada";"2";"36";"2018-09-03";"17:35:16"
"1034";"23";"908";"Tidak Ada";"2";"36";"2018-09-03";"17:36:04"
"1035";"23";"909";"Tidak Ada";"2";"36";"2018-09-03";"17:36:53"
"1036";"23";"910";"Tidak Ada";"2";"36";"2018-09-03";"17:43:04"
"1037";"31";"1420";"Tidak Ada";"2";"37";"2018-09-03";"19:21:53"
"1038";"31";"1421";"Tidak Ada";"1";"37";"2018-09-03";"19:31:14"
"1039";"242";"10559";"Tidak Ada";"1";"63";"2018-09-03";"19:43:02"
"1040";"242";"10560";"Tidak Ada";"1";"63";"2018-09-03";"19:44:46"
"1041";"31";"1422";"Tidak Ada";"1";"37";"2018-09-03";"19:45:46"
"1042";"31";"1423";"Tidak Ada";"1";"37";"2018-09-03";"19:46:31"
"1043";"242";"10561";"Tidak Ada";"1";"63";"2018-09-03";"19:46:54"
"1044";"242";"10562";"Tidak Ada";"1";"63";"2018-09-03";"19:48:32"
"1045";"242";"10563";"Tidak Ada";"1";"63";"2018-09-03";"19:50:55"
"1046";"242";"10564";"Tidak Ada";"1";"63";"2018-09-03";"20:13:12"
"1047";"242";"10565";"Tidak Ada";"1";"63";"2018-09-03";"20:13:42"
"1048";"242";"10566";"Tidak Ada";"2";"63";"2018-09-03";"20:14:29"
"1049";"306";"13154";"Tidak Ada";"1";"69";"2018-09-03";"20:26:42"
"1050";"242";"10567";"Tidak Ada";"1";"63";"2018-09-03";"20:32:31"
"1051";"242";"10568";"Tidak Ada";"1";"63";"2018-09-03";"20:33:21"
"1052";"242";"10569";"Tidak Ada";"1";"63";"2018-09-03";"20:34:04"
"1053";"242";"10570";"Tidak Ada";"1";"63";"2018-09-03";"20:35:16"
"1054";"31";"1424";"Tidak Ada";"1";"37";"2018-09-03";"20:36:34"
"1055";"31";"1425";"Tidak Ada";"1";"37";"2018-09-03";"20:37:08"
"1056";"31";"1426";"Tidak Ada";"1";"37";"2018-09-03";"20:45:36"
"1057";"242";"10571";"Tidak Ada";"1";"63";"2018-09-03";"20:58:53"
"1058";"242";"10572";"Tidak Ada";"1";"63";"2018-09-03";"20:59:39"
"1059";"242";"10573";"Tidak Ada";"1";"63";"2018-09-03";"21:02:23"
"1060";"242";"10574";"Tidak Ada";"2";"63";"2018-09-03";"21:03:46"
"1061";"306";"13114";"Tidak Ada";"1";"69";"2018-09-03";"21:04:08"
"1062";"242";"10575";"Tidak Ada";"2";"63";"2018-09-03";"21:05:41"
"1063";"31";"1427";"Tidak Ada";"2";"37";"2018-09-03";"21:05:49"
"1064";"31";"1428";"Tidak Ada";"2";"37";"2018-09-03";"21:06:20"
"1065";"306";"13115";"Tidak Ada";"2";"69";"2018-09-03";"21:07:57"
"1066";"242";"10576";"Tidak Ada";"2";"63";"2018-09-03";"21:08:10"
"1067";"31";"1429";"Tidak Ada";"2";"37";"2018-09-03";"21:08:25"
"1068";"242";"10577";"Tidak Ada";"1";"63";"2018-09-03";"21:09:57"
"1069";"31";"1430";"Tidak Ada";"1";"37";"2018-09-03";"21:10:18"
"1070";"242";"10578";"Tidak Ada";"1";"63";"2018-09-03";"21:10:53"
"1071";"242";"10579";"Tidak Ada";"0";"63";"2018-09-03";"21:12:45"
"1072";"242";"10580";"Tidak Ada";"1";"63";"2018-09-03";"21:15:20"
"1073";"242";"10581";"Tidak Ada";"1";"63";"2018-09-03";"21:16:03"
"1074";"242";"10582";"Tidak Ada";"1";"63";"2018-09-03";"21:17:11"
"1075";"242";"10583";"Tidak Ada";"1";"63";"2018-09-03";"21:18:16"
"1076";"242";"10584";"Tidak Ada";"1";"63";"2018-09-03";"21:19:04"
"1077";"242";"10585";"Tidak Ada";"1";"63";"2018-09-03";"21:21:16"
"1078";"306";"13116";"Tidak Ada";"1";"69";"2018-09-03";"21:21:36"
"1079";"242";"10586";"Tidak Ada";"1";"63";"2018-09-03";"21:22:36"
