"id_event";"id_berita";"id_kalimat";"nama_event";"isValid";"id_submitter";"date_submit";"time_submit"
"749";"214";"9245";"Tidak Ada";"2";"31";"2018-08-29";"14:25:49"
"750";"240";"10495";"Kampanye";"2";"63";"2018-08-29";"14:26:33"
"751";"292";"12509";"Tidak Ada";"2";"57";"2018-08-29";"14:26:49"
"752";"214";"9246";"Tidak Ada";"2";"31";"2018-08-29";"14:27:05"
"753";"214";"9247";"Tidak Ada";"2";"31";"2018-08-29";"14:28:12"
"754";"292";"12510";"Tidak Ada";"2";"57";"2018-08-29";"14:28:42"
"755";"292";"12510";"Tidak Ada";"2";"57";"2018-08-29";"14:28:44"
"756";"292";"12510";"Tidak Ada";"2";"57";"2018-08-29";"14:28:45"
"757";"214";"9248";"Tidak Ada";"2";"31";"2018-08-29";"14:29:51"
"758";"292";"12511";"Tidak Ada";"2";"57";"2018-08-29";"14:30:16"
"759";"214";"9249";"Tidak Ada";"2";"31";"2018-08-29";"14:30:40"
"760";"214";"9250";"Tidak Ada";"2";"31";"2018-08-29";"14:31:41"
"761";"292";"12512";"Tidak Ada";"2";"57";"2018-08-29";"14:31:55"
"762";"214";"9251";"Tidak Ada";"2";"31";"2018-08-29";"14:33:12"
"763";"292";"12513";"Tidak Ada";"2";"57";"2018-08-29";"14:34:03"
"764";"214";"9252";"Tidak Ada";"2";"31";"2018-08-29";"14:34:24"
"765";"292";"12514";"Tidak Ada";"2";"57";"2018-08-29";"14:36:09"
"766";"214";"9253";"Tidak Ada";"2";"31";"2018-08-29";"14:36:34"
"767";"214";"9254";"Tidak Ada";"2";"31";"2018-08-29";"14:38:03"
"768";"292";"12515";"Tidak Ada";"2";"57";"2018-08-29";"14:38:07"
"769";"214";"9255";"Tidak Ada";"2";"31";"2018-08-29";"14:39:07"
"770";"292";"12516";"Tidak Ada";"2";"57";"2018-08-29";"14:39:39"
"771";"214";"9256";"Tidak Ada";"2";"31";"2018-08-29";"14:40:01"
"772";"214";"9257";"Tidak Ada";"2";"31";"2018-08-29";"14:40:43"
"773";"292";"12517";"Tidak Ada";"2";"57";"2018-08-29";"14:41:10"
"774";"214";"9258";"Tidak Ada";"2";"31";"2018-08-29";"14:42:11"
"775";"292";"12518";"Tidak Ada";"2";"57";"2018-08-29";"14:42:24"
"776";"214";"9259";"Tidak Ada";"2";"31";"2018-08-29";"14:43:21"
"777";"292";"12519";"Tidak Ada";"2";"57";"2018-08-29";"14:43:59"
"778";"214";"9260";"Tidak Ada";"2";"31";"2018-08-29";"14:44:19"
"779";"292";"12520";"Tidak Ada";"2";"57";"2018-08-29";"14:45:18"
"780";"292";"12521";"Tidak Ada";"2";"57";"2018-08-29";"14:46:19"
"781";"292";"12521";"Tidak Ada";"2";"57";"2018-08-29";"14:46:19"
"782";"292";"12522";"Tidak Ada";"2";"57";"2018-08-29";"14:47:48"
"783";"292";"12523";"Tidak Ada";"2";"57";"2018-08-29";"14:49:23"
"784";"292";"12524";"Tidak Ada";"2";"57";"2018-08-29";"14:50:25"
"785";"292";"12525";"Tidak Ada";"2";"57";"2018-08-29";"14:51:49"
"786";"292";"12526";"Tidak Ada";"2";"57";"2018-08-29";"14:52:58"
"787";"292";"12527";"Tidak Ada";"2";"57";"2018-08-29";"14:54:21"
"788";"292";"12528";"Tidak Ada";"2";"57";"2018-08-29";"14:55:42"
"789";"292";"12529";"Tidak Ada";"2";"57";"2018-08-29";"14:56:51"
"790";"292";"12530";"Tidak Ada";"2";"57";"2018-08-29";"14:58:02"
"791";"292";"12531";"Tidak Ada";"2";"57";"2018-08-29";"14:59:45"
"792";"292";"12532";"Tidak Ada";"2";"57";"2018-08-29";"15:00:53"
"793";"292";"12533";"Tidak Ada";"2";"57";"2018-08-29";"15:02:08"
"794";"267";"11612";"Tidak Ada";"2";"57";"2018-08-29";"15:08:33"
"795";"267";"11613";"Tidak Ada";"2";"57";"2018-08-29";"15:09:50"
"796";"267";"11614";"Tidak Ada";"2";"57";"2018-08-29";"15:12:05"
"797";"267";"11615";"Tidak Ada";"1";"57";"2018-08-29";"15:13:28"
"798";"267";"11616";"Tidak Ada";"1";"57";"2018-08-29";"15:15:15"
"799";"27";"1265";"Tidak Ada";"1";"39";"2018-08-29";"15:25:24"
"800";"240";"10496";"kampanye";"2";"63";"2018-08-29";"16:45:08"
"801";"240";"10496";"pembukaan perdagangan Bursa Efek Jakarta";"2";"63";"2018-08-29";"16:45:34"
"802";"240";"10497";"Pilkada";"0";"63";"2018-08-29";"16:47:29"
"803";"240";"10498";"Pilkada";"0";"63";"2018-08-29";"16:49:08"
"804";"240";"10499";"pesta demokrasi";"0";"63";"2018-08-29";"16:50:51"
"805";"240";"10500";"demokrasi";"0";"63";"2018-08-29";"16:52:46"
"806";"240";"10501";"Tidak Ada";"1";"63";"2018-08-29";"16:53:47"
"807";"240";"10502";"Tidak Ada";"1";"63";"2018-08-29";"17:09:39"
"808";"240";"10503";"Tidak Ada";"1";"63";"2018-08-29";"17:11:09"
"809";"240";"10504";"Tidak Ada";"1";"63";"2018-08-29";"17:12:22"
"810";"240";"10505";"Tidak Ada";"1";"63";"2018-08-29";"17:14:00"
"811";"240";"10506";"Tidak Ada";"2";"63";"2018-08-29";"17:15:09"
"812";"240";"10507";"Tidak Ada";"2";"63";"2018-08-29";"17:15:58"
"813";"240";"10508";"Tidak Ada";"2";"63";"2018-08-29";"17:16:53"
"814";"240";"10509";"Tidak Ada";"2";"63";"2018-08-29";"17:17:43"
"815";"242";"10538";"Kue pancong";"0";"63";"2018-08-29";"17:28:11"
"816";"100";"4137";"Konferensi Tingkat Tinggi \(KTT\)";"1";"50";"2018-08-29";"20:46:51"
"817";"100";"4138";"\(ASEAN Consensus on the Promotion and Protection of the Rights of Migrant Workers\)";"2";"50";"2018-08-29";"21:16:31"
"818";"100";"4139";"Pemufakatan bersaama itu menyepakati perlindungan bagi pekerja migran";"0";"50";"2018-08-29";"21:42:28"
"819";"100";"4139";"Pemufakatan bersaama itu menyepakati perlindungan bagi pekerja migran";"0";"50";"2018-08-29";"21:43:01"
"820";"100";"4140";"Tidak Ada";"1";"50";"2018-08-29";"22:04:02"
"821";"100";"4141";"Tidak Ada";"1";"50";"2018-08-29";"22:12:45"
"822";"100";"4142";"Tidak Ada";"1";"50";"2018-08-29";"22:17:29"
"823";"100";"4143";"Liputan6";"2";"50";"2018-08-29";"22:20:58"
"824";"27";"1266";"Tidak Ada";"2";"39";"2018-08-29";"22:25:50"
"825";"100";"4144";"Tidak Ada";"2";"50";"2018-08-29";"22:27:42"
"826";"100";"4145";"Tidak Ada";"2";"50";"2018-08-29";"22:31:47"
"827";"100";"4146";"Tidak Ada";"1";"50";"2018-08-29";"22:38:23"
"828";"100";"4147";"Tidak Ada";"1";"50";"2018-08-29";"22:41:00"
"829";"100";"4148";"Tidak Ada";"1";"50";"2018-08-29";"22:43:27"
"830";"43";"2049";"Tidak Ada";"1";"42";"2018-08-29";"23:32:05"
"831";"214";"9261";"Tidak Ada";"1";"31";"2018-08-30";"08:44:57"
"832";"214";"9262";"Tidak Ada";"1";"31";"2018-08-30";"08:45:58"
"833";"219";"9375";"Tidak Ada";"1";"31";"2018-08-30";"08:48:07"
"834";"219";"9376";"Tidak Ada";"1";"31";"2018-08-30";"08:48:49"
"835";"219";"9377";"Tidak Ada";"1";"31";"2018-08-30";"08:49:41"
"836";"219";"9378";"Tidak Ada";"1";"31";"2018-08-30";"08:50:38"
"837";"219";"9379";"Tidak Ada";"1";"31";"2018-08-30";"08:51:44"
"838";"219";"9380";"Tidak Ada";"1";"31";"2018-08-30";"08:52:25"
"839";"219";"9381";"Tidak Ada";"1";"31";"2018-08-30";"08:53:45"
"840";"219";"9382";"Tidak Ada";"1";"31";"2018-08-30";"08:54:40"
"841";"219";"9383";"Rapat Umum Pemegang Saham Luar Biasa \(RUPSLB\)";"1";"31";"2018-08-30";"08:55:13"
"842";"219";"9384";"RUPSLB";"1";"31";"2018-08-30";"08:56:10"
"843";"219";"9385";"RUPSLB";"1";"31";"2018-08-30";"08:58:29"
"844";"219";"9386";"Tidak Ada";"1";"31";"2018-08-30";"09:00:08"
"845";"219";"9387";"Tidak Ada";"1";"31";"2018-08-30";"09:00:53"
"846";"219";"9388";"Tidak Ada";"1";"31";"2018-08-30";"09:03:06"
"847";"219";"9389";"Tidak Ada";"1";"31";"2018-08-30";"09:04:14"
"848";"219";"9390";"Tidak Ada";"1";"31";"2018-08-30";"09:05:49"
"849";"219";"9391";"Tidak Ada";"1";"31";"2018-08-30";"09:06:51"
"850";"219";"9392";"Tidak Ada";"1";"31";"2018-08-30";"09:07:37"
"851";"219";"9393";"Tidak Ada";"1";"31";"2018-08-30";"09:09:31"
"852";"219";"9394";"Tidak Ada";"1";"31";"2018-08-30";"09:10:06"
"853";"219";"9395";"Tidak Ada";"1";"31";"2018-08-30";"09:10:51"
"854";"219";"9396";"Tidak Ada";"1";"31";"2018-08-30";"09:11:41"
"855";"219";"9397";"Tidak Ada";"1";"31";"2018-08-30";"09:12:48"
"856";"219";"9398";"Tidak Ada";"1";"31";"2018-08-30";"09:13:56"
"857";"219";"9399";"Tidak Ada";"1";"31";"2018-08-30";"09:15:15"
"858";"219";"9400";"Tidak Ada";"1";"31";"2018-08-30";"09:15:58"
"859";"219";"9401";"Tidak Ada";"1";"31";"2018-08-30";"09:16:44"
"860";"219";"9402";"Tidak Ada";"1";"31";"2018-08-30";"09:17:42"
"861";"219";"9403";"Tidak Ada";"1";"31";"2018-08-30";"09:18:15"
"862";"219";"9404";"Tidak Ada";"1";"31";"2018-08-30";"09:19:32"
"863";"219";"9405";"Tidak Ada";"1";"31";"2018-08-30";"09:20:24"
"864";"219";"9406";"Tidak Ada";"1";"31";"2018-08-30";"09:22:13"
"865";"219";"9407";"Tidak Ada";"2";"31";"2018-08-30";"09:23:19"
"866";"219";"9408";"Tidak Ada";"1";"31";"2018-08-30";"09:25:01"
"867";"35";"1571";"Tidak Ada";"1";"34";"2018-08-30";"10:35:03"
"868";"35";"1572";"Tidak Ada";"1";"34";"2018-08-30";"10:39:11"
"869";"35";"1573";"Tidak Ada";"1";"34";"2018-08-30";"10:44:50"
"870";"35";"1574";"Tidak Ada";"1";"34";"2018-08-30";"10:48:07"
"871";"22";"827";"Tidak Ada";"2";"37";"2018-08-30";"17:28:11"
"872";"22";"828";"Tidak Ada";"2";"37";"2018-08-30";"17:29:58"
"873";"22";"829";"Tidak Ada";"2";"37";"2018-08-30";"17:32:12"
"874";"22";"831";"Tidak Ada";"2";"37";"2018-08-30";"19:01:50"
"875";"22";"832";"Tidak Ada";"2";"37";"2018-08-30";"19:13:02"
"876";"22";"833";"Tidak Ada";"2";"37";"2018-08-30";"19:13:53"
"877";"100";"4149";"""Cebu Declaration""";"2";"50";"2018-08-30";"19:43:28"
"878";"100";"4150";"Tidak Ada";"2";"50";"2018-08-30";"19:49:32"
"879";"100";"4151";"Tidak Ada";"2";"50";"2018-08-30";"19:59:06"
"880";"100";"4152";"Tidak Ada";"2";"50";"2018-08-30";"20:09:35"
"881";"100";"4153";"Tidak Ada";"2";"50";"2018-08-30";"20:14:47"
"882";"100";"4154";"Tidak Ada";"2";"50";"2018-08-30";"20:17:12"
"883";"100";"4155";"Tidak Ada";"2";"50";"2018-08-30";"20:20:51"
"884";"242";"10539";"Tidak Ada";"2";"63";"2018-08-30";"20:22:34"
"885";"100";"4156";"Tidak Ada";"2";"50";"2018-08-30";"20:23:18"
"886";"242";"10540";"Tidak Ada";"2";"63";"2018-08-30";"20:23:30"
"887";"242";"10541";"Kue pancong";"2";"63";"2018-08-30";"20:25:22"
"888";"242";"10542";"Tidak Ada";"2";"63";"2018-08-30";"20:27:20"
"889";"22";"834";"Tidak Ada";"2";"37";"2018-08-30";"20:28:04"
"890";"22";"835";"Tidak Ada";"2";"37";"2018-08-30";"20:29:50"
"891";"242";"10543";"pasar malam di Queens Night Market";"2";"63";"2018-08-30";"20:30:09"
"892";"107";"4367";"Tidak Ada";"2";"50";"2018-08-30";"20:30:22"
"893";"242";"10544";"Tidak Ada";"2";"63";"2018-08-30";"20:30:49"
"894";"242";"10545";"Vendy Award";"2";"63";"2018-08-30";"20:32:12"
"895";"107";"4368";"Tidak Ada";"2";"50";"2018-08-30";"20:33:09"
"896";"107";"4369";"Tidak Ada";"2";"50";"2018-08-30";"20:35:22"
"897";"242";"10546";"Vendy Award";"2";"63";"2018-08-30";"20:38:52"
"898";"107";"4370";"Tidak Ada";"2";"50";"2018-08-30";"20:38:58"
"899";"242";"10547";"Tidak Ada";"2";"63";"2018-08-30";"20:40:21"
"900";"242";"10548";"Tidak Ada";"2";"63";"2018-08-30";"20:40:59"
"901";"242";"10549";"Tidak Ada";"2";"63";"2018-08-30";"20:41:32"
"902";"242";"10550";"Tidak Ada";"2";"63";"2018-08-30";"20:42:16"
"903";"242";"10551";"Tidak Ada";"2";"63";"2018-08-30";"20:42:54"
"904";"107";"4371";"Tidak Ada";"2";"50";"2018-08-30";"20:43:37"
"905";"242";"10552";"Tidak Ada";"2";"63";"2018-08-30";"20:44:20"
"906";"242";"10553";"Tidak Ada";"2";"63";"2018-08-30";"20:45:04"
"907";"242";"10554";"Tidak Ada";"2";"63";"2018-08-30";"20:45:42"
"908";"107";"4372";"Tidak Ada";"2";"50";"2018-08-30";"20:45:46"
"909";"242";"10555";"Tidak Ada";"2";"63";"2018-08-30";"20:47:01"
"910";"242";"10556";"Tidak Ada";"2";"63";"2018-08-30";"20:47:31"
"911";"107";"4373";"Tidak Ada";"2";"50";"2018-08-30";"20:49:07"
"912";"107";"4374";"Tidak Ada";"2";"50";"2018-08-30";"20:51:41"
"913";"107";"4375";"Tidak Ada";"2";"50";"2018-08-30";"20:53:08"
"914";"107";"4376";"Tidak Ada";"2";"50";"2018-08-30";"20:54:40"
"915";"107";"4377";"Tidak Ada";"2";"50";"2018-08-30";"20:58:15"
"916";"242";"10557";"Tidak Ada";"2";"63";"2018-08-30";"21:10:13"
"917";"107";"4378";"Tidak Ada";"2";"50";"2018-08-30";"21:11:14"
"918";"242";"10558";"Tidak Ada";"2";"63";"2018-08-30";"21:11:14"
"919";"107";"4379";"Tidak Ada";"2";"50";"2018-08-30";"21:13:06"
"920";"107";"4380";"Tidak Ada";"2";"50";"2018-08-30";"21:15:33"
"921";"107";"4381";"Tidak Ada";"2";"50";"2018-08-30";"21:18:47"
"922";"107";"4382";"Tidak Ada";"2";"50";"2018-08-30";"21:20:22"
"923";"107";"4383";"Tidak Ada";"2";"50";"2018-08-30";"21:21:44"
"924";"107";"4384";"Tidak Ada";"2";"50";"2018-08-30";"21:24:23"
"925";"107";"4385";"Tidak Ada";"2";"50";"2018-08-30";"21:26:09"
"926";"22";"836";"Tidak Ada";"2";"37";"2018-08-30";"21:26:43"
"927";"107";"4386";"Tidak Ada";"2";"50";"2018-08-30";"21:28:01"
"928";"107";"4387";"Tidak Ada";"2";"50";"2018-08-30";"21:31:38"
"929";"22";"837";"Tidak Ada";"2";"37";"2018-08-30";"21:44:21"
"930";"107";"4388";"Tidak Ada";"2";"50";"2018-08-30";"21:51:35"
"931";"107";"4389";"Tidak Ada";"2";"50";"2018-08-30";"22:07:59"
"932";"107";"4390";"Tidak Ada";"2";"50";"2018-08-30";"22:09:47"
"933";"107";"4391";"Training Director Jakarta Defensive Driving Center \(JDDC\), dalam wawancara dengan Liputan6";"2";"50";"2018-08-30";"22:21:55"
"934";"22";"838";"Tidak Ada";"2";"37";"2018-08-30";"22:34:24"
"935";"22";"839";"Tidak Ada";"2";"37";"2018-08-30";"22:57:38"
"936";"107";"4392";"Tidak Ada";"2";"50";"2018-08-30";"23:21:58"
"937";"107";"4393";"Tidak Ada";"2";"50";"2018-08-30";"23:25:58"
"938";"107";"4394";"Tidak Ada";"2";"50";"2018-08-30";"23:30:17"
"939";"107";"4395";"Tidak Ada";"2";"50";"2018-08-30";"23:32:13"
"940";"107";"4396";"Tidak Ada";"2";"50";"2018-08-30";"23:41:47"
"941";"107";"4397";"Tidak Ada";"2";"50";"2018-08-30";"23:43:29"
"942";"107";"4398";"Tidak Ada";"2";"50";"2018-08-30";"23:45:51"
"943";"107";"4399";"Tidak Ada";"2";"50";"2018-08-30";"23:47:29"
"944";"22";"840";"Tidak Ada";"2";"37";"2018-08-30";"23:49:12"
"945";"107";"4400";"Tidak Ada";"2";"50";"2018-08-30";"23:49:22"
"946";"22";"841";"Tidak Ada";"2";"37";"2018-08-30";"23:50:53"
"947";"107";"4401";"Tidak Ada";"2";"50";"2018-08-30";"23:51:49"
"948";"113";"4602";"Tidak Ada";"2";"50";"2018-08-30";"23:55:21"
"949";"113";"4603";"Tidak Ada";"2";"50";"2018-08-30";"23:59:18"
"950";"113";"4604";"Tidak Ada";"2";"50";"2018-08-31";"00:04:19"
"951";"31";"1443";"Tidak Ada";"2";"37";"2018-08-31";"00:05:50"
"952";"31";"1444";"Tidak Ada";"2";"37";"2018-08-31";"00:07:59"
"953";"31";"1445";"Tidak Ada";"2";"37";"2018-08-31";"00:09:03"
"954";"31";"1403";"Tidak Ada";"2";"37";"2018-08-31";"00:10:33"
"955";"31";"1404";"Tidak Ada";"2";"37";"2018-08-31";"00:11:24"
"956";"31";"1405";"Tidak Ada";"2";"37";"2018-08-31";"00:14:40"
"957";"31";"1406";"Tidak Ada";"2";"37";"2018-08-31";"00:15:19"
"958";"31";"1407";"Tidak Ada";"2";"37";"2018-08-31";"00:15:38"
"959";"113";"4605";"Tidak Ada";"2";"50";"2018-08-31";"00:16:11"
"960";"31";"1408";"Tidak Ada";"2";"37";"2018-08-31";"00:16:44"
"961";"31";"1409";"Tidak Ada";"2";"37";"2018-08-31";"00:17:21"
"962";"31";"1410";"Tidak Ada";"2";"37";"2018-08-31";"00:20:17"
"963";"113";"4606";"Tidak Ada";"2";"50";"2018-08-31";"00:31:12"
"964";"31";"1411";"Tidak Ada";"2";"37";"2018-08-31";"00:34:29"
"965";"31";"1412";"Tidak Ada";"2";"37";"2018-08-31";"00:35:28"
"966";"31";"1413";"Tidak Ada";"2";"37";"2018-08-31";"00:36:09"
"967";"31";"1414";"Tidak Ada";"2";"37";"2018-08-31";"00:37:36"
"968";"31";"1415";"Tidak Ada";"2";"37";"2018-08-31";"00:39:38"
"969";"113";"4607";"Tidak Ada";"2";"50";"2018-08-31";"00:47:16"
"970";"113";"4608";"Tidak Ada";"2";"50";"2018-08-31";"00:52:23"
"971";"113";"4609";"Tidak Ada";"2";"50";"2018-08-31";"00:55:09"
"972";"113";"4610";"Tidak Ada";"2";"50";"2018-08-31";"01:01:17"
"973";"113";"4611";"Tidak Ada";"2";"50";"2018-08-31";"01:03:38"
"974";"113";"4612";"Tidak Ada";"2";"50";"2018-08-31";"01:06:18"
"975";"113";"4613";"Tidak Ada";"2";"50";"2018-08-31";"01:10:14"
"976";"113";"4614";"Tidak Ada";"2";"50";"2018-08-31";"01:14:14"
"977";"113";"4615";"Tidak Ada";"2";"50";"2018-08-31";"01:17:06"
"978";"113";"4616";"Tidak Ada";"2";"50";"2018-08-31";"01:20:16"
"979";"199";"8668";"kampanye #KidsTakeOver";"2";"65";"2018-08-31";"01:51:43"
"980";"199";"8669";"Tidak Ada";"2";"65";"2018-08-31";"01:57:02"
"981";"199";"8670";"Tidak Ada";"2";"65";"2018-08-31";"02:00:45"
"982";"199";"8671";"membantu kehidupan sesama anak-anak, memperjuangkan hak mereka, dan mengoptimalkan potensi mereka";"2";"65";"2018-08-31";"02:06:53"
"983";"199";"8672";"kampanye gerakan stop perkawinan anak di Tanah Air\.";"2";"65";"2018-08-31";"02:10:57"
"984";"199";"8673";"Tidak Ada";"2";"65";"2018-08-31";"02:13:28"
"985";"199";"8674";"Tidak Ada";"2";"65";"2018-08-31";"02:16:32"
"986";"199";"8675";"Hari Anak Internasional";"2";"65";"2018-08-31";"02:22:32"
"987";"199";"8676";"Tidak Ada";"2";"65";"2018-08-31";"02:26:09"
"988";"199";"8677";"Tidak Ada";"2";"65";"2018-08-31";"02:28:31"
"989";"199";"8678";"kategori perkawinan anak";"2";"65";"2018-08-31";"02:32:37"
"990";"199";"8679";"cuitan Twitter";"2";"65";"2018-08-31";"02:35:01"
"991";"199";"8680";"merevisi batas usia minimal untuk kawin";"2";"65";"2018-08-31";"02:43:45"
"992";"31";"1416";"Tidak Ada";"2";"37";"2018-08-31";"09:06:17"
"993";"31";"1417";"Tidak Ada";"2";"37";"2018-08-31";"09:27:36"
"994";"31";"1418";"Tidak Ada";"2";"37";"2018-08-31";"09:31:47"
"995";"31";"1419";"Tidak Ada";"2";"37";"2018-08-31";"09:35:54"
"996";"23";"864";"Tidak Ada";"2";"36";"2018-09-03";"15:42:51"
"997";"23";"865";"Tidak Ada";"2";"36";"2018-09-03";"15:46:40"
"998";"23";"866";"Tidak Ada";"2";"36";"2018-09-03";"15:47:58"
"999";"23";"867";"Tidak Ada";"2";"36";"2018-09-03";"15:56:02"
"1000";"23";"868";"Tidak Ada";"2";"36";"2018-09-03";"16:01:12"
"1001";"23";"869";"Tidak Ada";"2";"36";"2018-09-03";"16:03:06"
"1002";"23";"870";"Tidak Ada";"2";"36";"2018-09-03";"16:04:15"
"1003";"23";"871";"Tidak Ada";"2";"36";"2018-09-03";"16:06:45"
"1004";"23";"872";"Tidak Ada";"2";"36";"2018-09-03";"16:09:03"
"1005";"23";"873";"Tidak Ada";"2";"36";"2018-09-03";"16:11:20"
"1006";"23";"874";"Tidak Ada";"2";"36";"2018-09-03";"16:15:24"
"1007";"23";"875";"Tidak Ada";"2";"36";"2018-09-03";"16:18:32"
"1008";"23";"876";"Tidak Ada";"2";"36";"2018-09-03";"16:20:07"
"1009";"23";"877";"GP Valencia";"2";"36";"2018-09-03";"16:22:32"
"1010";"23";"878";"Tidak Ada";"2";"36";"2018-09-03";"16:25:25"
"1011";"23";"879";"Tidak Ada";"2";"36";"2018-09-03";"16:28:38"
"1012";"23";"880";"Tidak Ada";"2";"36";"2018-09-03";"16:31:47"
"1013";"23";"881";"Tidak Ada";"2";"36";"2018-09-03";"16:33:41"
"1014";"23";"882";"Tidak Ada";"2";"36";"2018-09-03";"16:35:01"
"1015";"23";"883";"Tidak Ada";"2";"36";"2018-09-03";"16:37:12"
"1016";"23";"884";"Tidak Ada";"2";"36";"2018-09-03";"16:42:59"
"1017";"23";"885";"Tidak Ada";"2";"36";"2018-09-03";"17:01:42"
"1018";"23";"886";"Tidak Ada";"2";"36";"2018-09-03";"17:07:43"
"1019";"23";"887";"Tidak Ada";"2";"36";"2018-09-03";"17:10:02"
"1020";"23";"888";"Tidak Ada";"2";"36";"2018-09-03";"17:12:10"
"1021";"23";"889";"Tidak Ada";"2";"36";"2018-09-03";"17:14:00"
"1022";"23";"890";"Tidak Ada";"2";"36";"2018-09-03";"17:15:12"
"1023";"23";"891";"Tidak Ada";"2";"36";"2018-09-03";"17:16:16"
"1024";"23";"892";"Tidak Ada";"2";"36";"2018-09-03";"17:17:01"
"1025";"23";"893";"Tidak Ada";"2";"36";"2018-09-03";"17:17:48"
"1026";"23";"894";"Tidak Ada";"2";"36";"2018-09-03";"17:19:00"
"1027";"23";"895";"Tidak Ada";"2";"36";"2018-09-03";"17:19:57"
"1028";"23";"896";"Tidak Ada";"2";"36";"2018-09-03";"17:22:20"
"1029";"23";"897";"Tidak Ada";"2";"36";"2018-09-03";"17:23:19"
"1030";"23";"898";"Tidak Ada";"2";"36";"2018-09-03";"17:24:40"
"1031";"23";"899";"Tidak Ada";"2";"36";"2018-09-03";"17:26:37"
"1032";"23";"900";"Tidak Ada";"2";"36";"2018-09-03";"17:27:59"
"1033";"23";"901";"Tidak Ada";"2";"36";"2018-09-03";"17:28:53"
"1034";"23";"902";"Tidak Ada";"2";"36";"2018-09-03";"17:29:57"
"1035";"23";"903";"Tidak Ada";"2";"36";"2018-09-03";"17:30:46"
"1036";"23";"904";"Tidak Ada";"2";"36";"2018-09-03";"17:32:09"
"1037";"23";"905";"Tidak Ada";"2";"36";"2018-09-03";"17:33:17"
"1038";"23";"906";"Tidak Ada";"2";"36";"2018-09-03";"17:34:24"
"1039";"23";"907";"Tidak Ada";"2";"36";"2018-09-03";"17:35:12"
"1040";"23";"908";"Tidak Ada";"2";"36";"2018-09-03";"17:36:01"
"1041";"23";"909";"Tidak Ada";"2";"36";"2018-09-03";"17:36:47"
"1042";"23";"910";"Tidak Ada";"2";"36";"2018-09-03";"17:43:01"
"1043";"31";"1420";"Tidak Ada";"2";"37";"2018-09-03";"19:19:54"
"1044";"31";"1421";"Tidak Ada";"2";"37";"2018-09-03";"19:31:12"
"1045";"242";"10559";"Tidak Ada";"2";"63";"2018-09-03";"19:43:00"
"1046";"242";"10560";"Kue pancong";"2";"63";"2018-09-03";"19:44:32"
"1047";"31";"1422";"Tidak Ada";"2";"37";"2018-09-03";"19:45:43"
"1048";"242";"10561";"Kue pancong";"2";"63";"2018-09-03";"19:45:58"
"1049";"31";"1423";"Tidak Ada";"2";"37";"2018-09-03";"19:46:29"
"1050";"242";"10562";"Kue pancong";"2";"63";"2018-09-03";"19:48:29"
"1051";"242";"10563";"kue bandros";"2";"63";"2018-09-03";"19:51:03"
"1052";"242";"10564";"bandros gaul";"2";"63";"2018-09-03";"20:12:22"
"1053";"242";"10565";"Tidak Ada";"2";"63";"2018-09-03";"20:13:43"
"1054";"242";"10566";"Tidak Ada";"2";"63";"2018-09-03";"20:14:28"
"1055";"306";"13154";"Tidak Ada";"2";"69";"2018-09-03";"20:26:37"
"1056";"242";"10567";"Tidak Ada";"2";"63";"2018-09-03";"20:32:33"
"1057";"242";"10568";"Tidak Ada";"2";"63";"2018-09-03";"20:33:19"
"1058";"242";"10569";"Tidak Ada";"2";"63";"2018-09-03";"20:34:06"
"1059";"242";"10570";"Tidak Ada";"2";"63";"2018-09-03";"20:35:14"
"1060";"31";"1424";"Tidak Ada";"2";"37";"2018-09-03";"20:36:31"
"1061";"31";"1425";"Tidak Ada";"2";"37";"2018-09-03";"20:37:06"
"1062";"31";"1426";"Tidak Ada";"2";"37";"2018-09-03";"20:45:32"
"1063";"242";"10571";"Tidak Ada";"2";"63";"2018-09-03";"20:58:55"
"1064";"242";"10572";"Tidak Ada";"2";"63";"2018-09-03";"20:59:41"
"1065";"242";"10573";"Tidak Ada";"2";"63";"2018-09-03";"21:02:21"
"1066";"242";"10574";"Tidak Ada";"2";"63";"2018-09-03";"21:03:49"
"1067";"306";"13114";"Tidak Ada";"2";"69";"2018-09-03";"21:04:06"
"1068";"242";"10575";"Tidak Ada";"2";"63";"2018-09-03";"21:05:39"
"1069";"31";"1427";"Tidak Ada";"2";"37";"2018-09-03";"21:05:47"
"1070";"31";"1428";"Tidak Ada";"2";"37";"2018-09-03";"21:06:18"
"1071";"306";"13115";"Tidak Ada";"2";"69";"2018-09-03";"21:07:49"
"1072";"242";"10576";"Tidak Ada";"2";"63";"2018-09-03";"21:08:08"
"1073";"31";"1429";"Tidak Ada";"2";"37";"2018-09-03";"21:08:19"
"1074";"242";"10577";"Tidak Ada";"2";"63";"2018-09-03";"21:10:00"
"1075";"31";"1430";"Tidak Ada";"2";"37";"2018-09-03";"21:10:16"
"1076";"242";"10578";"Tidak Ada";"2";"63";"2018-09-03";"21:10:55"
"1077";"306";"13116";"Tidak Ada";"2";"69";"2018-09-03";"21:11:52"
"1078";"242";"10579";"Tidak Ada";"2";"63";"2018-09-03";"21:12:43"
"1079";"242";"10580";"Tidak Ada";"2";"63";"2018-09-03";"21:15:18"
"1080";"242";"10581";"Tidak Ada";"2";"63";"2018-09-03";"21:16:01"
"1081";"242";"10582";"Tidak Ada";"2";"63";"2018-09-03";"21:17:04"
"1082";"242";"10583";"Tidak Ada";"2";"63";"2018-09-03";"21:18:20"
