"id_geolokasi";"id_berita";"id_kalimat";"desa";"kota";"kabupaten";"propinsi";"negara";"nama_tempat";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"619";"211";"9110";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:03:11"
"620";"211";"9111";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:03:30"
"621";"211";"9112";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:04:45"
"622";"211";"9113";"Tidak Ada";"Tidak Ada";"Cikarang";"Jawa Barat";"Tidak Ada";"Stadion Wibawa Mukti";"1";"2";"31";"2018-08-29";"02:06:32"
"623";"211";"9113";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Suriah";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:06:49"
"624";"211";"9114";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:08:48"
"625";"211";"9115";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:09:48"
"626";"211";"9115";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:09:52"
"627";"211";"9116";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Italia";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:10:35"
"628";"211";"9117";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Italia";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:11:20"
"629";"211";"9118";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Italia";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:13:22"
"630";"240";"10479";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Jakarta";"Tidak Ada";"Ruang Sidang Bawaslu";"1";"2";"63";"2018-08-29";"02:14:34"
"631";"211";"9119";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:15:55"
"632";"211";"9120";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:17:39"
"633";"211";"9121";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:19:46"
"634";"211";"9122";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"02:21:16"
"635";"211";"9123";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:33:44"
"636";"211";"9124";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:34:23"
"637";"211";"9125";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:35:19"
"638";"211";"9126";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:36:15"
"639";"211";"9127";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:36:57"
"640";"211";"9128";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:37:32"
"641";"211";"9129";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:38:27"
"642";"211";"9130";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:40:19"
"643";"211";"9131";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:42:13"
"644";"211";"9132";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:42:57"
"645";"211";"9133";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:43:14"
"646";"211";"9134";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:45:22"
"647";"211";"9135";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:45:53"
"648";"211";"9136";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:49:27"
"649";"211";"9137";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:56:40"
"650";"211";"9138";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"08:57:14"
"651";"211";"9139";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:04:17"
"652";"211";"9140";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:06:55"
"653";"211";"9141";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:07:58"
"654";"211";"9142";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:09:04"
"655";"211";"9143";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Korea Selatan";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:09:43"
"656";"211";"9143";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Malaysia";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:09:51"
"657";"211";"9144";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:10:47"
"658";"211";"9144";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:10:58"
"659";"211";"9145";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:12:04"
"660";"211";"9146";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:18:13"
"661";"211";"9147";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"09:18:47"
"662";"285";"12272";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:16:36"
"663";"285";"12273";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Myanmar";"1";"2";"57";"2018-08-29";"10:18:52"
"664";"285";"12273";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:18:59"
"665";"285";"12274";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Myanmar";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:20:29"
"666";"285";"12277";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:36:46"
"667";"285";"12277";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:36:54"
"668";"285";"12278";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:39:56"
"669";"285";"12279";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:48:35"
"670";"285";"12279";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:48:35"
"671";"285";"12280";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"10:50:33"
"672";"23";"851";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"10:59:46"
"673";"23";"852";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:01:50"
"674";"23";"853";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Spanyol";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:04:24"
"675";"23";"854";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:06:30"
"676";"285";"12255";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Myanmar";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:06:35"
"677";"285";"12255";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Rakhine";"1";"2";"57";"2018-08-29";"11:06:59"
"678";"23";"855";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:09:15"
"679";"23";"856";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:10:57"
"680";"199";"8683";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-08-29";"11:11:13"
"681";"285";"12256";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Rakhine";"1";"2";"57";"2018-08-29";"11:12:21"
"682";"285";"12257";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:14:52"
"683";"199";"8684";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-08-29";"11:15:59"
"684";"23";"857";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:17:25"
"685";"23";"858";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:18:29"
"686";"199";"8685";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-08-29";"11:19:57"
"687";"285";"12258";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:20:12"
"688";"23";"859";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:21:31"
"689";"285";"12259";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Rohingya";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:22:22"
"690";"285";"12259";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Myanmar";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:22:42"
"691";"285";"12259";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:23:02"
"692";"285";"12259";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Bangladesh";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:23:15"
"693";"109";"4454";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"11:23:57"
"694";"23";"860";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:24:13"
"695";"199";"8686";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"62";"2018-08-29";"11:24:30"
"696";"109";"4455";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"11:26:27"
"697";"285";"12260";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:27:01"
"698";"23";"861";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:28:08"
"699";"23";"862";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:29:19"
"700";"23";"863";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"36";"2018-08-29";"11:31:34"
"701";"285";"12261";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Rakhine";"1";"2";"57";"2018-08-29";"11:46:55"
"702";"285";"12262";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:49:35"
"703";"285";"12263";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:51:12"
"704";"285";"12264";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:53:08"
"705";"285";"12265";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Myanmar";"Tidak Ada";"1";"2";"57";"2018-08-29";"11:59:30"
"706";"285";"12266";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:00:44"
"707";"285";"12267";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"AS";"1";"2";"57";"2018-08-29";"12:23:36"
"708";"285";"12268";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:25:06"
"709";"285";"12268";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:25:16"
"710";"285";"12269";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:26:56"
"711";"285";"12270";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:28:14"
"712";"285";"12271";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Myanmar";"Rohingya";"1";"2";"57";"2018-08-29";"12:30:07"
"713";"285";"12271";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:30:14"
"714";"310";"13336";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:36:38"
"715";"310";"13299";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:38:13"
"716";"310";"13299";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:38:23"
"717";"310";"13300";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:40:44"
"718";"310";"13301";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:42:44"
"719";"310";"13302";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:44:41"
"720";"310";"13303";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:46:44"
"721";"310";"13304";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Kalimantan Barat";"Tidak Ada";"Pontianak";"1";"2";"57";"2018-08-29";"12:49:10"
"722";"310";"13305";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"TK";"1";"2";"57";"2018-08-29";"12:51:24"
"723";"310";"13305";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"SDN 74 Emplasment PTPN XIII Ngabang";"1";"2";"57";"2018-08-29";"12:51:45"
"724";"310";"13305";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"SD Muhammadiyah Pontianak";"1";"2";"57";"2018-08-29";"12:52:03"
"725";"310";"13305";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:52:14"
"726";"310";"13306";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:54:05"
"727";"310";"13307";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"12:56:15"
"728";"310";"13308";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:11:49"
"729";"310";"13309";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:13:38"
"730";"310";"13310";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:16:04"
"731";"211";"9148";"Tidak Ada";"Lubuk Nyiur";"Batang Kapas";"Sumatera Barat";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:17:30"
"732";"211";"9148";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:17:44"
"733";"211";"9149";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:18:45"
"734";"310";"13312";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:18:52"
"735";"109";"4456";"Tidak Ada";"Tidak Ada";"Washington";"DC";"Amerika Serikat";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:19:32"
"736";"211";"9150";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:20:58"
"737";"310";"13313";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:21:05"
"738";"310";"13313";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:21:12"
"739";"109";"4457";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:21:34"
"740";"35";"1570";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-08-29";"13:22:00"
"741";"35";"1570";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-08-29";"13:22:01"
"742";"15";"579";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:22:03"
"743";"35";"1570";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"34";"2018-08-29";"13:22:14"
"744";"15";"580";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Provinsi Kepulauan Riau";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:23:32"
"745";"211";"9151";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Prancis";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:23:36"
"746";"310";"13314";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:23:38"
"747";"211";"9151";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Marsielle";"Prancis";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:23:50"
"748";"15";"580";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Provinsi Kepulauan Riau \(Kepri\)";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:23:55"
"749";"109";"4458";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:24:19"
"750";"240";"10480";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:24:46"
"751";"240";"10480";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:24:54"
"752";"15";"580";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:25:26"
"753";"211";"9152";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:25:37"
"754";"310";"13315";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:25:41"
"755";"310";"13316";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:27:31"
"756";"240";"10481";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:27:35"
"757";"199";"8666";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Jawa Tengah";"Tidak Ada";"Kantor Gubernur";"1";"2";"65";"2018-08-29";"13:27:59"
"758";"310";"13317";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:28:53"
"759";"310";"13318";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Bandar Lampung";"1";"2";"57";"2018-08-29";"13:30:39"
"760";"211";"9153";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Suriah";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:31:38"
"761";"310";"13319";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:32:27"
"762";"310";"13319";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:32:35"
"763";"109";"4459";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:32:38"
"764";"211";"9154";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Indonesia";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:32:40"
"765";"109";"4459";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:32:47"
"766";"109";"4459";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"32";"2018-08-29";"13:32:52"
"767";"240";"10482";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"63";"2018-08-29";"13:34:13"
"768";"310";"13321";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:34:31"
"769";"211";"9155";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Suriah";"Tidak Ada";"1";"2";"31";"2018-08-29";"13:34:56"
"770";"199";"8667";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"65";"2018-08-29";"13:35:33"
"771";"15";"581";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:35:51"
"772";"310";"13323";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"57";"2018-08-29";"13:36:03"
"773";"15";"581";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:36:03"
"774";"15";"581";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"Tidak Ada";"1";"2";"53";"2018-08-29";"13:36:03"
