"id_waktu";"id_berita";"id_kalimat";"waktu";"isValid";"id_submitter";"date_submit";"time_submit"
"845";"219";"9379";"Tidak Ada";"1";"31";"2018-08-30";"08:51:47"
"846";"219";"9380";"Tidak Ada";"1";"31";"2018-08-30";"08:52:29"
"847";"219";"9381";"Tidak Ada";"1";"31";"2018-08-30";"08:53:49"
"848";"219";"9382";"Tidak Ada";"1";"31";"2018-08-30";"08:54:45"
"849";"219";"9383";"Rabu (29/11/2017)";"1";"31";"2018-08-30";"08:55:25"
"850";"219";"9384";"Rabu (15/11/2017)";"1";"31";"2018-08-30";"08:57:26"
"851";"219";"9385";"Tidak Ada";"1";"31";"2018-08-30";"08:59:09"
"852";"219";"9386";"2016";"1";"31";"2018-08-30";"09:00:15"
"853";"219";"9387";"Tidak Ada";"1";"31";"2018-08-30";"09:00:59"
"854";"219";"9388";"Tidak Ada";"1";"31";"2018-08-30";"09:03:10"
"855";"219";"9389";"Tidak Ada";"1";"31";"2018-08-30";"09:04:17"
"856";"219";"9390";"Tidak Ada";"1";"31";"2018-08-30";"09:05:54"
"857";"219";"9391";"Tidak Ada";"1";"31";"2018-08-30";"09:07:00"
"858";"219";"9392";"Tidak Ada";"1";"31";"2018-08-30";"09:07:41"
"859";"219";"9393";"2003";"1";"31";"2018-08-30";"09:08:38"
"860";"219";"9393";"2007";"1";"31";"2018-08-30";"09:08:42"
"861";"219";"9394";"Tidak Ada";"1";"31";"2018-08-30";"09:10:10"
"862";"219";"9395";"Tidak Ada";"1";"31";"2018-08-30";"09:10:55"
"863";"219";"9396";"Tidak Ada";"1";"31";"2018-08-30";"09:11:47"
"864";"219";"9397";"Tidak Ada";"1";"31";"2018-08-30";"09:12:52"
"865";"219";"9398";"Tidak Ada";"0";"31";"2018-08-30";"09:14:03"
"866";"219";"9399";"2016";"1";"31";"2018-08-30";"09:15:09"
"867";"219";"9400";"Tidak Ada";"1";"31";"2018-08-30";"09:16:03"
"868";"219";"9401";"Tidak Ada";"1";"31";"2018-08-30";"09:16:47"
"869";"219";"9402";"Tidak Ada";"1";"31";"2018-08-30";"09:17:45"
"870";"219";"9403";"Tidak Ada";"1";"31";"2018-08-30";"09:18:18"
"871";"219";"9404";"Tidak Ada";"1";"31";"2018-08-30";"09:19:36"
"872";"219";"9405";"Tidak Ada";"1";"31";"2018-08-30";"09:20:31"
"873";"219";"9406";"Tidak Ada";"1";"31";"2018-08-30";"09:22:19"
"874";"219";"9407";"Tidak Ada";"1";"31";"2018-08-30";"09:23:23"
"875";"219";"9408";"Tidak Ada";"1";"31";"2018-08-30";"09:25:06"
"876";"35";"1571";"beberapa tahun kedepan";"2";"34";"2018-08-30";"10:34:42"
"877";"35";"1571";"Tidak Ada";"2";"34";"2018-08-30";"10:34:53"
"878";"35";"1572";"Tidak Ada";"2";"34";"2018-08-30";"10:38:44"
"879";"35";"1573";"Tidak Ada";"2";"34";"2018-08-30";"10:44:55"
"880";"35";"1574";"1997";"1";"34";"2018-08-30";"10:46:59"
"881";"22";"827";"Tidak Ada";"1";"37";"2018-08-30";"17:28:22"
"882";"22";"828";"Tidak Ada";"1";"37";"2018-08-30";"17:29:41"
"883";"22";"829";"Tidak Ada";"1";"37";"2018-08-30";"17:32:27"
"884";"22";"831";"Tidak Ada";"2";"37";"2018-08-30";"19:01:55"
"885";"22";"832";"Tidak Ada";"2";"37";"2018-08-30";"19:13:22"
"886";"22";"833";"Tidak Ada";"2";"37";"2018-08-30";"19:13:56"
"887";"100";"4149";"Tidak Ada";"2";"50";"2018-08-30";"19:43:48"
"888";"100";"4150";"Tidak Ada";"2";"50";"2018-08-30";"19:49:41"
"889";"100";"4151";"Tidak Ada";"2";"50";"2018-08-30";"19:59:14"
"890";"100";"4152";"2016";"2";"50";"2018-08-30";"20:05:41"
"891";"100";"4153";"Tidak Ada";"2";"50";"2018-08-30";"20:14:55"
"892";"100";"4154";"Tidak Ada";"2";"50";"2018-08-30";"20:17:27"
"893";"100";"4155";"Tidak Ada";"2";"50";"2018-08-30";"20:20:58"
"894";"242";"10539";"Tidak Ada";"2";"63";"2018-08-30";"20:22:39"
"895";"242";"10540";"Tidak Ada";"2";"63";"2018-08-30";"20:23:36"
"896";"100";"4156";"Rabu (15/11/2017)";"2";"50";"2018-08-30";"20:24:24"
"897";"242";"10541";"Tidak Ada";"2";"63";"2018-08-30";"20:25:27"
"898";"242";"10542";"Tidak Ada";"2";"63";"2018-08-30";"20:27:25"
"899";"22";"834";"Tidak Ada";"2";"37";"2018-08-30";"20:28:00"
"900";"242";"10543";"April 2017";"2";"63";"2018-08-30";"20:28:25"
"901";"107";"4367";"Tidak Ada";"2";"50";"2018-08-30";"20:30:31"
"902";"242";"10544";"Tidak Ada";"2";"63";"2018-08-30";"20:30:57"
"903";"242";"10545";"September 2017";"2";"63";"2018-08-30";"20:31:30"
"904";"107";"4368";"malam";"2";"50";"2018-08-30";"20:32:18"
"905";"107";"4369";"Tidak Ada";"2";"50";"2018-08-30";"20:35:28"
"906";"107";"4370";"Tidak Ada";"2";"50";"2018-08-30";"20:39:08"
"907";"242";"10546";"Tidak Ada";"2";"63";"2018-08-30";"20:39:43"
"908";"242";"10547";"Tidak Ada";"2";"63";"2018-08-30";"20:40:25"
"909";"242";"10548";"Tidak Ada";"2";"63";"2018-08-30";"20:41:03"
"910";"242";"10549";"Tidak Ada";"2";"63";"2018-08-30";"20:41:41"
"911";"242";"10550";"Tidak Ada";"2";"63";"2018-08-30";"20:42:21"
"912";"242";"10551";"Tidak Ada";"2";"63";"2018-08-30";"20:42:59"
"913";"107";"4371";"Tidak Ada";"2";"50";"2018-08-30";"20:43:50"
"914";"242";"10552";"Tidak Ada";"2";"63";"2018-08-30";"20:44:24"
"915";"242";"10553";"Tidak Ada";"2";"63";"2018-08-30";"20:45:07"
"916";"107";"4372";"Tidak Ada";"2";"50";"2018-08-30";"20:45:38"
"917";"242";"10554";"Tidak Ada";"2";"63";"2018-08-30";"20:45:46"
"918";"242";"10555";"Tidak Ada";"2";"63";"2018-08-30";"20:47:05"
"919";"242";"10556";"Tidak Ada";"2";"63";"2018-08-30";"20:47:35"
"920";"107";"4373";"Tidak Ada";"2";"50";"2018-08-30";"20:49:19"
"921";"22";"835";"Tidak Ada";"2";"37";"2018-08-30";"20:49:37"
"922";"107";"4374";"Tidak Ada";"2";"50";"2018-08-30";"20:51:51"
"923";"107";"4375";"Tidak Ada";"2";"50";"2018-08-30";"20:53:17"
"924";"107";"4376";"Tidak Ada";"2";"50";"2018-08-30";"20:54:46"
"925";"107";"4377";"Tidak Ada";"2";"50";"2018-08-30";"20:58:28"
"926";"242";"10557";"Tidak Ada";"2";"63";"2018-08-30";"21:10:17"
"927";"242";"10558";"2017";"2";"63";"2018-08-30";"21:10:43"
"928";"107";"4378";"Tidak Ada";"2";"50";"2018-08-30";"21:11:21"
"929";"107";"4379";"Tidak Ada";"2";"50";"2018-08-30";"21:13:14"
"930";"107";"4380";"Tidak Ada";"2";"50";"2018-08-30";"21:15:47"
"931";"107";"4381";"Tidak Ada";"2";"50";"2018-08-30";"21:18:55"
"932";"107";"4382";"Tidak Ada";"2";"50";"2018-08-30";"21:20:33"
"933";"107";"4383";"Tidak Ada";"2";"50";"2018-08-30";"21:21:55"
"934";"107";"4384";"Tidak Ada";"2";"50";"2018-08-30";"21:24:33"
"935";"107";"4385";"Tidak Ada";"2";"50";"2018-08-30";"21:26:19"
"936";"107";"4386";"Tidak Ada";"2";"50";"2018-08-30";"21:28:08"
"937";"107";"4387";"Tidak Ada";"2";"50";"2018-08-30";"21:31:46"
"938";"22";"836";"Tidak Ada";"2";"37";"2018-08-30";"21:43:40"
"939";"22";"837";"Tidak Ada";"2";"37";"2018-08-30";"21:44:27"
"940";"107";"4388";"Tidak Ada";"2";"50";"2018-08-30";"21:51:56"
"941";"107";"4389";"Tidak Ada";"2";"50";"2018-08-30";"22:08:09"
"942";"107";"4390";"Tidak Ada";"2";"50";"2018-08-30";"22:10:12"
"943";"107";"4391";"Tidak Ada";"2";"50";"2018-08-30";"22:22:32"
"944";"22";"838";"Tidak Ada";"2";"37";"2018-08-30";"22:49:25"
"945";"22";"839";"Tidak Ada";"2";"37";"2018-08-30";"22:57:42"
"946";"107";"4392";"Tidak Ada";"2";"50";"2018-08-30";"23:22:07"
"947";"107";"4393";"Tidak Ada";"2";"50";"2018-08-30";"23:26:07"
"948";"107";"4394";"Tidak Ada";"2";"50";"2018-08-30";"23:30:31"
"949";"107";"4395";"Tidak Ada";"2";"50";"2018-08-30";"23:32:23"
"950";"107";"4396";"Tidak Ada";"2";"50";"2018-08-30";"23:41:55"
"951";"107";"4397";"Tidak Ada";"2";"50";"2018-08-30";"23:43:36"
"952";"107";"4398";"Tidak Ada";"2";"50";"2018-08-30";"23:45:56"
"953";"107";"4399";"Tidak Ada";"2";"50";"2018-08-30";"23:47:36"
"954";"22";"840";"Tidak Ada";"2";"37";"2018-08-30";"23:49:18"
"955";"107";"4400";"Tidak Ada";"2";"50";"2018-08-30";"23:49:30"
"956";"22";"841";"Tidak Ada";"2";"37";"2018-08-30";"23:50:50"
"957";"107";"4401";"Tidak Ada";"2";"50";"2018-08-30";"23:52:24"
"958";"113";"4602";"senja";"2";"50";"2018-08-30";"23:55:36"
"959";"113";"4603";"Tidak Ada";"2";"50";"2018-08-30";"23:59:28"
"960";"113";"4604";"Tidak Ada";"2";"50";"2018-08-31";"00:03:34"
"961";"31";"1443";"Tidak Ada";"2";"37";"2018-08-31";"00:05:55"
"962";"31";"1444";"2015";"2";"37";"2018-08-31";"00:06:23"
"963";"31";"1445";"Tidak Ada";"2";"37";"2018-08-31";"00:09:16"
"964";"31";"1403";"Tidak Ada";"2";"37";"2018-08-31";"00:10:37"
"965";"31";"1404";"Tidak Ada";"2";"37";"2018-08-31";"00:11:21"
"966";"31";"1405";"Tidak Ada";"2";"37";"2018-08-31";"00:14:45"
"967";"31";"1406";"Tidak Ada";"2";"37";"2018-08-31";"00:15:25"
"968";"31";"1407";"Tidak Ada";"2";"37";"2018-08-31";"00:16:15"
"969";"113";"4605";"Tidak Ada";"2";"50";"2018-08-31";"00:16:19"
"970";"31";"1408";"Tidak Ada";"2";"37";"2018-08-31";"00:16:49"
"971";"31";"1409";"Tidak Ada";"2";"37";"2018-08-31";"00:17:27"
"972";"31";"1410";"Tidak Ada";"2";"37";"2018-08-31";"00:20:22"
"973";"113";"4606";"Tidak Ada";"2";"50";"2018-08-31";"00:31:02"
"974";"31";"1411";"Tidak Ada";"2";"37";"2018-08-31";"00:34:32"
"975";"31";"1412";"Tidak Ada";"2";"37";"2018-08-31";"00:35:33"
"976";"31";"1413";"Tidak Ada";"2";"37";"2018-08-31";"00:36:13"
"977";"31";"1414";"Tidak Ada";"2";"37";"2018-08-31";"00:37:40"
"978";"31";"1415";"Tidak Ada";"2";"37";"2018-08-31";"00:39:41"
"979";"113";"4607";"Tidak Ada";"2";"50";"2018-08-31";"00:47:23"
"980";"113";"4608";"Tidak Ada";"2";"50";"2018-08-31";"00:52:32"
"981";"113";"4609";"Tidak Ada";"2";"50";"2018-08-31";"00:55:18"
"982";"113";"4610";"Tidak Ada";"2";"50";"2018-08-31";"01:01:23"
"983";"113";"4611";"Tidak Ada";"2";"50";"2018-08-31";"01:03:48"
"984";"113";"4612";"Tidak Ada";"2";"50";"2018-08-31";"01:06:28"
"985";"113";"4613";"Tidak Ada";"2";"50";"2018-08-31";"01:10:29"
"986";"113";"4614";"Tidak Ada";"2";"50";"2018-08-31";"01:14:25"
"987";"113";"4615";"Tidak Ada";"2";"50";"2018-08-31";"01:17:13"
"988";"113";"4616";"Tidak Ada";"2";"50";"2018-08-31";"01:20:32"
"989";"199";"8668";"Tidak Ada";"2";"65";"2018-08-31";"01:52:06"
"990";"199";"8669";"Tidak Ada";"2";"65";"2018-08-31";"01:57:13"
"991";"199";"8670";"Tidak Ada";"2";"65";"2018-08-31";"02:00:54"
"992";"199";"8671";"Tidak Ada";"2";"65";"2018-08-31";"02:07:10"
"993";"199";"8672";"Tidak Ada";"2";"65";"2018-08-31";"02:11:05"
"994";"199";"8673";"Tidak Ada";"2";"65";"2018-08-31";"02:13:37"
"995";"199";"8674";"3 November dan  Desember";"2";"65";"2018-08-31";"02:17:18"
"996";"199";"8675";"Tidak Ada";"2";"65";"2018-08-31";"02:23:10"
"997";"199";"8676";"Tidak Ada";"2";"65";"2018-08-31";"02:26:18"
"998";"199";"8677";"Tidak Ada";"2";"65";"2018-08-31";"02:28:42"
"999";"199";"8678";"Tidak Ada";"2";"65";"2018-08-31";"02:32:46"
"1000";"199";"8679";"Tidak Ada";"2";"65";"2018-08-31";"02:35:20"
"1001";"199";"8680";"November 20, 2017";"2";"65";"2018-08-31";"02:44:10"
"1002";"31";"1416";"Tidak Ada";"2";"37";"2018-08-31";"09:10:17"
"1003";"31";"1417";"Tidak Ada";"2";"37";"2018-08-31";"09:27:42"
"1004";"31";"1418";"Tidak Ada";"2";"37";"2018-08-31";"09:31:52"
"1005";"31";"1419";"Tidak Ada";"2";"37";"2018-08-31";"09:36:00"
"1006";"23";"864";"Tidak Ada";"2";"36";"2018-09-03";"15:43:00"
"1007";"23";"865";"Tidak Ada";"2";"36";"2018-09-03";"15:46:56"
"1008";"23";"866";"Tidak Ada";"2";"36";"2018-09-03";"15:48:09"
"1009";"23";"867";"Tidak Ada";"2";"36";"2018-09-03";"15:57:16"
"1010";"23";"868";"Tidak Ada";"2";"36";"2018-09-03";"16:01:24"
"1011";"23";"869";"Tidak Ada";"2";"36";"2018-09-03";"16:03:14"
"1012";"23";"870";"Tidak Ada";"2";"36";"2018-09-03";"16:04:23"
"1013";"23";"871";"Tidak Ada";"2";"36";"2018-09-03";"16:06:55"
"1014";"23";"872";"Tidak Ada";"2";"36";"2018-09-03";"16:09:12"
"1015";"23";"873";"Tidak Ada";"2";"36";"2018-09-03";"16:11:27"
"1016";"23";"874";"Tidak Ada";"2";"36";"2018-09-03";"16:15:38"
"1017";"23";"875";"Tidak Ada";"2";"36";"2018-09-03";"16:18:52"
"1018";"23";"876";"Tidak Ada";"2";"36";"2018-09-03";"16:20:16"
"1019";"23";"877";"Tidak Ada";"2";"36";"2018-09-03";"16:22:42"
"1020";"23";"878";"Tidak Ada";"2";"36";"2018-09-03";"16:25:59"
"1021";"23";"879";"Tidak Ada";"2";"36";"2018-09-03";"16:28:48"
"1022";"23";"880";"Tidak Ada";"2";"36";"2018-09-03";"16:32:16"
"1023";"23";"881";"Tidak Ada";"2";"36";"2018-09-03";"16:33:52"
"1024";"23";"882";"Tidak Ada";"2";"36";"2018-09-03";"16:35:12"
"1025";"23";"883";"Tidak Ada";"2";"36";"2018-09-03";"16:37:21"
"1026";"23";"884";"Tidak Ada";"2";"36";"2018-09-03";"16:43:09"
"1027";"23";"885";"Tidak Ada";"2";"36";"2018-09-03";"17:02:45"
"1028";"23";"886";"Tidak Ada";"2";"36";"2018-09-03";"17:08:25"
"1029";"23";"887";"Tidak Ada";"2";"36";"2018-09-03";"17:10:11"
"1030";"23";"888";"Tidak Ada";"2";"36";"2018-09-03";"17:12:20"
"1031";"23";"889";"Tidak Ada";"2";"36";"2018-09-03";"17:14:08"
"1032";"23";"890";"Tidak Ada";"2";"36";"2018-09-03";"17:15:20"
"1033";"23";"891";"Tidak Ada";"2";"36";"2018-09-03";"17:16:23"
"1034";"23";"892";"Tidak Ada";"2";"36";"2018-09-03";"17:17:09"
"1035";"23";"893";"Tidak Ada";"2";"36";"2018-09-03";"17:17:55"
"1036";"23";"894";"Tidak Ada";"2";"36";"2018-09-03";"17:19:09"
"1037";"23";"895";"Tidak Ada";"2";"36";"2018-09-03";"17:20:08"
"1038";"23";"896";"Tidak Ada";"2";"36";"2018-09-03";"17:22:31"
"1039";"23";"897";"Tidak Ada";"2";"36";"2018-09-03";"17:23:26"
"1040";"23";"898";"Tidak Ada";"2";"36";"2018-09-03";"17:24:52"
"1041";"23";"899";"Tidak Ada";"2";"36";"2018-09-03";"17:26:47"
"1042";"23";"900";"Tidak Ada";"2";"36";"2018-09-03";"17:28:11"
"1043";"23";"901";"Tidak Ada";"2";"36";"2018-09-03";"17:29:05"
"1044";"23";"902";"Tidak Ada";"2";"36";"2018-09-03";"17:30:03"
"1045";"23";"903";"Tidak Ada";"2";"36";"2018-09-03";"17:30:54"
"1046";"23";"904";"Tidak Ada";"2";"36";"2018-09-03";"17:32:15"
"1047";"23";"905";"Tidak Ada";"2";"36";"2018-09-03";"17:33:23"
"1048";"23";"906";"Tidak Ada";"2";"36";"2018-09-03";"17:34:32"
"1049";"23";"907";"Tidak Ada";"2";"36";"2018-09-03";"17:35:21"
"1050";"23";"908";"Tidak Ada";"2";"36";"2018-09-03";"17:36:07"
"1051";"23";"909";"Tidak Ada";"2";"36";"2018-09-03";"17:36:59"
"1052";"23";"910";"Tidak Ada";"2";"36";"2018-09-03";"17:43:07"
"1053";"31";"1420";"Tidak Ada";"2";"37";"2018-09-03";"19:20:13"
"1054";"31";"1421";"Tidak Ada";"2";"37";"2018-09-03";"19:31:17"
"1055";"242";"10559";"Tidak Ada";"2";"63";"2018-09-03";"19:43:04"
"1056";"242";"10560";"Tidak Ada";"2";"63";"2018-09-03";"19:44:43"
"1057";"31";"1422";"Tidak Ada";"2";"37";"2018-09-03";"19:45:49"
"1058";"31";"1423";"Tidak Ada";"2";"37";"2018-09-03";"19:46:33"
"1059";"242";"10561";"Tidak Ada";"2";"63";"2018-09-03";"19:46:58"
"1060";"242";"10562";"Tidak Ada";"2";"63";"2018-09-03";"19:48:34"
"1061";"242";"10563";"Tidak Ada";"2";"63";"2018-09-03";"19:51:06"
"1062";"242";"10564";"Tidak Ada";"2";"63";"2018-09-03";"20:13:09"
"1063";"242";"10565";"Tidak Ada";"2";"63";"2018-09-03";"20:13:40"
"1064";"242";"10566";"Tidak Ada";"2";"63";"2018-09-03";"20:14:31"
"1065";"306";"13154";"1986";"2";"69";"2018-09-03";"20:27:08"
"1066";"242";"10567";"Tidak Ada";"2";"63";"2018-09-03";"20:32:28"
"1067";"242";"10568";"Tidak Ada";"2";"63";"2018-09-03";"20:33:23"
"1068";"242";"10569";"Tidak Ada";"2";"63";"2018-09-03";"20:34:02"
"1069";"242";"10570";"Tidak Ada";"2";"63";"2018-09-03";"20:35:18"
"1070";"31";"1424";"Tidak Ada";"2";"37";"2018-09-03";"20:36:38"
"1071";"31";"1425";"Tidak Ada";"2";"37";"2018-09-03";"20:37:10"
"1072";"31";"1426";"tahun 2014";"2";"37";"2018-09-03";"20:42:54"
"1073";"306";"13114";"25 April 1986";"2";"69";"2018-09-03";"20:46:24"
"1074";"306";"13114";"6 Agustus 1945";"2";"69";"2018-09-03";"20:46:53"
"1075";"306";"13114";"31 tahun";"2";"69";"2018-09-03";"20:51:00"
"1076";"242";"10571";"Tidak Ada";"2";"63";"2018-09-03";"20:58:50"
"1077";"242";"10572";"Tidak Ada";"2";"63";"2018-09-03";"20:59:35"
"1078";"242";"10573";"Tidak Ada";"2";"63";"2018-09-03";"21:02:26"
"1079";"242";"10574";"Tidak Ada";"2";"63";"2018-09-03";"21:03:42"
"1080";"242";"10575";"Tidak Ada";"2";"63";"2018-09-03";"21:05:44"
"1081";"31";"1427";"Tidak Ada";"2";"37";"2018-09-03";"21:05:52"
"1082";"31";"1428";"Tidak Ada";"2";"37";"2018-09-03";"21:06:23"
"1083";"242";"10576";"Tidak Ada";"2";"63";"2018-09-03";"21:08:12"
"1084";"306";"13115";"1986";"2";"69";"2018-09-03";"21:08:21"
"1085";"31";"1429";"Tidak Ada";"2";"37";"2018-09-03";"21:08:27"
"1086";"242";"10577";"Tidak Ada";"2";"63";"2018-09-03";"21:09:55"
"1087";"31";"1430";"Tidak Ada";"2";"37";"2018-09-03";"21:10:20"
"1088";"242";"10578";"Tidak Ada";"2";"63";"2018-09-03";"21:10:49"
"1089";"242";"10579";"Tidak Ada";"2";"63";"2018-09-03";"21:12:48"
"1090";"242";"10580";"Tidak Ada";"2";"63";"2018-09-03";"21:15:22"
"1091";"242";"10581";"Tidak Ada";"2";"63";"2018-09-03";"21:16:06"
"1092";"242";"10582";"Tidak Ada";"2";"63";"2018-09-03";"21:17:14"
"1093";"242";"10583";"Tidak Ada";"2";"63";"2018-09-03";"21:18:13"
"1094";"242";"10584";"Tidak Ada";"2";"63";"2018-09-03";"21:19:02"
"1095";"242";"10585";"Tidak Ada";"2";"63";"2018-09-03";"21:21:14"
"1096";"306";"13116";"Tidak Ada";"2";"69";"2018-09-03";"21:21:44"
"1097";"242";"10586";"Tidak Ada";"2";"63";"2018-09-03";"21:22:39"
"1098";"242";"10587";"Tidak Ada";"2";"63";"2018-09-03";"21:23:26"
"1099";"242";"10588";"Oct 22, 2017";"2";"63";"2018-09-03";"21:24:26"
"1100";"306";"13117";"Tidak Ada";"2";"69";"2018-09-03";"21:24:35"
"1101";"242";"10588";"8:34am PDT";"2";"63";"2018-09-03";"21:24:38"
"1102";"306";"13118";"Tidak Ada";"2";"69";"2018-09-03";"21:26:55"
"1103";"306";"13119";"Tidak Ada";"2";"69";"2018-09-03";"21:30:34"
"1104";"306";"13120";"6 Agustus 1945";"2";"69";"2018-09-03";"21:34:07"
"1105";"31";"1431";"Tidak Ada";"2";"37";"2018-09-03";"23:54:15"
"1106";"31";"1432";"Tidak Ada";"2";"37";"2018-09-03";"23:57:39"
"1107";"31";"1433";"Tidak Ada";"2";"37";"2018-09-03";"23:59:44"
"1108";"31";"1434";"Tidak Ada";"2";"37";"2018-09-04";"00:03:29"
"1109";"31";"1435";"Tidak Ada";"2";"37";"2018-09-04";"00:07:46"
"1110";"31";"1436";"Tidak Ada";"2";"37";"2018-09-04";"00:13:45"
"1111";"31";"1437";"Tidak Ada";"2";"37";"2018-09-04";"00:23:44"
"1112";"31";"1438";"Tidak Ada";"2";"37";"2018-09-04";"00:31:36"
"1113";"31";"1439";"Tidak Ada";"2";"37";"2018-09-04";"00:32:09"
"1114";"31";"1440";"Tidak Ada";"2";"37";"2018-09-04";"00:38:08"
"1115";"31";"1441";"Tidak Ada";"2";"37";"2018-09-04";"00:39:57"
"1116";"31";"1442";"Tidak Ada";"2";"37";"2018-09-04";"01:48:46"
"1117";"24";"911";"Tidak Ada";"2";"37";"2018-09-04";"02:06:36"
"1118";"24";"912";"Tidak Ada";"2";"37";"2018-09-04";"02:10:42"
"1119";"24";"913";"Tidak Ada";"2";"37";"2018-09-04";"02:25:56"
"1120";"24";"914";"Minggu (12/11).";"2";"37";"2018-09-04";"02:27:13"
"1121";"24";"915";"Tidak Ada";"2";"37";"2018-09-04";"02:33:25"
"1122";"24";"916";"Tidak Ada";"2";"37";"2018-09-04";"02:34:19"
"1123";"24";"917";"Tidak Ada";"2";"37";"2018-09-04";"02:34:56"
"1124";"24";"918";"menit ke-3";"2";"37";"2018-09-04";"02:37:24"
"1125";"24";"919";"Tidak Ada";"2";"37";"2018-09-04";"02:41:16"
"1126";"24";"920";"Tidak Ada";"2";"37";"2018-09-04";"02:49:23"
"1127";"24";"921";"Tidak Ada";"2";"37";"2018-09-04";"02:54:15"
"1128";"24";"922";"Tidak Ada";"2";"37";"2018-09-04";"02:55:10"
"1129";"24";"923";"Tidak Ada";"2";"37";"2018-09-04";"02:56:01"
"1130";"24";"924";"Tidak Ada";"2";"37";"2018-09-04";"02:59:44"
"1131";"24";"925";"(8/11)";"2";"37";"2018-09-04";"03:00:33"
"1132";"24";"926";"Tidak Ada";"2";"37";"2018-09-04";"03:03:52"
"1133";"24";"927";"Jumat (10/10)";"2";"37";"2018-09-04";"03:05:51"
"1134";"199";"8687";"Tidak Ada";"2";"62";"2018-09-04";"07:40:29"
"1135";"335";"14390";"Tidak Ada";"2";"43";"2018-09-04";"07:48:23"
"1136";"199";"8688";"15-17 tahun";"2";"62";"2018-09-04";"07:49:09"
"1137";"199";"8689";"18 tahun";"2";"62";"2018-09-04";"07:51:54"
"1138";"199";"8689";"20-24 tahun";"2";"62";"2018-09-04";"07:52:06"
"1139";"199";"8690";"Tidak Ada";"2";"62";"2018-09-04";"07:53:07"
"1140";"335";"14391";"Tidak Ada";"2";"43";"2018-09-04";"07:54:33"
"1141";"199";"8691";"15 tahun";"2";"62";"2018-09-04";"07:56:23"
"1142";"199";"8691";"15-17 tahun";"2";"62";"2018-09-04";"07:56:42"
"1143";"199";"8692";"Tidak Ada";"2";"62";"2018-09-04";"07:59:53"
"1144";"199";"8693";"18 tahun";"2";"62";"2018-09-04";"08:01:04"
"1145";"199";"8693";"Tidak Ada";"2";"62";"2018-09-04";"08:01:07"
"1146";"199";"8694";"Tidak Ada";"2";"62";"2018-09-04";"08:02:46"
"1147";"335";"14392";"Tidak Ada";"2";"43";"2018-09-04";"08:03:17"
"1148";"199";"8695";"Tidak Ada";"2";"62";"2018-09-04";"08:03:55"
"1149";"199";"8696";"Tidak Ada";"2";"62";"2018-09-04";"08:06:11"
"1150";"335";"14393";"Tidak Ada";"2";"43";"2018-09-04";"08:07:03"
"1151";"335";"14394";"Tidak Ada";"2";"43";"2018-09-04";"08:09:16"
"1152";"199";"8697";"November 20, 2017";"2";"62";"2018-09-04";"08:10:02"
"1153";"199";"8698";"Tidak Ada";"2";"62";"2018-09-04";"08:12:06"
"1154";"335";"14395";"Tidak Ada";"2";"43";"2018-09-04";"08:12:37"
"1155";"199";"8699";"Tidak Ada";"2";"62";"2018-09-04";"08:13:32"
"1156";"335";"14396";"Tidak Ada";"2";"43";"2018-09-04";"08:14:06"
"1157";"199";"8700";"Tidak Ada";"2";"62";"2018-09-04";"08:14:40"
"1158";"335";"14398";"Tidak Ada";"2";"43";"2018-09-04";"08:15:45"
"1159";"199";"8701";"Tidak Ada";"2";"62";"2018-09-04";"08:16:25"
"1160";"199";"8702";"Tidak Ada";"2";"62";"2018-09-04";"08:18:05"
"1161";"199";"8703";"Tidak Ada";"2";"62";"2018-09-04";"08:27:31"
"1162";"199";"8704";"Tidak Ada";"2";"62";"2018-09-04";"08:29:23"
"1163";"199";"8705";"Tidak Ada";"2";"62";"2018-09-04";"08:30:51"
"1164";"199";"8706";"Tidak Ada";"2";"62";"2018-09-04";"08:33:00"
"1165";"199";"8707";"Tidak Ada";"2";"62";"2018-09-04";"08:35:07"
"1166";"199";"8708";"Tidak Ada";"2";"62";"2018-09-04";"08:36:24"
"1167";"199";"8709";"Tidak Ada";"2";"62";"2018-09-04";"08:37:39"
"1168";"335";"14399";"Tidak Ada";"2";"43";"2018-09-04";"08:38:11"
"1169";"335";"14400";"Tidak Ada";"2";"43";"2018-09-04";"08:38:54"
"1170";"199";"8710";"Tidak Ada";"2";"62";"2018-09-04";"08:39:32"
"1171";"335";"14358";"Kamis";"2";"43";"2018-09-04";"08:41:27"
"1172";"199";"8711";"Tidak Ada";"2";"62";"2018-09-04";"08:41:59"
"1173";"335";"14359";"Tidak Ada";"2";"43";"2018-09-04";"08:43:58"
"1174";"199";"8712";"Tidak Ada";"2";"62";"2018-09-04";"08:44:17"
"1175";"335";"14360";"Tidak Ada";"2";"43";"2018-09-04";"08:44:49"
"1176";"199";"8713";"Tidak Ada";"2";"62";"2018-09-04";"08:45:39"
"1177";"335";"14361";"Tidak Ada";"2";"43";"2018-09-04";"08:46:18"
"1178";"207";"9007";"Tidak Ada";"2";"33";"2018-09-04";"09:52:24"
"1179";"207";"9008";"Selasa (14/11/2017)";"2";"33";"2018-09-04";"09:55:57"
"1180";"207";"9009";"Tidak Ada";"2";"33";"2018-09-04";"10:17:43"
"1181";"207";"9010";"Tidak Ada";"2";"33";"2018-09-04";"10:19:05"
"1182";"207";"9011";"Tidak Ada";"2";"33";"2018-09-04";"10:23:43"
