id_berita;id_kalimat;kuantitas;isValid
107;4376;Tidak Ada;2
107;4377;Tidak Ada;2
242;10557;Tidak Ada;2
242;10558;Tidak Ada;2
107;4378;Tidak Ada;2
107;4379;Tidak Ada;2
107;4380;Tidak Ada;2
107;4381;Tidak Ada;2
22;835;Tidak Ada;2
107;4382;Tidak Ada;2
107;4383;Tidak Ada;2
107;4384;Tidak Ada;2
107;4385;Tidak Ada;2
107;4386;Tidak Ada;2
107;4387;Tidak Ada;2
22;836;Tidak Ada;2
22;837;Tidak Ada;2
107;4388;Tidak Ada;2
107;4389;Tidak Ada;2
107;4390;Tidak Ada;2
107;4391;Tidak Ada;2
22;838;Tidak Ada;2
107;4392;Tidak Ada;2
107;4393;Tidak Ada;2
22;839;Tidak Ada;2
22;840;Tidak Ada;2
107;4394;Tidak Ada;2
107;4395;Tidak Ada;2
107;4396;Tidak Ada;2
107;4397;Tidak Ada;2
107;4398;Tidak Ada;2
107;4399;Tidak Ada;2
107;4400;Tidak Ada;2
22;841;Tidak Ada;2
107;4401;Tidak Ada;2
113;4602;Tidak Ada;2
113;4603;Tidak Ada;2
113;4604;6.134 kilometer;2
31;1443;Tidak Ada;2
31;1444;2015;2
31;1445;Tidak Ada;2
31;1403;Tidak Ada;2
31;1404;Tidak Ada;2
31;1405;Tidak Ada;2
31;1406;Tidak Ada;2
31;1407;Tidak Ada;2
113;4605;Tidak Ada;2
31;1408;Tidak Ada;2
31;1409;Tidak Ada;2
31;1410;Tidak Ada;2
113;4606;Tidak Ada;2
31;1411;Tidak Ada;2
31;1412;Tidak Ada;2
31;1413;Tidak Ada;2
31;1414;Tidak Ada;2
31;1415;Tidak Ada;2
113;4607;Tidak Ada;2
113;4608;Tidak Ada;2
113;4609;Tidak Ada;2
113;4610;Tidak Ada;2
113;4611;Tidak Ada;2
113;4612;Tidak Ada;2
113;4613;Tidak Ada;2
113;4614;Tidak Ada;2
113;4615;Tidak Ada;2
113;4616;Tidak Ada;2
199;8668;Tidak Ada;2
199;8669;Tidak Ada;2
199;8670;Tidak Ada;2
199;8671;Tidak Ada;2
199;8672;Tidak Ada;2
199;8673;tujuh tertinggi di dunia dan nomor dua;2
199;8673;tujuh tertinggi di dunia dan nomor dua di ASEAN;2
199;8674;Tidak Ada;2
199;8675;Tidak Ada;2
199;8676;5;2
199;8677;Lima;2
199;8678;18;2
199;8679;23;2
199;8680;23;2
31;1416;Tidak Ada;2
31;1417;Tidak Ada;2
31;1418;Tidak Ada;2
31;1419;Tidak Ada;2
23;864;Tidak Ada;2
23;865;Tidak Ada;2
23;866;Tidak Ada;2
23;867;Tidak Ada;2
23;868;Tidak Ada;2
23;869;Tidak Ada;2
23;870;Tidak Ada;2
23;871;Tidak Ada;2
23;872;Tidak Ada;2
23;873;Tidak Ada;2
23;874;Tidak Ada;2
23;875;Tidak Ada;2
23;876;Tidak Ada;2
23;877;Tidak Ada;2
23;878;Tidak Ada;2
23;879;4-5;2
23;880;Tidak Ada;2
23;881;Tidak Ada;2
23;882;Tidak Ada;2
23;883;Tidak Ada;2
23;884;Tidak Ada;2
23;885;Tidak Ada;2
23;886;Tidak Ada;2
23;887;Tidak Ada;2
23;888;Tidak Ada;2
23;889;230;2
23;890;Tidak Ada;2
23;891;Tidak Ada;2
23;892;Tidak Ada;2
23;893;Tidak Ada;2
23;894;Tidak Ada;2
23;895;Tidak Ada;2
23;896;Tidak Ada;2
23;897;32;2
23;898;Tidak Ada;2
23;899;Tidak Ada;2
23;900;Tidak Ada;2
23;901;Tidak Ada;2
23;902;Tidak Ada;2
23;903;Tidak Ada;2
23;904;Tidak Ada;2
23;905;Tidak Ada;2
23;906;Tidak Ada;2
23;907;Tidak Ada;2
23;908;Tidak Ada;2
23;909;Tidak Ada;2
23;910;Tidak Ada;2
31;1420;Tidak Ada;2
31;1421;Tidak Ada;2
242;10559;Tidak Ada;2
242;10560;Tidak Ada;2
31;1422;Tidak Ada;2
31;1423;Tidak Ada;2
242;10561;Tidak Ada;2
242;10562;Tidak Ada;2
242;10563;Tidak Ada;2
242;10564;Tidak Ada;2
242;10565;Tidak Ada;2
242;10566;Tidak Ada;2
306;13154;Tidak Ada;2
242;10567;Tidak Ada;2
242;10568;Tidak Ada;2
242;10569;Tidak Ada;2
242;10570;Tidak Ada;2
31;1424;Tidak Ada;2
31;1425;Tidak Ada;2
31;1426;2014;2
306;13114;28;2
306;13114;75;2
306;13114;15;2
242;10571;Tidak Ada;2
242;10572;Tidak Ada;2
242;10573;Tidak Ada;2
242;10574;Tidak Ada;2
242;10575;Tidak Ada;2
31;1427;Tidak Ada;2
31;1428;Tidak Ada;2
242;10576;Tidak Ada;2
31;1429;Tidak Ada;2
306;13115;Tidak Ada;2
242;10577;Tidak Ada;2
31;1430;Tidak Ada;2
242;10578;Tidak Ada;2
242;10579;10;2
242;10580;Tidak Ada;2
242;10581;Tidak Ada;2
242;10582;Tidak Ada;2
242;10583;Tidak Ada;2
242;10584;Tidak Ada;2
242;10585;Tidak Ada;2
306;13116;28;2
242;10586;Tidak Ada;2
242;10587;Tidak Ada;2
35;1575;10 kamera;2
242;10588;Tidak Ada;2
306;13117;ratusan;2
306;13117;jutaan;2
306;13118;Tidak Ada;2
306;13119;75;2
306;13120;15;2
306;13120;Tidak Ada;2
31;1431;Tidak Ada;2
31;1432;Tidak Ada;2
31;1433;Tidak Ada;2
31;1434;Tidak Ada;2
31;1435;Tidak Ada;2
31;1436;Tidak Ada;2
31;1437;Tidak Ada;2
31;1438;Tidak Ada;2
31;1439;Tidak Ada;2
31;1440;Tidak Ada;2
31;1441;Tidak Ada;2
31;1442;Tidak Ada;2
24;911;3;2
24;911;1;2
24;912;Tidak Ada;2
24;913;1;2
24;914;2;2
24;914;1;2
24;914;11;2
24;914;12;2
24;915;1;2
24;916;68;2
24;916;34;2
24;917;Tidak Ada;2
24;918;3;2
24;919;Tidak Ada;2
24;920;10;2
24;920;tiga;2
24;921;dua;2
24;921;enam;2
24;922;Tidak Ada;2
24;923;Tidak Ada;2
24;924;Tidak Ada;2
24;925;8;2
24;925;11;2
24;925;3;2
24;925;1;2
24;926;Tidak Ada;2
24;927;Tidak Ada;2
199;8687;28,9 ribu orang;2
199;8687;129,6 orang;2
335;14390;Tidak Ada;2
199;8688;1,1 juta orang;2
199;8689;Tidak Ada;2
199;8690;Tidak Ada;2
335;14391;Tidak Ada;2
199;8691;Tidak Ada;2
199;8692;Tidak Ada;2
199;8693;Tidak Ada;2
199;8694;Tidak Ada;2
335;14392;Tidak Ada;2
199;8695;Tidak Ada;2
199;8696;Tidak Ada;2
335;14393;Tidak Ada;2
335;14394;baterai berkapasitas 3.505 mAh;2
335;14394;Prosesor Snapdragon 625;2
199;8697;Tidak Ada;2
335;14395;kamera 12MP;2
335;14395;sensor Sony 1,55 micron piksel;2
335;14395;dual LED flash;2
199;8698;Tidak Ada;2
335;14396;kamera depan beresolusi 8MP;2
199;8699;Tidak Ada;2
199;8700;375 anak perempuan;2
335;14398;500 toko luring;2
199;8701;Tidak Ada;2
199;8702;Tidak Ada;2
199;8703;Tidak Ada;2
199;8704;Tidak Ada;2
199;8705;Tidak Ada;2
199;8706;Tidak Ada;2
199;8707;Tidak Ada;2
199;8708;Tidak Ada;2
199;8709;Tidak Ada;2
335;14399;Tidak Ada;2
335;14400;Tidak Ada;2
199;8710;Tidak Ada;2
335;14358;Tidak Ada;2
199;8711;Tidak Ada;2
335;14359;Tidak Ada;2
199;8712;Tidak Ada;2
335;14360;Tidak Ada;2
199;8713;Tidak Ada;2
335;14361;Tidak Ada;2
207;9007;Tidak Ada;2
207;9008;Tidak Ada;2
207;9009;Tidak Ada;2
207;9010;Tidak Ada;2
207;9011;Tidak Ada;2
207;9012;Tidak Ada;2
335;14362;Tidak Ada;2
335;14363;Tidak Ada;2
199;8714;32,03 persen;2
199;8714;12,67 persen;2
43;2050;Tidak Ada;2
199;8715;4,06 persen;2
335;14364;Tidak Ada;2
199;8716;Tidak Ada;2
199;8717;Tidak Ada;2
199;8718;Tidak Ada;2
199;8719;Tidak Ada;2
335;14365;Tidak Ada;2
199;8720;5 kali;2
199;8721;Tidak Ada;2
199;8722;Tidak Ada;2
335;14366;Tidak Ada;2
199;8723;Tidak Ada;2
335;14367;Tidak Ada;2
199;8724;Tidak Ada;2
199;8725;Tidak Ada;2
199;8726;Tidak Ada;2
199;8727;Tidak Ada;2
335;14368;Tidak Ada;2
335;14369;Tidak Ada;2
335;14370;Tidak Ada;2
215;9293;Tidak Ada;2
335;14371;Tidak Ada;2
215;9263;Tidak Ada;2
335;14372;Tidak Ada;2
215;9264;Tidak Ada;2
335;14373;Tidak Ada;2
215;9265;Tidak Ada;2
35;1576;17;2
306;13121;Tidak Ada;2
306;13122;Tidak Ada;2
27;1267;Tidak Ada;2
27;1268;Tidak Ada;2
27;1269;Tidak Ada;2
335;14374;Tidak Ada;2
335;14375;Tidak Ada;2
335;14376;Tidak Ada;2
335;14377;harga;2
335;14378;Tidak Ada;2
335;14379;Harga;2
335;14380;Tidak Ada;2
335;14381;Tidak Ada;2
335;14384;layar berukuran 4,5 inci Full HD;2
335;14384;1080x1620 piksel;2
335;14384;kerapatan layar hingga 434 piksel per inci;2
335;14384;aspek rasio 3:2;2
335;14385;layar sentuh berdimensi 5,5 inci;2
335;14386;4GB RAM;2
335;14386;64GB pada memori internal;2
335;14387;Tidak Ada;2
335;14388;Tidak Ada;2
335;14389;Tidak Ada;2
370;15882;mayoritas;2
335;14401;Tidak Ada;2
335;14402;Tidak Ada;2
335;14403;Tidak Ada;2
359;15391;Tidak Ada;2
359;15392;Tidak Ada;2
359;15393;Tidak Ada;2
359;15394;Tidak Ada;2
359;15395;Tidak Ada;2
359;15396;Tidak Ada;2
199;8681;Tidak Ada;2
199;8682;Tidak Ada;2
199;8683;Tidak Ada;2
199;8684;Tidak Ada;2
199;8685;Tidak Ada;2
370;15884;Tidak Ada;2
370;15885;Tidak Ada;2
199;8686;5,1 juta jiwa, 5,3 juta jiwa;2
370;15886;Tidak Ada;2
199;8687;28,9 ribu orang dan 129,6 orang;2
370;15887;Tidak Ada;2
199;8688;1,1 juta orang menjadi 570,6 ribu orang;2
370;15888;Tidak Ada;2
199;8689;Tidak Ada;2
199;8690;Tidak Ada;2
43;2051;Tidak Ada;2
359;15376;Tidak Ada;2
43;2052;Tidak Ada;2
43;2053;Tidak Ada;2
359;15377;Tidak Ada;2
43;2054;Tidak Ada;2
43;2055;Tidak Ada;2
43;2056;Tidak Ada;2
199;8691;Tidak Ada;2
43;2039;Tidak Ada;2
199;8692;Tidak Ada;2
199;8693;Tidak Ada;2
199;8694;Tidak Ada;2
43;2040;Tidak Ada;2
43;2041;Tidak Ada;2
43;2042;Tidak Ada;2
27;1270;Tidak Ada;2
43;2043;Tidak Ada;2
43;2044;Tidak Ada;2
27;1271;0%;2
27;1272;Tidak Ada;2
43;2045;Tidak Ada;2
43;2046;Tidak Ada;2
27;1235;Tidak Ada;2
27;1236;Tidak Ada;2
43;2047;Tidak Ada;2
27;1237;Tidak Ada;2
43;2048;Tidak Ada;2
75;3249;Tidak Ada;2
27;1238;Tidak Ada;2
359;15378;Tidak Ada;2
75;3250;Tidak Ada;2
27;1239;Tidak Ada;2
359;15379;30,2 persen;2
27;1240;Tidak Ada;2
27;1241;Tidak Ada;2
359;15381;Tidak Ada;2
27;1242;Tidak Ada;2
75;3251;Tidak Ada;2
359;15383;Tidak Ada;2
27;1243;Tidak Ada;2
75;3252;Tidak Ada;2
359;15387;Tidak Ada;2
359;15388;Tidak Ada;2
75;3219;Tidak Ada;2
27;1244;Tidak Ada;2
359;15389;Tidak Ada;2
27;1245;Tidak Ada;2
75;3220;Tidak Ada;2
27;1246;Tidak Ada;2
75;3221;Tidak Ada;2
75;3222;Tidak Ada;2
27;1247;Tidak Ada;2
75;3223;Tidak Ada;2
27;1248;Tidak Ada;2
75;3224;Tidak Ada;2
359;15390;Tidak Ada;2
75;3225;Tidak Ada;2
351;15115;Tidak Ada;2
27;1249;Tidak Ada;2
351;15116;Tidak Ada;2
351;15117;Tidak Ada;2
75;3226;Tidak Ada;2
27;1250;Tidak Ada;2
75;3227;Tidak Ada;2
75;3228;Tidak Ada;2
351;15118;Tidak Ada;2
75;3229;Tidak Ada;2
351;15119;Tidak Ada;2
351;15120;Tidak Ada;2
351;15121;kapasitas 5-15 orang;2
75;3230;Tidak Ada;2
351;15122;kapal;2
351;15122;pulau;2
75;3231;Tidak Ada;2
48;2191;Tidak Ada;2
351;15123;tarif mulai Rp8 juta;2
75;3232;Tidak Ada;2
75;3233;Tidak Ada;2
351;15124;Tidak Ada;2
351;15085;Tidak Ada;2
351;15086;Tidak Ada;2
351;15087;Tidak Ada;2
48;2192;Tidak Ada;2
5951;249804;Tidak Ada;2
5951;249805;Tidak Ada;2
199;8695;Tidak Ada;2
199;8696;Tidak Ada;2
5951;249806;Tidak Ada;2
5951;249807;Tidak Ada;2
5951;249808;Tidak Ada;2
5951;249809;Tidak Ada;2
5951;249810;Tidak Ada;2
48;2193;Tidak Ada;2
5951;249811;Tidak Ada;2
5951;249812;Tidak Ada;2
5951;249813;Tidak Ada;2
5951;249814;Tidak Ada;2
5951;249815;Tidak Ada;2
48;2194;Tidak Ada;2
5951;249816;Tidak Ada;2
5951;249817;Tidak Ada;2
5951;249818;Tidak Ada;2
5951;249819;Tidak Ada;2
5951;249820;Tidak Ada;2
370;15883;Tidak Ada;2
5951;249821;Tidak Ada;2
5951;249822;Tidak Ada;2
370;15889;Tidak Ada;2
370;15890;Tidak Ada;2
370;15842;Tidak Ada;2
48;2195;Tidak Ada;2
48;2196;Tidak Ada;2
5951;249823;Tidak Ada;2
5951;249824;Tidak Ada;2
5951;249825;Tidak Ada;2
5951;249826;Tidak Ada;2
5951;249827;Tidak Ada;2
5951;249828;Tidak Ada;2
5951;249829;Tidak Ada;2
5951;249830;Tidak Ada;2
5951;249831;Tidak Ada;2
5951;249832;Tidak Ada;2
370;15843;Tidak Ada;2
5951;249833;Tidak Ada;2
370;15844;Tidak Ada;2
5951;249834;Tidak Ada;2
370;15845;Tidak Ada;2
5951;249835;Tidak Ada;2
5951;249836;Tidak Ada;2
5951;249837;Tidak Ada;2
370;15846;50 ribu;2
5951;249838;Tidak Ada;2
370;15847;Tidak Ada;2
5951;249839;Tidak Ada;2
5951;249840;Tidak Ada;2
5951;249841;Tidak Ada;2
5951;249842;Tidak Ada;2
370;15848;Tidak Ada;2
5951;249843;Tidak Ada;2
370;15849;Tidak Ada;2
5951;249844;Tidak Ada;2
370;15850;Tidak Ada;2
370;15851;Tidak Ada;2
370;15852;Tidak Ada;2
370;15853;Tidak Ada;2
370;15854;Tidak Ada;2
370;15855;Tidak Ada;2
370;15856;Tidak Ada;2
5951;249845;Tidak Ada;2
370;15857;Tidak Ada;2
5951;249846;Tidak Ada;2
370;15858;Tidak Ada;2
5951;249847;Tidak Ada;2
370;15859;Tidak Ada;2
370;15860;Tidak Ada;2
5951;249848;Tidak Ada;2
370;15861;Tidak Ada;2
5951;249849;Tidak Ada;2
370;15862;Tidak Ada;2
5951;249850;Tidak Ada;2
370;15863;Tidak Ada;2
370;15864;Tidak Ada;2
370;15865;Tidak Ada;2
370;15866;Tidak Ada;2
370;15867;103 menit;2
370;15867;sembilan hari;2
370;15867;100 ribu;2
370;15868;Tidak Ada;2
370;15869;Tidak Ada;2
370;15870;Tidak Ada;2
370;15871;Tidak Ada;2
370;15872;Tidak Ada;2
199;8697;Tidak Ada;2
370;15873;Tidak Ada;2
370;15874;Tidak Ada;2
199;8698;Tidak Ada;2
370;15875;Tidak Ada;2
370;15876;Tidak Ada;2
370;15877;Tidak Ada;2
199;8699;satu dari sembilan;2
370;15878;Tidak Ada;2
199;8700;375 anak;2
370;15879;Tidak Ada;2
199;8701;Tidak Ada;2
370;15880;Tidak Ada;2
199;8702;tiga provinsi;2
370;15881;Tidak Ada;2
372;16052;Tidak Ada;2
372;16053;Tidak Ada;2
372;16054;Tidak Ada;2
372;16055;Tidak Ada;2
372;16056;Tidak Ada;2
372;16057;Tidak Ada;2
372;16058;Tidak Ada;2
372;16001;Tidak Ada;2
372;16002;Tidak Ada;2
372;16003;Tidak Ada;2
372;16004;Tidak Ada;2
372;16005;Tidak Ada;2
372;16006;Tidak Ada;2
372;16007;Tidak Ada;2
372;16008;Tidak Ada;2
372;16009;Tidak Ada;2
372;16010;Tidak Ada;2
372;16011;Tidak Ada;2
372;16012;Tidak Ada;2
372;16013;Tidak Ada;2
372;16014;Tidak Ada;2
372;16015;Tidak Ada;2
372;16016;20 x 8 meter;2
372;16016;30 cm;2
199;8703;30 ribu orang dan 2.000;2
199;8704;Tidak Ada;2
199;8705;Tidak Ada;2
199;8706;Tidak Ada;2
199;8707;Tidak Ada;2
199;8707;Tidak Ada;2
199;8708;Tidak Ada;2
199;8709;Tidak Ada;2
5965;250375;Tidak Ada;2
5965;250376;Tidak Ada;2
5965;250377;Tidak Ada;2
5965;250378;Tidak Ada;2
5965;250379;Tidak Ada;2
5965;250380;Tidak Ada;2
5965;250381;Tidak Ada;2
5965;250382;Tidak Ada;2
5965;250383;Tidak Ada;2
5965;250384;Tidak Ada;2
5965;250385;Tidak Ada;2
5965;250386;Tidak Ada;2
5965;250387;Tidak Ada;2
5965;250388;Tidak Ada;2
5965;250389;Tidak Ada;2
5965;250390;Tidak Ada;2
5965;250391;Tidak Ada;2
5965;250392;Tidak Ada;2
5965;250393;Tidak Ada;2
5965;250394;Tidak Ada;2
5965;250395;Tidak Ada;2
5965;250396;Tidak Ada;2
5965;250397;Tidak Ada;2
5965;250398;Tidak Ada;2
5965;250399;Tidak Ada;2
5965;250400;Tidak Ada;2
5965;250401;Tidak Ada;2
5965;250402;Tidak Ada;2
5965;250403;Tidak Ada;2
5965;250404;Tidak Ada;2
5965;250405;Tidak Ada;2
5965;250406;Tidak Ada;2
5965;250407;Tidak Ada;2
5965;250408;Tidak Ada;2
5965;250409;Tidak Ada;2
5965;250410;Tidak Ada;2
5960;250192;Tidak Ada;2
5960;250193;Tidak Ada;2
5960;250194;Tidak Ada;2
5960;250195;Tidak Ada;2
5960;250196;Tidak Ada;2
5960;250197;Tidak Ada;2
5960;250198;Tidak Ada;2
5960;250199;Tidak Ada;2
5960;250200;Tidak Ada;2
5960;250201;Tidak Ada;2
5960;250202;Tidak Ada;2
5960;250203;Tidak Ada;2
5960;250204;Tidak Ada;2
5960;250205;Tidak Ada;2
5960;250206;Tidak Ada;2
262;11385;Tidak Ada;2
262;11386;Tidak Ada;2
262;11387;Tidak Ada;2
262;11388;Tidak Ada;2
222;9449;Tidak Ada;2
262;11389;Tidak Ada;2
262;11390;Tidak Ada;2
262;11391;Tidak Ada;2
262;11392;Tidak Ada;2
351;15088;Tidak Ada;2
351;15089;Tidak Ada;2
207;9014;Tidak Ada;2
207;9015;Tidak Ada;2
207;9016;Tidak Ada;2
207;8987;Tidak Ada;2
207;8988;Tidak Ada;2
207;8989;Tidak Ada;2
207;8990;Tidak Ada;2
207;8991;Tidak Ada;2
207;8992;Tidak Ada;2
207;8993;Tidak Ada;2
207;8994;Tidak Ada;2
207;8995;Tidak Ada;2
207;8996;Tidak Ada;2
207;8997;Tidak Ada;2
207;8998;Tidak Ada;2
207;8999;Tidak Ada;2
207;9000;Tidak Ada;2
207;9001;Tidak Ada;2
207;9002;Tidak Ada;2
207;9003;Tidak Ada;2
207;9004;Tidak Ada;2
35;1577;tiga;2
267;11617;Tidak Ada;2
207;9005;Tidak Ada;2
207;9006;Tidak Ada;2
35;1578;tujuh;2
200;8748;Tidak Ada;2
267;11617;Tidak Ada;2
35;1579;Tidak Ada;2
200;8749;Tidak Ada;2
267;11618;Tidak Ada;2
267;11618;Tidak Ada;2
200;8750;Tidak Ada;2
35;1580;Tidak Ada;2
200;8751;Tidak Ada;2
267;11619;Tidak Ada;2
35;1581;Tidak Ada;2
267;11619;Tidak Ada;2
35;1582;20MP;2
267;11620;Tidak Ada;2
200;8752;Tidak Ada;2
35;1583;Tidak Ada;2
35;1584;Tidak Ada;2
200;8753;Tidak Ada;2
267;11620;Tidak Ada;2
35;1585;Tidak Ada;2
200;8754;Tidak Ada;2
35;1586;Tidak Ada;2
71;3134;Tidak Ada;2
267;11621;Tidak Ada;2
267;11621;Tidak Ada;2
200;8755;Tidak Ada;2
35;1587;Tidak Ada;2
35;1588;300;2
200;8728;Tidak Ada;2
200;8729;Tidak Ada;2
35;1589;Tidak Ada;2
267;11592;Tidak Ada;2
200;8730;Tidak Ada;2
267;11592;Tidak Ada;2
98;4070;Tidak Ada;2
35;1590;Tidak Ada;2
200;8731;Tidak Ada;2
35;1591;setahun;2
200;8732;Tidak Ada;2
200;8733;Tidak Ada;2
267;11593;Tidak Ada;2
192;8370;Tidak Ada;2
267;11593;Tidak Ada;2
200;8734;Tidak Ada;2
192;8371;Tidak Ada;2
192;8372;Tidak Ada;2
267;11595;Tidak Ada;2
200;8735;Tidak Ada;2
267;11595;Tidak Ada;2
192;8373;Tidak Ada;2
200;8736;Tidak Ada;2
267;11596;Tidak Ada;2
267;11596;Tidak Ada;2
192;8374;Tidak Ada;2
200;8737;Tidak Ada;2
98;4071;Tidak Ada;2
192;8375;Tidak Ada;2
192;8375;Tidak Ada;2
267;11597;Tidak Ada;2
200;8738;Tidak Ada;2
192;8376;Tidak Ada;2
267;11597;Tidak Ada;2
98;4072;Tidak Ada;2
200;8739;Tidak Ada;2
267;11600;Tidak Ada;2
98;4073;Tidak Ada;2
200;8740;Tidak Ada;2
267;11601;Tidak Ada;2
192;8377;Tidak Ada;2
267;11600;Tidak Ada;2
98;4025;Tidak Ada;2
200;8741;Tidak Ada;2
200;8742;Tidak Ada;2
192;8378;Tidak Ada;2
267;11603;Tidak Ada;2
267;11603;Tidak Ada;2
192;8379;Tidak Ada;2
200;8743;Tidak Ada;2
98;4027;Tidak Ada;2
192;8380;6;2
267;11604;Tidak Ada;2
192;8380;6;2
192;8381;260;2
267;11605;Tidak Ada;2
98;4028;Tidak Ada;2
267;11606;Tidak Ada;2
192;8382;Tidak Ada;2
98;4029;Tidak Ada;2
267;11608;Tidak Ada;2
98;4030;Tidak Ada;2
267;11610;Tidak Ada;2
192;8383;Tidak Ada;2
267;11622;Tidak Ada;2
98;4031;Tidak Ada;2
192;8384;Tidak Ada;2
98;4032;Tidak Ada;2
98;4032;Tidak Ada;2
267;11623;Tidak Ada;2
192;8385;Tidak Ada;2
98;4033;200;2
267;11624;Tidak Ada;2
98;4035;Tidak Ada;2
267;11625;Tidak Ada;2
98;4036;Tidak Ada;2
98;4037;Tidak Ada;2
267;11626;Tidak Ada;2
192;8386;251;2
192;8387;Tidak Ada;2
98;4040;Tidak Ada;2
267;11627;Tidak Ada;2
192;8388;90;2
267;11628;Tidak Ada;2
267;11629;Tidak Ada;2
267;11604;Tidak Ada;2
192;8389;Tidak Ada;2
267;11630;Tidak Ada;2
98;4041;Tidak Ada;2
267;11627;Tidak Ada;2
267;11632;Tidak Ada;2
192;8390;Tidak Ada;2
98;4042;Tidak Ada;2
192;8391;Tidak Ada;2
98;4043;Tidak Ada;2
192;8392;Tidak Ada;2
203;8869;Tidak Ada;2
98;4044;Tidak Ada;2
98;4045;Tidak Ada;2
98;4046;Tidak Ada;2
203;8870;Tidak Ada;2
192;8393;50;2
98;4047;Tidak Ada;2
98;4048;Tidak Ada;2
192;8394;Tidak Ada;2
98;4049;Tidak Ada;2
203;8871;Tidak Ada;2
98;4050;Tidak Ada;2
203;8872;Tidak Ada;2
98;4051;Tidak Ada;2
98;4052;Tidak Ada;2
98;4053;Tidak Ada;2
98;4054;Tidak Ada;2
98;4055;Tidak Ada;2
192;8395;Tidak Ada;2
203;8873;Tidak Ada;2
203;8874;Tidak Ada;2
284;12246;Tidak Ada;2
284;12247;Tidak Ada;2
284;12248;Tidak Ada;2
284;12249;Tidak Ada;2
284;12250;Tidak Ada;2
284;12251;Tidak Ada;2
289;12407;Tidak Ada;2
289;12408;Tidak Ada;2
289;12409;Tidak Ada;2
289;12410;Tidak Ada;2
289;12411;Tidak Ada;2
289;12412;Tidak Ada;2
289;12413;Tidak Ada;2
200;8744;Tidak Ada;2
200;8745;Tidak Ada;2
200;8746;Tidak Ada;2
200;8747;Tidak Ada;2
204;8942;Tidak Ada;2
204;8943;Tidak Ada;2
204;8902;Tidak Ada;2
204;8903;Tidak Ada;2
204;8904;Tidak Ada;2
204;8905;Tidak Ada;2
204;8906;Tidak Ada;2
204;8907;Tidak Ada;2
98;4056;Tidak Ada;2
98;4057;Tidak Ada;2
98;4058;Tidak Ada;2
98;4059;Tidak Ada;2
98;4060;Tidak Ada;2
98;4061;Tidak Ada;2
98;4062;Tidak Ada;2
98;4064;Tidak Ada;2
98;4065;Tidak Ada;2
98;4066;Tidak Ada;2
98;4067;Tidak Ada;2
98;4068;Tidak Ada;2
98;4069;Tidak Ada;2
139;5944;Tidak Ada;2
147;6365;Tidak Ada;2
147;6366;Tidak Ada;2
147;6367;Tidak Ada;2
147;6371;Tidak Ada;2
147;6372;Tidak Ada;2
147;6320;Tidak Ada;2
147;6321;Tidak Ada;2
147;6322;Tidak Ada;2
147;6323;Tidak Ada;2
147;6324;Tidak Ada;2
147;6326;Tidak Ada;2
244;10622;satu mesin Electronic Data Capture (EDC);2
289;12414;Tidak Ada;2
289;12415;Tidak Ada;2
289;12416;Tidak Ada;2
289;12417;Tidak Ada;2
289;12418;Tidak Ada;2
289;12419;Tidak Ada;2
289;12420;Tidak Ada;2
289;12421;Tidak Ada;2
289;12422;Tidak Ada;2
289;12423;Tidak Ada;2
289;12424;Tidak Ada;2
289;12425;Tidak Ada;2
289;12426;Tidak Ada;2
289;12427;Tidak Ada;2
244;10623;Tidak Ada;2
244;10624;Enam BUMN;2
289;12428;Tidak Ada;2
289;12429;Tidak Ada;2
244;10625;Tidak Ada;2
289;12430;Tidak Ada;2
289;12431;Tidak Ada;2
289;12432;Tidak Ada;2
293;12534;Tidak Ada;2
293;12535;Tidak Ada;2
293;12536;Tidak Ada;2
293;12537;Tidak Ada;2
293;12538;Tidak Ada;2
293;12539;Tidak Ada;2
293;12540;Tidak Ada;2
293;12540;Tidak Ada;2
293;12541;Tidak Ada;2
293;12542;Tidak Ada;2
293;12543;Tidak Ada;2
293;12544;Tidak Ada;2
293;12545;Tidak Ada;2
293;12546;Tidak Ada;2
293;12547;Tidak Ada;2
293;12548;Tidak Ada;2
244;10626;enam bank;2
244;10627;Tidak Ada;2
244;10628;satu;2
244;10629;Tidak Ada;2
244;10630;400 ribu;2
244;10630;200 ribu;2
244;10630;120 ribu;2
244;10630;100 ribu;2
244;10631;enam perusahaan;2
244;10631;10 ribu;2
244;10632;4.400 mesin;2
244;10632;1.500 mesin;2
244;10633;Tidak Ada;2
244;10634;Tidak Ada;2
244;10635;0;2
244;10636;Tidak Ada;2
244;10637;2,5 persen;2
244;10637;3 persen;2
244;10638;1 persen;2
244;10639;Tidak Ada;2
204;8908;Tidak Ada;2
204;8909;Tidak Ada;2
204;8910;Tidak Ada;2
204;8911;Tidak Ada;2
204;8912;Tidak Ada;2
204;8913;Tidak Ada;2
204;8914;Tidak Ada;2
204;8915;Tidak Ada;2
204;8916;Tidak Ada;2
204;8917;Tidak Ada;2
204;8918;Tidak Ada;2
75;3234;Tidak Ada;2
75;3235;Tidak Ada;2
75;3236;Tidak Ada;2
75;3237;Tidak Ada;2
75;3238;Tidak Ada;2
75;3239;Tidak Ada;2
75;3240;Tidak Ada;2
75;3241;Tidak Ada;2
75;3242;Tidak Ada;2
75;3243;Tidak Ada;2
75;3244;Tidak Ada;2
75;3245;Tidak Ada;2
192;8396;Tidak Ada;2
