"id_topik";"id_berita";"id_kalimat";"nama_topik";"deskripsi";"id_subyek_topik";"isCorrect";"isValid";"id_submitter";"date_submit";"time_submit"
"817";"219";"9375";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:48:05"
"818";"219";"9376";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:48:45"
"819";"219";"9377";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:49:44"
"820";"219";"9378";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:50:36"
"821";"219";"9379";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:51:42"
"822";"219";"9380";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:52:23"
"823";"219";"9381";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:53:43"
"824";"219";"9382";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:54:37"
"825";"219";"9383";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:55:47"
"826";"219";"9384";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:57:21"
"827";"219";"9385";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"08:59:02"
"828";"219";"9386";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:00:03"
"829";"219";"9387";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:00:51"
"830";"219";"9388";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:03:02"
"831";"219";"9389";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:04:09"
"832";"219";"9390";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:05:43"
"833";"219";"9391";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:06:49"
"834";"219";"9392";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:07:35"
"835";"219";"9393";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:09:29"
"836";"219";"9394";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:10:03"
"837";"219";"9395";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:10:49"
"838";"219";"9396";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:11:37"
"839";"219";"9397";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:12:45"
"840";"219";"9398";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:13:54"
"841";"219";"9399";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:15:19"
"842";"219";"9400";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:15:56"
"843";"219";"9401";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:16:42"
"844";"219";"9402";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:17:32"
"845";"219";"9403";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:18:13"
"846";"219";"9404";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:19:29"
"847";"219";"9405";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:20:21"
"848";"219";"9406";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:22:10"
"849";"219";"9407";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:23:16"
"850";"219";"9408";"Tidak Ada";"Tidak Ada";"0";"1";"2";"31";"2018-08-30";"09:24:58"
"851";"35";"1571";"Tidak Ada";"Tidak Ada";"0";"1";"2";"34";"2018-08-30";"10:36:39"
"852";"35";"1572";"Tidak Ada";"Tidak Ada";"0";"1";"2";"34";"2018-08-30";"10:39:23"
"853";"35";"1573";"Tidak Ada";"Tidak Ada";"0";"1";"2";"34";"2018-08-30";"10:43:52"
"854";"35";"1574";"Tidak Ada";"Tidak Ada";"0";"1";"2";"34";"2018-08-30";"10:48:20"
"855";"22";"827";"kekhawatiran";"feasibility tidak bagus, nanti syariahnya yang disalahkan";"1";"1";"2";"37";"2018-08-30";"17:28:06"
"856";"22";"828";"kaji matang";"kaji matang  tentang konsep syariah";"1";"1";"2";"37";"2018-08-30";"17:29:26"
"857";"22";"829";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-08-30";"17:32:05"
"858";"22";"831";"berhati-hati dalam menerapkan wisata syariah";"karena hingga saat ini belum ada konsep yang jelas tentang wisata syariah.";"1";"1";"2";"37";"2018-08-30";"19:01:42"
"859";"22";"832";"harus jelas konsepnya";"-";"1";"1";"2";"37";"2018-08-30";"19:12:52"
"860";"22";"833";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-08-30";"19:13:47"
"861";"100";"4149";"""Cebu Declaration""";"Ide perlindungan pekerja migran ASEAN ini sejatinya adalah hasil adopsi dari KTT ke-12 ASEAN di Cebu, Filipina, satu dekade silam, yang dikenal sebagai ""Cebu Declaration"".";"6";"1";"2";"50";"2018-08-30";"19:46:02"
"862";"100";"4150";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"19:49:26"
"863";"100";"4151";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"19:58:40"
"864";"100";"4152";"Data Badan Nasional Penempatan dan Perlindungan Te";"Data Badan Nasional Penempatan dan Perlindungan Tenaga Kerja Indonesia (BNP2TKI) tahun 2016 yang diolah Lokadata Beritagar.id mencatat, Tenaga Kerja Indonesia (TKI) di Malaysia adalah yang terbanyak, mencapai 87.616 orang.";"5";"1";"2";"50";"2018-08-30";"20:11:00"
"865";"100";"4153";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:14:41"
"866";"100";"4154";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:17:08"
"867";"100";"4155";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:20:46"
"868";"242";"10539";"Tidak Ada";"Tidak Ada";"0";"1";"2";"63";"2018-08-30";"20:22:31"
"869";"100";"4156";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:23:11"
"870";"242";"10540";"Tidak Ada";"Tidak Ada";"0";"1";"2";"63";"2018-08-30";"20:23:28"
"871";"242";"10541";"Kue pancong";;"5";"1";"2";"63";"2018-08-30";"20:25:14"
"872";"242";"10542";"Tidak Ada";"Tidak Ada";"5";"1";"2";"63";"2018-08-30";"20:27:17"
"873";"22";"834";"definisinya halal";"-";"1";"1";"2";"37";"2018-08-30";"20:27:49"
"874";"242";"10543";"kue pancong";;"2";"1";"2";"63";"2018-08-30";"20:29:19"
"875";"22";"835";"yang mau ditonjolkan";"-";"1";"1";"2";"37";"2018-08-30";"20:29:27"
"876";"22";"835";"yang mau ditonjolkan";"-";"1";"1";"2";"37";"2018-08-30";"20:29:41"
"877";"107";"4367";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:30:17"
"878";"242";"10544";"Tidak Ada";"Tidak Ada";"2";"1";"2";"63";"2018-08-30";"20:30:46"
"879";"242";"10545";"Tidak Ada";"Tidak Ada";"2";"1";"2";"63";"2018-08-30";"20:32:26"
"880";"107";"4368";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:33:04"
"881";"107";"4369";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:35:16"
"882";"242";"10546";"Vendy Award";"Vendy Award adalah penghargaan tahunan untuk para penjaja makanan terbaik di kota New York, Amerika Serikat.";"5";"1";"2";"63";"2018-08-30";"20:38:37"
"883";"107";"4370";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:38:53"
"884";"242";"10547";"Tidak Ada";"Tidak Ada";"5";"1";"2";"63";"2018-08-30";"20:40:18"
"885";"242";"10548";"Tidak Ada";"Tidak Ada";"5";"1";"2";"63";"2018-08-30";"20:40:55"
"886";"242";"10549";"Tidak Ada";"Tidak Ada";"5";"1";"2";"63";"2018-08-30";"20:41:30"
"887";"242";"10550";"Tidak Ada";"Tidak Ada";"5";"1";"2";"63";"2018-08-30";"20:42:13"
"888";"242";"10551";"Tidak Ada";"Tidak Ada";"5";"1";"2";"63";"2018-08-30";"20:42:53"
"889";"242";"10552";"kue pancong";;"2";"1";"2";"63";"2018-08-30";"20:43:27"
"890";"107";"4371";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"20:43:27"
"891";"242";"10552";"kue putu";;"2";"1";"2";"63";"2018-08-30";"20:43:37"
"892";"242";"10552";"srawut\.";;"2";"1";"2";"63";"2018-08-30";"20:43:49"
"893";"242";"10553";"Tidak Ada";"Tidak Ada";"2";"1";"2";"63";"2018-08-30";"20:45:01"
"894";"107";"4372";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:45:22"
"895";"242";"10554";"kue putu";;"2";"1";"2";"63";"2018-08-30";"20:45:25"
"896";"242";"10555";"Tidak Ada";"Tidak Ada";"2";"1";"2";"63";"2018-08-30";"20:46:59"
"897";"242";"10556";"Tidak Ada";"Tidak Ada";"2";"1";"2";"63";"2018-08-30";"20:47:29"
"898";"107";"4373";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:49:02"
"899";"107";"4374";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:51:35"
"900";"107";"4375";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:53:03"
"901";"107";"4376";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"20:54:35"
"902";"107";"4377";"Undang-Undang No 22 Tahun 2009 Tentang Lalu Lintas";"Dipaparkan Hukum Online, Undang-Undang No 22 Tahun 2009 Tentang Lalu Lintas dan Angkutan Jalan (fail pdf) mengatur mengenai insiden seperti itu.";"5";"1";"2";"50";"2018-08-30";"20:57:40"
"903";"242";"10557";"Tidak Ada";"Tidak Ada";"2";"1";"2";"63";"2018-08-30";"21:10:11"
"904";"107";"4378";"Pasal 234 ayat \(1\)";"Menurut Pasal 234 ayat (1) UU tersebut, pengemudi mesti bertanggung jawab kepada penumpang, pemilik barang, atau pihak ketiga jika kecelakaan tersebut disebabkan akibat kelalaian sang pengemudi.";"5";"1";"2";"50";"2018-08-30";"21:10:23"
"905";"242";"10558";"Tidak Ada";"Tidak Ada";"2";"1";"2";"63";"2018-08-30";"21:11:17"
"906";"107";"4379";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"21:13:00"
"907";"107";"4380";"Pasal 234 ayat \(3\)";"Pengemudi dianggap tidak bertanggung jawab secara hukum jika memenuhi poin-poin yang terdapat pada Pasal 234 ayat (3), yaitu: Adanya keadaan memaksa yang tidak dapat dielakkan atau di luar kemampuan pengemudi; Disebabkan oleh perilaku korban sendiri atau pihak ketiga; dan/atau Disebabkan gerakan orang dan/atau hewan walaupun telah diambil tindakan pencegahan.";"5";"1";"2";"50";"2018-08-30";"21:15:11"
"908";"107";"4381";"Pasal 234 ayat \(3\) huruf a";"Soal ""keadaan memaksa"" dijelaskan pada Pasal 234 ayat (3) huruf a yang menyatakan: ""Yang dimaksud dengan ""keadaan memaksa"" termasuk keadaan yang secara teknis tidak mungkin dielakkan oleh pengemudi, seperti gerakan orang dan/atau hewan secara tiba-tiba.""";"5";"1";"2";"50";"2018-08-30";"21:18:06"
"909";"107";"4382";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"21:20:20"
"910";"107";"4383";"Pasal 116 ayat \(1\) UU 22\/2009";"Namun, kalau hewan tersebut tengah digembalakan dan ada sang penggembala yang sedang menggiring mereka, pengemudi wajib memperlambat laju kendaraan, sesuai Pasal 116 ayat (1) UU 22/2009.";"5";"1";"2";"50";"2018-08-30";"21:21:30"
"911";"107";"4384";"Pasal 234 ayat \(1\)";"Jika menabrak, sesuai Pasal 234 ayat (1), pengemudi wajib membayar ganti rugi yang besarannya ditentukan pengadilan.";"5";"1";"2";"50";"2018-08-30";"21:23:48"
"912";"107";"4385";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"21:26:01"
"913";"22";"836";"Tidak Ada";"Tidak Ada";"1";"1";"2";"37";"2018-08-30";"21:26:44"
"914";"107";"4386";"Pasal 1368 KUHPerdata";"Merujuk pada Pasal 1368 KUHPerdata, pengemudi kendaraan bisa meminta ganti rugi kepada pemilik hewan meskipun sang pemilik itu sedang tidak mengawasi hewannya saat tabrakan terjadi.";"5";"1";"2";"50";"2018-08-30";"21:27:52"
"915";"107";"4387";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"21:31:27"
"916";"22";"837";"Tidak Ada";"Tidak Ada";"1";"1";"2";"37";"2018-08-30";"21:44:18"
"917";"107";"4388";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"21:51:27"
"918";"107";"4389";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"22:07:53"
"919";"107";"4390";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"22:09:37"
"920";"107";"4391";"Training Director Jakarta Defensive Driving Center";"Jusri Pulubuhu, Training Director Jakarta Defensive Driving Center (JDDC), dalam wawancara dengan Liputan6 memberikan dua alternatif.";"5";"1";"2";"50";"2018-08-30";"22:20:55"
"921";"22";"838";"makanan halal";"-";"1";"1";"2";"37";"2018-08-30";"22:34:20"
"922";"107";"4392";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-30";"22:36:27"
"923";"22";"839";"kuliner halal jauh lebih mudah diperoleh";"-";"1";"1";"2";"37";"2018-08-30";"22:57:08"
"924";"22";"839";"mayoritas masyarakat Indonesia memeluk agama Islam";"-";"1";"1";"2";"37";"2018-08-30";"22:57:33"
"925";"107";"4393";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"23:25:51"
"926";"22";"840";"Membidik turis";"-";"1";"1";"2";"37";"2018-08-30";"23:27:58"
"927";"107";"4394";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"23:30:07"
"928";"107";"4395";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"23:32:09"
"929";"107";"4396";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"23:41:42"
"930";"107";"4397";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"23:43:23"
"931";"107";"4398";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"23:45:45"
"932";"107";"4399";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"23:47:24"
"933";"107";"4400";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"23:49:16"
"934";"22";"841";"ingin mencari makanan yang dapat membayar kerindua";"-";"1";"1";"2";"37";"2018-08-30";"23:50:19"
"935";"107";"4401";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"23:51:28"
"936";"113";"4602";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-30";"23:55:10"
"937";"113";"4603";"Mandailing Natal";"Mandailing Natal adalah nama Kabupaten yang terletak di Sumatera Utara.";"5";"1";"2";"50";"2018-08-30";"23:59:09"
"938";"31";"1443";"akne vulgaris";"jerawat";"7";"1";"2";"37";"2018-08-31";"00:05:30"
"939";"113";"4604";"Madina";"Madina, begitu nama populer dari daerah yang mempunyai luas wilayah 6.134 kilometer ini.";"5";"1";"2";"50";"2018-08-31";"00:06:22"
"940";"31";"1444";"Malassezia";"fungi";"7";"1";"2";"37";"2018-08-31";"00:07:06"
"941";"31";"1445";"agar tak mengganggu kesehatan kulit";"-";"7";"1";"2";"37";"2018-08-31";"00:08:59"
"942";"31";"1403";"Foto close up folliculitis";"radang folikel rambut.";"7";"1";"2";"37";"2018-08-31";"00:10:29"
"943";"31";"1404";"Tidak Ada";"Tidak Ada";"7";"1";"2";"37";"2018-08-31";"00:11:10"
"944";"31";"1405";"Tidak Ada";"Tidak Ada";"7";"1";"2";"37";"2018-08-31";"00:14:37"
"945";"31";"1406";"Tidak Ada";"Tidak Ada";"7";"1";"2";"37";"2018-08-31";"00:15:16"
"946";"113";"4605";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-31";"00:16:05"
"947";"31";"1407";"Tidak Ada";"Tidak Ada";"7";"1";"2";"37";"2018-08-31";"00:16:10"
"948";"31";"1408";"Tidak Ada";"Tidak Ada";"7";"1";"2";"37";"2018-08-31";"00:16:41"
"949";"31";"1409";"Tidak Ada";"Tidak Ada";"7";"1";"2";"37";"2018-08-31";"00:17:19"
"950";"31";"1410";"pityrosporum folliculitis";"jamur berjerawat";"7";"1";"2";"37";"2018-08-31";"00:20:11"
"951";"113";"4606";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-31";"00:30:41"
"952";"31";"1411";"Tidak Ada";"Tidak Ada";"7";"1";"2";"37";"2018-08-31";"00:34:24"
"953";"31";"1412";"malassezia";"ragi";"7";"1";"2";"37";"2018-08-31";"00:35:24"
"954";"31";"1413";"Tidak Ada";"Tidak Ada";"7";"1";"2";"37";"2018-08-31";"00:36:04"
"955";"31";"1414";"\(Jamur berjerawat\) biasa ditemui di daerah tropi";;"7";"1";"2";"37";"2018-08-31";"00:37:32"
"956";"31";"1415";"ragi merupakan flora normal";;"7";"1";"2";"37";"2018-08-31";"00:39:35"
"957";"113";"4607";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-31";"00:47:09"
"958";"113";"4608";"Tidak Ada";"Tidak Ada";"0";"1";"2";"50";"2018-08-31";"00:52:18"
"959";"113";"4609";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-31";"00:54:55"
"960";"113";"4610";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-31";"01:01:11"
"961";"113";"4611";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-31";"01:03:32"
"962";"113";"4612";"Tempat favorit masyarakat Madina";"Salah satu pantai yang menjadi tempat favorit masyarakat Madina untuk menghabiskan waktu libur adalah Pantai Natal.";"5";"1";"2";"50";"2018-08-31";"01:06:07"
"963";"113";"4613";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-31";"01:10:08"
"964";"113";"4614";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-31";"01:14:06"
"965";"113";"4615";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-31";"01:16:52"
"966";"113";"4616";"Tidak Ada";"Tidak Ada";"5";"1";"2";"50";"2018-08-31";"01:20:13"
"967";"199";"8668";"Tidak Ada";"Tidak Ada";"0";"1";"2";"65";"2018-08-31";"01:51:18"
"968";"199";"8669";"Tidak Ada";"Tidak Ada";"0";"1";"2";"65";"2018-08-31";"01:56:40"
"969";"199";"8670";"Tidak Ada";"Tidak Ada";"4";"1";"2";"65";"2018-08-31";"02:00:35"
"970";"199";"8671";"Tidak Ada";"Tidak Ada";"4";"1";"2";"65";"2018-08-31";"02:06:14"
"971";"199";"8672";"Tidak Ada";"Tidak Ada";"4";"1";"2";"65";"2018-08-31";"02:10:27"
"972";"199";"8673";"Tidak Ada";"Tidak Ada";"4";"1";"2";"65";"2018-08-31";"02:12:53"
"973";"199";"8674";"Tidak Ada";"Tidak Ada";"4";"1";"2";"65";"2018-08-31";"02:16:27"
"974";"199";"8675";"Tidak Ada";"Tidak Ada";"4";"1";"2";"65";"2018-08-31";"02:22:24"
"975";"199";"8676";"Tidak Ada";"Tidak Ada";"4";"1";"2";"65";"2018-08-31";"02:26:06"
"976";"199";"8677";"Tidak Ada";"Tidak Ada";"4";"1";"2";"65";"2018-08-31";"02:28:27"
"977";"199";"8678";"Tidak Ada";"Tidak Ada";"4";"1";"2";"65";"2018-08-31";"02:32:24"
"978";"199";"8679";"Tidak Ada";"Tidak Ada";"4";"1";"2";"65";"2018-08-31";"02:34:34"
"979";"199";"8680";"merevisi batas usia minimal untuk kawin";"merevisi batas usia minimal untuk kawin yang diatur dalam UU No 1/1974 tentang Perkawinan.";"6";"1";"2";"65";"2018-08-31";"02:43:09"
"980";"31";"1416";"tingkat ragi akan meningkat";"-";"7";"1";"2";"37";"2018-08-31";"09:06:13"
"981";"31";"1417";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-08-31";"09:27:34"
"982";"31";"1418";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-08-31";"09:31:42"
"983";"31";"1419";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-08-31";"09:35:43"
"984";"23";"864";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"15:42:48"
"985";"23";"865";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"15:46:34"
"986";"23";"866";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"15:47:52"
"987";"23";"867";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"15:49:25"
"988";"23";"868";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:01:00"
"989";"23";"869";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:03:02"
"990";"23";"870";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:04:10"
"991";"23";"871";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:06:41"
"992";"23";"872";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:08:59"
"993";"23";"873";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:11:15"
"994";"23";"874";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:15:21"
"995";"23";"875";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:18:23"
"996";"23";"876";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:19:44"
"997";"23";"877";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:22:23"
"998";"23";"878";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:25:10"
"999";"23";"879";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:28:29"
"1000";"23";"880";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:31:23"
"1001";"23";"881";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:33:36"
"1002";"23";"882";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:34:56"
"1003";"23";"883";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:37:07"
"1004";"23";"884";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"16:42:38"
"1005";"23";"885";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:00:55"
"1006";"23";"886";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:07:03"
"1007";"23";"887";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:09:59"
"1008";"23";"888";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:12:05"
"1009";"23";"889";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:13:52"
"1010";"23";"890";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:15:06"
"1011";"23";"891";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:16:12"
"1012";"23";"892";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:16:57"
"1013";"23";"893";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:17:45"
"1014";"23";"894";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:18:57"
"1015";"23";"895";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:19:50"
"1016";"23";"896";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:22:13"
"1017";"23";"897";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:23:12"
"1018";"23";"898";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:24:37"
"1019";"23";"899";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:26:06"
"1020";"23";"900";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:27:51"
"1021";"23";"901";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:28:50"
"1022";"23";"902";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:29:53"
"1023";"23";"903";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:30:43"
"1024";"23";"904";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:32:05"
"1025";"23";"905";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:33:14"
"1026";"23";"906";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:34:21"
"1027";"23";"907";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:35:08"
"1028";"23";"908";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:35:54"
"1029";"23";"909";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:36:43"
"1030";"23";"910";"Tidak Ada";"Tidak Ada";"0";"1";"2";"36";"2018-09-03";"17:42:57"
"1031";"31";"1420";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-09-03";"19:19:51"
"1032";"31";"1421";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-09-03";"19:31:09"
"1033";"242";"10559";"Tidak Ada";"Tidak Ada";"0";"1";"2";"63";"2018-09-03";"19:42:57"
"1034";"242";"10560";"Kue pancong";;"5";"1";"2";"63";"2018-09-03";"19:44:26"
"1035";"242";"10561";"Kue pancong";;"5";"1";"2";"63";"2018-09-03";"19:45:37"
"1036";"31";"1422";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-09-03";"19:45:41"
"1037";"31";"1423";"Tidak Ada";"Tidak Ada";"0";"1";"2";"37";"2018-09-03";"19:46:21"
"1038";"242";"10562";"Kue pancong";;"5";"1";"2";"63";"2018-09-03";"19:48:20"
"1039";"242";"10563";"kue bandros";;"5";"1";"2";"63";"2018-09-03";"19:50:32"
"1040";"242";"10564";"bandros gaul";;"5";"1";"2";"63";"2018-09-03";"20:12:17"
"1041";"242";"10564";"bandros komplek";;"5";"1";"2";"63";"2018-09-03";"20:12:39"
"1042";"242";"10564";"bandros belanja";;"5";"1";"2";"63";"2018-09-03";"20:13:00"
"1043";"242";"10565";"bandros gaul";;"5";"1";"2";"63";"2018-09-03";"20:13:29"
