id_money;id_berita;id_kalimat;money;isValid
835;219;9383;Tidak Ada;2
836;219;9384;Tidak Ada;2
837;219;9385;Tidak Ada;2
838;219;9386;Tidak Ada;2
839;219;9387;Tidak Ada;2
840;219;9388;Tidak Ada;2
841;219;9389;Tidak Ada;2
842;219;9390;Tidak Ada;2
843;219;9391;Tidak Ada;2
844;219;9392;Tidak Ada;2
845;219;9393;Tidak Ada;2
846;219;9394;Tidak Ada;2
847;219;9395;Tidak Ada;2
848;219;9396;Tidak Ada;2
849;219;9397;Tidak Ada;2
850;219;9398;Tidak Ada;2
851;219;9399;Tidak Ada;2
852;219;9400;Tidak Ada;2
853;219;9401;Tidak Ada;2
854;219;9402;Tidak Ada;2
855;219;9403;Tidak Ada;2
856;219;9404;Tidak Ada;2
857;219;9405;Tidak Ada;2
858;219;9406;Tidak Ada;2
859;219;9407;Tidak Ada;2
860;219;9408;Tidak Ada;2
861;35;1571;Tidak Ada;2
862;35;1572;Tidak Ada;2
863;35;1573;Tidak Ada;2
864;35;1574;Tidak Ada;2
865;22;827;Tidak Ada;2
866;22;828;Tidak Ada;2
867;22;829;Tidak Ada;2
868;22;831;Tidak Ada;2
869;22;832;Tidak Ada;2
870;22;833;Tidak Ada;2
871;100;4149;Tidak Ada;2
872;100;4150;Tidak Ada;2
873;100;4151;Tidak Ada;2
874;100;4152;Tidak Ada;2
875;100;4153;Tidak Ada;2
876;100;4154;Tidak Ada;2
877;100;4155;Tidak Ada;2
878;242;10539;Tidak Ada;2
879;100;4156;Tidak Ada;2
880;242;10540;Tidak Ada;2
881;242;10541;Tidak Ada;2
882;242;10542;Tidak Ada;2
883;22;834;Tidak Ada;2
884;22;835;Tidak Ada;2
885;242;10543;Tidak Ada;2
886;107;4367;Tidak Ada;2
887;242;10544;Tidak Ada;2
888;242;10545;Tidak Ada;2
889;107;4368;Tidak Ada;2
890;107;4369;Tidak Ada;2
891;107;4370;Tidak Ada;2
892;242;10546;Tidak Ada;2
893;242;10547;Tidak Ada;2
894;242;10548;Tidak Ada;2
895;242;10549;Tidak Ada;2
896;242;10550;Tidak Ada;2
897;242;10551;Tidak Ada;2
898;107;4371;Tidak Ada;2
899;242;10552;Tidak Ada;2
900;242;10553;Tidak Ada;2
901;107;4372;Tidak Ada;2
902;242;10554;Tidak Ada;2
903;242;10555;Tidak Ada;2
904;242;10556;Tidak Ada;2
905;107;4373;Tidak Ada;2
906;107;4374;Tidak Ada;2
907;107;4375;Tidak Ada;2
908;107;4376;Tidak Ada;2
909;107;4377;Tidak Ada;2
910;242;10557;Tidak Ada;2
911;242;10558;Tidak Ada;2
912;107;4378;Tidak Ada;2
913;107;4379;Tidak Ada;2
914;107;4380;Tidak Ada;2
915;107;4381;Tidak Ada;2
916;107;4382;Tidak Ada;2
917;107;4383;Tidak Ada;2
918;107;4384;Tidak Ada;2
919;107;4385;Tidak Ada;2
920;22;836;Tidak Ada;2
921;107;4386;Tidak Ada;2
922;107;4387;Tidak Ada;2
923;22;837;Tidak Ada;2
924;107;4388;Tidak Ada;2
925;107;4389;Tidak Ada;2
926;107;4390;Tidak Ada;2
927;107;4391;Tidak Ada;2
928;22;838;Tidak Ada;2
929;22;839;Tidak Ada;2
930;107;4392;Tidak Ada;2
931;107;4393;Tidak Ada;2
932;107;4394;Tidak Ada;2
933;107;4395;Tidak Ada;2
934;107;4396;Tidak Ada;2
935;107;4397;Tidak Ada;2
936;107;4398;Tidak Ada;2
937;107;4399;Tidak Ada;2
938;22;840;Tidak Ada;2
939;107;4400;Tidak Ada;2
940;22;841;Tidak Ada;2
941;107;4401;Tidak Ada;2
942;113;4602;Tidak Ada;2
943;113;4603;Tidak Ada;2
944;113;4604;Tidak Ada;2
945;31;1443;Tidak Ada;2
946;31;1444;Tidak Ada;2
947;31;1445;Tidak Ada;2
948;31;1403;Tidak Ada;2
949;31;1404;Tidak Ada;2
950;31;1405;Tidak Ada;2
951;31;1406;Tidak Ada;2
952;31;1407;Tidak Ada;2
953;113;4605;Tidak Ada;2
954;31;1408;Tidak Ada;2
955;31;1409;Tidak Ada;2
956;31;1410;Tidak Ada;2
957;113;4606;Tidak Ada;2
958;31;1411;Tidak Ada;2
959;31;1412;Tidak Ada;2
960;31;1413;Tidak Ada;2
961;31;1414;Tidak Ada;2
962;31;1415;Tidak Ada;2
963;113;4607;Tidak Ada;2
964;113;4608;Tidak Ada;2
965;113;4609;Tidak Ada;2
966;113;4610;Tidak Ada;2
967;113;4611;Tidak Ada;2
968;113;4612;Tidak Ada;2
969;113;4613;Tidak Ada;2
970;113;4614;Tidak Ada;2
971;113;4615;Tidak Ada;2
972;113;4616;Tidak Ada;2
973;199;8668;Tidak Ada;2
974;199;8669;Tidak Ada;2
975;199;8670;Tidak Ada;2
976;199;8671;Tidak Ada;2
977;199;8672;Tidak Ada;2
978;199;8673;Tidak Ada;2
979;199;8674;Tidak Ada;2
980;199;8675;Tidak Ada;2
981;199;8676;Tidak Ada;2
982;199;8677;Tidak Ada;2
983;199;8678;Tidak Ada;2
984;199;8679;Tidak Ada;2
985;199;8680;Tidak Ada;2
986;31;1416;Tidak Ada;2
987;31;1417;Tidak Ada;2
988;31;1418;Tidak Ada;2
989;31;1419;Tidak Ada;2
990;23;864;Tidak Ada;2
991;23;865;Tidak Ada;2
992;23;866;Tidak Ada;2
993;23;867;Tidak Ada;2
994;23;868;Tidak Ada;2
995;23;869;Tidak Ada;2
996;23;870;Tidak Ada;2
997;23;871;Tidak Ada;2
998;23;872;Tidak Ada;1
999;23;873;Tidak Ada;2
1000;23;874;Tidak Ada;2
1001;23;875;Tidak Ada;2
1002;23;876;Tidak Ada;2
1003;23;877;Tidak Ada;2
1004;23;878;Tidak Ada;2
1005;23;879;Tidak Ada;2
1006;23;880;Tidak Ada;2
1007;23;881;Tidak Ada;2
1008;23;882;Tidak Ada;1
1009;23;883;Tidak Ada;1
1010;23;884;Tidak Ada;1
1011;23;885;Tidak Ada;1
1012;23;886;Tidak Ada;1
1013;23;887;Tidak Ada;1
1014;23;888;Tidak Ada;1
1015;23;889;Tidak Ada;1
1016;23;890;Tidak Ada;1
1017;23;891;Tidak Ada;1
1018;23;892;Tidak Ada;2
1019;23;893;Tidak Ada;2
1020;23;894;Tidak Ada;2
1021;23;895;Tidak Ada;2
1022;23;896;Tidak Ada;2
1023;23;897;Tidak Ada;1
1024;23;898;Tidak Ada;1
1025;23;899;Tidak Ada;1
1026;23;900;Tidak Ada;2
1027;23;901;Tidak Ada;2
1028;23;902;Tidak Ada;2
1029;23;903;Tidak Ada;2
1030;23;904;Tidak Ada;2
1031;23;905;Tidak Ada;2
1032;23;906;Tidak Ada;2
1033;23;907;Tidak Ada;2
1034;23;908;Tidak Ada;2
1035;23;909;Tidak Ada;2
1036;23;910;Tidak Ada;2
1037;31;1420;Tidak Ada;2
1038;31;1421;Tidak Ada;1
1039;242;10559;Tidak Ada;1
1040;242;10560;Tidak Ada;1
1041;31;1422;Tidak Ada;1
1042;31;1423;Tidak Ada;1
1043;242;10561;Tidak Ada;1
1044;242;10562;Tidak Ada;1
1045;242;10563;Tidak Ada;1
1046;242;10564;Tidak Ada;1
1047;242;10565;Tidak Ada;1
1048;242;10566;Tidak Ada;2
1049;306;13154;Tidak Ada;1
1050;242;10567;Tidak Ada;1
1051;242;10568;Tidak Ada;1
1052;242;10569;Tidak Ada;1
1053;242;10570;Tidak Ada;1
1054;31;1424;Tidak Ada;1
1055;31;1425;Tidak Ada;1
1056;31;1426;Tidak Ada;1
1057;242;10571;Tidak Ada;1
1058;242;10572;Tidak Ada;1
1059;242;10573;Tidak Ada;1
1060;242;10574;Tidak Ada;2
1061;306;13114;Tidak Ada;1
1062;242;10575;Tidak Ada;2
1063;31;1427;Tidak Ada;2
1064;31;1428;Tidak Ada;2
1065;306;13115;Tidak Ada;2
1066;242;10576;Tidak Ada;2
1067;31;1429;Tidak Ada;2
1068;242;10577;Tidak Ada;1
1069;31;1430;Tidak Ada;1
1070;242;10578;Tidak Ada;1
1071;242;10579;Tidak Ada;0
1072;242;10580;Tidak Ada;1
1073;242;10581;Tidak Ada;1
1074;242;10582;Tidak Ada;1
1075;242;10583;Tidak Ada;1
1076;242;10584;Tidak Ada;1
1077;242;10585;Tidak Ada;1
1078;306;13116;Tidak Ada;1
1079;242;10586;Tidak Ada;1
1080;242;10587;Tidak Ada;1
1081;306;13117;Tidak Ada;1
1082;242;10588;Tidak Ada;2
1083;306;13118;Tidak Ada;1
1084;306;13119;Tidak Ada;1
1085;306;13120;Tidak Ada;1
1086;31;1431;Tidak Ada;1
1087;31;1432;Tidak Ada;1
1088;31;1433;Tidak Ada;1
1089;31;1434;Tidak Ada;1
1090;31;1435;Tidak Ada;1
1091;31;1436;Tidak Ada;1
1092;31;1437;Tidak Ada;1
1093;31;1438;Tidak Ada;1
1094;31;1439;Tidak Ada;1
1095;31;1440;Tidak Ada;1
1096;31;1441;Tidak Ada;1
1097;31;1442;Tidak Ada;1
1098;24;911;Tidak Ada;1
1099;24;912;Tidak Ada;1
1100;24;913;Tidak Ada;1
1101;24;914;Tidak Ada;1
1102;24;915;Tidak Ada;1
1103;24;916;Tidak Ada;1
1104;24;917;Tidak Ada;1
1105;24;918;Tidak Ada;1
1106;24;919;Tidak Ada;1
1107;24;920;Tidak Ada;1
1108;24;921;Tidak Ada;1
1109;24;922;Tidak Ada;1
1110;24;923;Tidak Ada;1
1111;24;924;Tidak Ada;1
1112;24;925;Tidak Ada;1
1113;24;926;Tidak Ada;1
1114;24;927;Tidak Ada;1
1115;199;8687;Tidak Ada;1
1116;335;14390;Tidak Ada;1
1117;199;8688;Tidak Ada;1
1118;199;8689;Tidak Ada;1
1119;199;8690;Tidak Ada;1
1120;335;14391;Tidak Ada;1
1121;199;8691;Tidak Ada;1
1122;199;8692;Tidak Ada;1
1123;199;8693;Tidak Ada;1
1124;199;8694;Tidak Ada;1
1125;335;14392;Tidak Ada;1
1126;199;8695;Tidak Ada;2
1127;199;8696;Tidak Ada;2
1128;335;14393;Tidak Ada;1
1129;335;14394;Tidak Ada;1
1130;199;8697;Tidak Ada;1
1131;199;8698;Tidak Ada;1
1132;335;14395;Tidak Ada;1
1133;199;8699;Tidak Ada;1
1134;335;14396;Tidak Ada;1
1135;199;8700;Tidak Ada;2
1136;335;14398;Tidak Ada;2
1137;199;8701;Tidak Ada;2
1138;199;8702;Tidak Ada;1
1139;199;8703;Tidak Ada;1
1140;199;8704;Tidak Ada;1
1141;199;8705;Tidak Ada;1
1142;199;8706;Tidak Ada;1
1143;199;8707;Tidak Ada;1
1144;199;8708;Tidak Ada;2
1145;199;8709;Tidak Ada;2
1146;335;14399;Tidak Ada;1
1147;335;14400;Tidak Ada;1
1148;199;8710;Tidak Ada;1
1149;335;14358;Tidak Ada;1
1150;199;8711;Tidak Ada;1
1151;335;14359;Tidak Ada;1
1152;199;8712;Tidak Ada;1
1153;335;14360;Tidak Ada;1
1154;199;8713;Tidak Ada;1
1155;335;14361;Tidak Ada;1
1156;207;9007;Tidak Ada;2
1157;207;9008;Tidak Ada;2
1158;207;9009;Tidak Ada;2
1159;207;9010;Tidak Ada;2
1160;207;9011;Tidak Ada;2
1161;207;9012;Tidak Ada;2
1162;207;9013;Tidak Ada;2
1163;335;14362;Tidak Ada;2
1164;335;14363;Tidak Ada;2
1165;199;8714;Tidak Ada;2
1166;43;2050;Tidak Ada;2
1167;199;8715;Tidak Ada;2
1168;335;14364;Rp8,999 juta;2
1169;199;8716;Tidak Ada;2
1170;199;8717;Tidak Ada;2
1171;199;8718;Tidak Ada;2
1172;199;8719;Tidak Ada;2
1173;199;8720;Tidak Ada;2
1174;335;14365;Tidak Ada;2
1175;199;8721;Tidak Ada;2
1176;335;14366;Tidak Ada;2
1177;199;8722;Tidak Ada;2
1178;199;8723;Tidak Ada;2
1179;335;14367;Tidak Ada;2
1180;199;8724;Tidak Ada;2
1181;199;8725;Tidak Ada;2
1182;199;8726;Tidak Ada;2
1183;199;8727;Tidak Ada;2
1184;335;14368;Tidak Ada;2
1185;335;14369;100 ribu unit;2
1186;335;14370;Tidak Ada;2
1187;335;14371;Tidak Ada;2
1188;215;9293;Tidak Ada;2
1189;215;9263;Tidak Ada;2
1190;335;14372;Tidak Ada;2
1191;215;9264;Tidak Ada;2
1192;335;14373;Tidak Ada;2
1193;215;9265;Tidak Ada;2
1194;35;1575;Tidak Ada;2
1195;306;13121;Tidak Ada;2
1196;306;13122;Tidak Ada;2
1197;27;1267;Tidak Ada;2
1198;27;1268;Tidak Ada;2
1199;27;1269;Tidak Ada;2
1200;335;14374;Tidak Ada;2
1201;335;14375;Tidak Ada;2
1202;335;14376;Tidak Ada;2
1203;335;14377;Tidak Ada;2
1204;335;14378;Tidak Ada;2
1205;335;14379;Rp9;2
1206;335;14380;Tidak Ada;2
1207;335;14381;Tidak Ada;2
1208;335;14384;Tidak Ada;2
1209;335;14385;Tidak Ada;2
1210;335;14386;Tidak Ada;2
1211;335;14387;Tidak Ada;2
1212;335;14388;Tidak Ada;2
1213;335;14389;Tidak Ada;2
1214;335;14401;Tidak Ada;2
1215;370;15882;Tidak Ada;2
1216;335;14402;Tidak Ada;2
1217;335;14403;Tidak Ada;2
1218;359;15391;Tidak Ada;2
1219;359;15392;Tidak Ada;2
1220;359;15393;Tidak Ada;2
1221;359;15394;Tidak Ada;2
1222;359;15395;Tidak Ada;2
1223;359;15396;Tidak Ada;2
1224;199;8681;Tidak Ada;2
1225;199;8682;Tidak Ada;2
1226;199;8683;Tidak Ada;2
1227;199;8684;Tidak Ada;2
1228;199;8685;Tidak Ada;2
1229;370;15884;Tidak Ada;2
1230;370;15885;Tidak Ada;2
1231;199;8686;Tidak Ada;2
1232;370;15886;Tidak Ada;2
1233;199;8687;Tidak Ada;2
1234;370;15887;Tidak Ada;2
1235;199;8688;Tidak Ada;2
1236;370;15888;Tidak Ada;2
1237;199;8689;Tidak Ada;2
1238;199;8690;Tidak Ada;2
1239;43;2051;Tidak Ada;2
1240;359;15376;Tidak Ada;2
1241;43;2052;Tidak Ada;2
1242;43;2053;Tidak Ada;2
1243;359;15377;Tidak Ada;2
1244;43;2054;Tidak Ada;2
1245;43;2055;Tidak Ada;2
1246;43;2056;Tidak Ada;2
1247;199;8691;Tidak Ada;2
1248;199;8692;Tidak Ada;2
1249;43;2039;Tidak Ada;2
1250;199;8692;Tidak Ada;2
1251;199;8693;Tidak Ada;2
1252;199;8694;Tidak Ada;2
1253;43;2040;Tidak Ada;2
1254;43;2041;Tidak Ada;2
1255;43;2042;Tidak Ada;2
1256;27;1270;Tidak Ada;2
1257;43;2043;Tidak Ada;2
1258;43;2044;Tidak Ada;2
1259;27;1271;Tidak Ada;2
1260;27;1272;Tidak Ada;2
1261;43;2045;Tidak Ada;2
1262;43;2046;Tidak Ada;2
1263;27;1235;Tidak Ada;2
1264;27;1236;Tidak Ada;2
1265;43;2047;Tidak Ada;2
1266;27;1237;Tidak Ada;2
1267;43;2048;Tidak Ada;2
1268;75;3249;Tidak Ada;2
1269;27;1238;Tidak Ada;2
1270;359;15378;Tidak Ada;2
1271;75;3250;Tidak Ada;2
1272;27;1239;Tidak Ada;2
1273;27;1240;Tidak Ada;2
1274;359;15379;Tidak Ada;2
1275;27;1241;Tidak Ada;2
1276;359;15381;Tidak Ada;2
1277;27;1242;Tidak Ada;2
1278;75;3251;Tidak Ada;2
1279;359;15383;Tidak Ada;2
1280;27;1243;Tidak Ada;2
1281;75;3252;Tidak Ada;2
1282;359;15387;Tidak Ada;2
1283;359;15388;Tidak Ada;2
1284;75;3219;Tidak Ada;2
1285;27;1244;Tidak Ada;2
1286;359;15389;Tidak Ada;2
1287;27;1245;Tidak Ada;2
1288;75;3220;Tidak Ada;2
1289;27;1246;Tidak Ada;2
1290;75;3221;Tidak Ada;2
1291;75;3222;Tidak Ada;2
1292;27;1247;Tidak Ada;2
1293;75;3223;Tidak Ada;2
1294;27;1248;Tidak Ada;2
1295;75;3224;Tidak Ada;2
1296;359;15390;Tidak Ada;2
1297;75;3225;Tidak Ada;2
1298;351;15115;Tidak Ada;2
1299;27;1249;Tidak Ada;2
1300;351;15116;Rp200 ribu;2
1301;75;3226;Tidak Ada;2
1302;351;15117;Tidak Ada;2
1303;27;1250;Tidak Ada;2
1304;75;3227;Tidak Ada;2
1305;75;3228;Tidak Ada;2
1306;351;15118;Tidak Ada;2
1307;75;3229;Tidak Ada;2
1308;351;15119;Tidak Ada;2
1309;351;15120;Tidak Ada;2
1310;351;15121;Rp1,5 juta;2
1311;75;3230;Tidak Ada;2
1312;351;15122;Tidak Ada;2
1313;75;3231;Tidak Ada;2
1314;351;15123;Tidak Ada;2
1315;75;3232;Tidak Ada;2
1316;75;3233;Tidak Ada;2
1317;351;15124;Rp10 juta;2
1318;351;15085;Tidak Ada;2
1319;351;15086;Tidak Ada;2
1320;351;15087;Tidak Ada;2
1321;48;2191;Tidak Ada;2
1322;5951;249804;Tidak Ada;2
1323;5951;249805;Tidak Ada;2
1324;199;8695;Tidak Ada;2
1325;199;8696;Tidak Ada;2
1326;5951;249806;Tidak Ada;2
1327;5951;249807;Tidak Ada;2
1328;5951;249808;Tidak Ada;2
1329;5951;249809;Tidak Ada;2
1330;5951;249810;Tidak Ada;2
1331;48;2192;Tidak Ada;2
1332;5951;249811;Tidak Ada;2
1333;48;2193;Tidak Ada;2
1334;5951;249812;Tidak Ada;2
1335;5951;249813;Tidak Ada;2
1336;5951;249814;Tidak Ada;2
1337;5951;249815;Tidak Ada;2
1338;48;2194;Tidak Ada;2
1339;5951;249816;Tidak Ada;2
1340;5951;249817;Tidak Ada;2
1341;5951;249818;Tidak Ada;2
1342;5951;249819;Tidak Ada;2
1343;5951;249820;Tidak Ada;2
1344;370;15883;Tidak Ada;2
1345;5951;249821;Tidak Ada;2
1346;5951;249822;Tidak Ada;2
1347;370;15889;Tidak Ada;2
1348;370;15890;Tidak Ada;2
1349;370;15842;Tidak Ada;2
1350;48;2195;Tidak Ada;2
1351;48;2196;Tidak Ada;2
1352;5951;249823;Tidak Ada;2
1353;5951;249824;Tidak Ada;2
1354;5951;249825;Tidak Ada;2
1355;5951;249826;Tidak Ada;2
1356;5951;249827;Tidak Ada;2
1357;5951;249828;Tidak Ada;2
1358;5951;249829;Tidak Ada;2
1359;5951;249830;Tidak Ada;2
1360;5951;249831;Tidak Ada;2
1361;5951;249832;Tidak Ada;2
1362;370;15843;Tidak Ada;2
1363;5951;249833;Tidak Ada;2
1364;370;15844;Tidak Ada;2
1365;5951;249834;Tidak Ada;2
1366;370;15845;Tidak Ada;2
1367;5951;249835;Tidak Ada;2
1368;5951;249836;Tidak Ada;2
1369;5951;249837;Tidak Ada;2
1370;370;15846;Tidak Ada;2
1371;5951;249838;Tidak Ada;2
1372;370;15847;Tidak Ada;2
1373;5951;249839;Tidak Ada;2
1374;5951;249840;Tidak Ada;2
1375;5951;249841;Tidak Ada;2
1376;5951;249842;Tidak Ada;2
1377;370;15848;Tidak Ada;2
1378;5951;249843;Tidak Ada;2
1379;370;15849;Tidak Ada;2
1380;5951;249844;Tidak Ada;2
1381;370;15850;Tidak Ada;2
1382;370;15851;Tidak Ada;2
1383;370;15852;Tidak Ada;2
1384;370;15853;Tidak Ada;2
1385;370;15854;Tidak Ada;2
1386;370;15855;Tidak Ada;2
1387;370;15856;Tidak Ada;2
1388;5951;249845;Tidak Ada;2
1389;370;15857;Tidak Ada;2
1390;5951;249846;Tidak Ada;2
1391;370;15858;Tidak Ada;2
1392;5951;249847;Tidak Ada;2
1393;370;15859;Tidak Ada;2
1394;370;15860;Tidak Ada;2
1395;5951;249848;Tidak Ada;2
1396;370;15861;Tidak Ada;2
1397;5951;249849;Tidak Ada;2
1398;370;15862;Tidak Ada;2
1399;5951;249850;Tidak Ada;2
1400;370;15863;Tidak Ada;2
1401;370;15864;Tidak Ada;2
1402;370;15865;Tidak Ada;2
1403;370;15866;Tidak Ada;2
1404;370;15867;Tidak Ada;2
1405;370;15868;Tidak Ada;2
1406;370;15868;Tidak Ada;2
1407;370;15869;Tidak Ada;2
1408;370;15870;Tidak Ada;2
1409;370;15871;Tidak Ada;2
1410;370;15872;Tidak Ada;2
1411;199;8697;Tidak Ada;2
1412;370;15873;Tidak Ada;2
1413;370;15874;Tidak Ada;2
1414;199;8698;Tidak Ada;2
1415;370;15875;Tidak Ada;2
1416;370;15876;Tidak Ada;2
1417;370;15877;Tidak Ada;2
1418;199;8699;Tidak Ada;2
1419;370;15878;Tidak Ada;2
1420;199;8700;Tidak Ada;2
1421;370;15879;Tidak Ada;2
1422;199;8701;Tidak Ada;2
1423;370;15880;Tidak Ada;2
1424;199;8702;Tidak Ada;2
1425;370;15881;Tidak Ada;2
1426;372;16052;Tidak Ada;2
1427;372;16053;Tidak Ada;2
1428;372;16054;Tidak Ada;2
1429;372;16055;Tidak Ada;2
1430;372;16056;Tidak Ada;2
1431;372;16057;Tidak Ada;2
1432;372;16058;Tidak Ada;2
1433;372;16001;Tidak Ada;2
1434;372;16002;Tidak Ada;2
1435;372;16003;Tidak Ada;2
1436;372;16004;Tidak Ada;2
1437;372;16005;Tidak Ada;2
1438;372;16006;Tidak Ada;2
1439;372;16007;Tidak Ada;2
1440;372;16008;Tidak Ada;2
1441;372;16009;Tidak Ada;2
1442;372;16010;Tidak Ada;2
1443;372;16011;Tidak Ada;2
1444;372;16012;Tidak Ada;2
1445;372;16013;Tidak Ada;2
1446;372;16014;Tidak Ada;2
1447;372;16015;Tidak Ada;2
1448;372;16016;Tidak Ada;2
1449;372;16016;Tidak Ada;2
1450;199;8703;Tidak Ada;2
1451;199;8704;Tidak Ada;2
1452;199;8705;Tidak Ada;2
1453;199;8706;Tidak Ada;2
1454;199;8707;Tidak Ada;2
1455;199;8708;Tidak Ada;2
1456;199;8709;Tidak Ada;2
1457;5965;250375;Tidak Ada;2
1458;5965;250376;Tidak Ada;2
1459;5965;250377;Tidak Ada;2
1460;5965;250378;Tidak Ada;2
1461;5965;250379;Tidak Ada;2
1462;5965;250380;Tidak Ada;2
1463;5965;250381;Tidak Ada;2
1464;5965;250382;Tidak Ada;2
1465;5965;250383;Tidak Ada;2
1466;5965;250384;Tidak Ada;2
1467;5965;250385;Tidak Ada;2
1468;5965;250386;Tidak Ada;2
1469;5965;250387;Tidak Ada;2
1470;5965;250388;Tidak Ada;2
1471;5965;250389;Tidak Ada;2
1472;5965;250390;Tidak Ada;2
1473;5965;250391;Tidak Ada;2
1474;5965;250392;Tidak Ada;2
1475;5965;250393;Tidak Ada;2
1476;5965;250394;Tidak Ada;2
1477;5965;250395;Tidak Ada;2
1478;5965;250396;Tidak Ada;2
1479;5965;250397;Tidak Ada;2
1480;5965;250398;Tidak Ada;2
1481;5965;250399;Tidak Ada;2
1482;5965;250400;Tidak Ada;2
1483;5965;250401;Tidak Ada;2
1484;5965;250402;Tidak Ada;2
1485;5965;250403;Tidak Ada;2
1486;5965;250404;Tidak Ada;2
1487;5965;250405;Tidak Ada;2
1488;5965;250406;Tidak Ada;2
1489;5965;250407;Tidak Ada;2
1490;5965;250408;Tidak Ada;2
1491;5965;250409;Tidak Ada;2
1492;5965;250410;Tidak Ada;2
1493;5960;250192;Tidak Ada;2
1494;5960;250193;Tidak Ada;2
1495;5960;250194;Tidak Ada;2
1496;5960;250195;Tidak Ada;2
1497;5960;250196;Tidak Ada;2
1498;5960;250197;Tidak Ada;2
1499;5960;250198;Tidak Ada;2
1500;5960;250199;Tidak Ada;2
1501;5960;250200;Tidak Ada;2
1502;5960;250201;Tidak Ada;2
1503;5960;250202;Tidak Ada;2
1504;5960;250203;Tidak Ada;2
1505;5960;250204;Tidak Ada;2
1506;5960;250205;Tidak Ada;2
1507;5960;250206;Tidak Ada;2
1508;262;11385;Tidak Ada;2
1509;262;11386;Tidak Ada;2
1510;262;11387;Tidak Ada;2
1511;262;11388;Tidak Ada;2
1512;222;9449;Tidak Ada;2
1513;262;11389;Tidak Ada;2
1514;262;11390;Tidak Ada;2
1515;262;11391;Tidak Ada;2
1516;262;11392;Tidak Ada;2
1517;351;15088;Tidak Ada;2
1518;351;15089;Tidak Ada;2
1519;207;9014;Tidak Ada;2
1520;207;9015;Tidak Ada;2
1521;207;9016;Tidak Ada;2
1522;207;8987;Tidak Ada;2
1523;207;8988;Tidak Ada;2
1524;207;8989;Tidak Ada;2
1525;207;8990;Tidak Ada;2
1526;207;8991;Tidak Ada;2
1527;207;8992;Tidak Ada;2
1528;207;8993;Tidak Ada;2
1529;207;8994;Tidak Ada;2
1530;207;8995;Tidak Ada;2
1531;207;8996;Tidak Ada;2
1532;207;8997;Tidak Ada;2
1533;207;8998;Tidak Ada;2
1534;207;8999;Tidak Ada;2
1535;207;9000;Tidak Ada;2
1536;207;9001;Tidak Ada;2
1537;207;9002;Tidak Ada;2
1538;207;9003;Tidak Ada;2
1539;207;9004;Tidak Ada;2
1540;35;1576;Tidak Ada;2
1541;267;11617;Tidak Ada;2
1542;207;9005;Tidak Ada;2
1543;35;1577;Tidak Ada;2
1544;207;9006;Tidak Ada;2
1545;200;8748;Tidak Ada;2
1546;35;1578;Tidak Ada;2
1547;267;11617;Tidak Ada;2
1548;35;1579;Tidak Ada;2
1549;200;8749;Tidak Ada;2
1550;267;11618;Tidak Ada;2
1551;267;11618;Tidak Ada;2
1552;200;8750;Tidak Ada;2
1553;35;1580;Tidak Ada;2
1554;200;8751;Tidak Ada;2
1555;267;11619;Tidak Ada;2
1556;267;11619;Tidak Ada;2
1557;35;1581;Tidak Ada;2
1558;35;1582;Tidak Ada;2
1559;267;11620;Tidak Ada;2
1560;200;8752;Tidak Ada;2
1561;35;1583;Tidak Ada;2
1562;35;1584;Tidak Ada;2
1563;200;8753;Tidak Ada;2
1564;267;11620;Tidak Ada;2
1565;35;1585;Tidak Ada;2
1566;200;8754;Tidak Ada;2
1567;35;1586;Tidak Ada;2
1568;71;3134;Tidak Ada;2
1569;200;8755;Tidak Ada;2
1570;267;11621;Tidak Ada;2
1571;35;1587;Tidak Ada;2
1572;267;11621;Tidak Ada;2
1573;35;1588;Tidak Ada;2
1574;200;8728;Tidak Ada;2
1575;98;4070;Tidak Ada;2
1576;267;11592;Tidak Ada;2
1577;200;8729;Tidak Ada;2
1578;35;1589;Tidak Ada;2
1579;267;11592;Tidak Ada;2
1580;200;8730;Tidak Ada;2
1581;35;1590;Tidak Ada;2
1582;200;8731;Tidak Ada;2
1583;35;1591;Tidak Ada;2
1584;200;8732;Tidak Ada;2
1585;200;8733;Tidak Ada;2
1586;267;11593;Tidak Ada;2
1587;267;11593;Tidak Ada;2
1588;192;8370;Tidak Ada;2
1589;200;8734;Tidak Ada;2
1590;192;8371;Tidak Ada;2
1591;192;8372;Tidak Ada;2
1592;267;11595;Tidak Ada;2
1593;200;8735;Tidak Ada;2
1594;267;11595;Tidak Ada;2
1595;192;8373;Tidak Ada;2
1596;200;8736;Tidak Ada;2
1597;267;11596;Tidak Ada;2
1598;267;11596;Tidak Ada;2
1599;200;8737;Tidak Ada;2
1600;192;8374;Tidak Ada;2
1601;98;4071;Tidak Ada;2
1602;192;8375;Tidak Ada;2
1603;267;11597;Tidak Ada;2
1604;200;8738;Tidak Ada;2
1605;192;8376;Tidak Ada;2
1606;267;11597;Tidak Ada;2
1607;98;4072;Tidak Ada;2
1608;98;4072;Tidak Ada;2
1609;200;8739;Tidak Ada;2
1610;267;11600;Tidak Ada;2
1611;98;4073;Tidak Ada;2
1612;200;8740;Tidak Ada;2
1613;267;11601;Tidak Ada;2
1614;267;11600;Tidak Ada;2
1615;192;8377;Tidak Ada;2
1616;98;4025;Tidak Ada;2
1617;200;8741;Tidak Ada;2
1618;200;8742;Tidak Ada;2
